"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",36,0.646367779994993,0.613444634365904,0.396612123806396,0.352378438072681,-0.0104323524184294,0.00205300875512483,0.9,8,0.452332598341293,0.377690735645818,0.370589524566477,0.402529165553478,0.23287552285947,0.17984850410723,NA,25,0.40055118164488,0.269783468288167,0.238998788948517,0.417323572631205,0.0969311697874898,0.0579759638456567,0.584473481104474,1,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",38,0.467293946089803,0.487041721007468,0.237478032147208,0.267644726407613,0.100297410228984,0.109133629869044,0.0893410080961973,36,0.303211681851395,0.325625773699683,0.239065899174947,0.293006320417697,-0.0909297597487607,0.0200041795522848,0.843124531231124,98,0.341774634501243,0.336665320533752,0.28750757853715,0.372542729463373,-0.0619354920515184,-0.0207923413590392,0.872002016343236,4,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",5,0.577072947461562,0.545321085202475,0.109593869393089,0.214079074252652,-0.0068647820022113,0.0313739678054932,1.13044448774808,NA,NA,NA,NA,NA,NA,NA,NA,1,0.374762808349146,0.374762808349146,NA,0,0,0,1,4,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Brazil","Brazil2009",43,0.398979609410569,0.487022151218916,0.190051354262345,0.318181516354799,-0.0806102957491196,-0.275444036832448,0.664467773493321,81,0.424393818294838,0.405895428579475,0.257875446165229,0.425636007827789,-0.0689893703594508,-0.0625037261663636,0.559152749976123,14,0.320893490650364,0.25666582744161,0.371899744300738,0.522183591969091,0.0599668769750984,-0.0924936051671639,0.140503258724617,6,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",3,0.259734657471618,0.258339224749312,0.0975021930547657,0.129794484361792,0.0719979671237786,0.110541594054103,0.42770605225363,3,0.545840869021364,0.571702802759047,0.23782301991535,0.477124183006536,-0.067857127850337,-0.0680741432375419,0.997736060360293,1,0.602150537634409,0.602150537634409,NA,0,0,0,1,7,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Cameroon","Cameroon2009",1,0.542621278174566,0.542621278174566,NA,0,0,0,1,1,0.406197215518088,0.406197215518088,Inf,0,9.83912582504458e-33,0,1,1,0.217391304347826,0.217391304347826,NA,0,0,0,1,3,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",16,0.59422479803494,0.644849207306847,0.230570409041776,0.32228326761548,0.0127319030735344,0.024542253174882,0.71798913536789,4,0.550014393724833,0.505591259427031,0.492652871639893,0.984958952257979,-0.136457539679153,-0.123126566254668,2.09504374558896,1,0.294018817204301,0.294018817204301,NA,0,0,0,1,17,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",8,0.49804060662011,0.440122647334432,0.200286871123623,0.425238478335824,-0.0461000964825674,-0.0129113020898826,NA,85,0.289338329986883,0.251076383867683,0.188583776836131,0.270396089537184,0.0073394053590075,-0.0271095312620947,1.02168935879291,10,0.35192821267893,0.265017624506793,0.201600365745768,0.402992605480644,-0.0547099581225076,-0.0196326886454981,1.83237370411505,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",35,0.548645555188288,0.515805378690175,0.303873993289239,0.417502073754809,-0.035057476393365,0.0339274979350015,0.969205373042159,35,0.522715612241008,0.342532309557147,0.434015073051343,0.379829927060405,-0.0623938625143163,-0.0253088320893981,2.13031488480565,23,0.466747915481451,0.478534546226381,0.292541565136876,0.341914973195362,-0.0234844331111406,-0.0326790531570381,1.51817762941237,2,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",1,0.615384615384615,0.615384615384615,NA,0,0,0,1,1,-2.30769230769231,-2.30769230769231,NA,0,0,0,1,2,0.305962678203836,0.305962678203836,0.0182109058975126,0.0257541101033625,0.00714999178340374,0.00688772712066671,0.623586040914561,1,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
