"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,0,31,4.18009748624168,4.04152560319076,0.466637164993137,0.919078103599615,-0.0792108984038339,-0.00986728585018359,1.24674133654316,25,3.90717251528643,3.97260442174543,0.492867783473893,0.734063511705849,-0.0301381813925304,0.00846647877996986,0.955358387193412,18,3.53775159229378,3.55500699396198,0.707383212915334,0.605936104015237,0.0570752591748916,0.0241209243842444,1,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,2,39,3.43281939953253,3.26173007114966,0.949167216787911,1.24479011736454,-0.1940793792208,-0.178821844613238,1.2192291380862,47,3.52945719770713,3.4679866465302,0.77818413197512,0.815625929729386,-0.0319229693296548,-0.0701645861955175,0.662607875737442,23,3.50817907345431,3.30979939876357,0.746727169465156,0.944485072951592,-0.00833788327664448,-0.0609443468680238,0.758231377242165,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,1,24,3.59774010026593,3.67230223159066,1.02402116955044,1.42894630682737,0.0631296107911774,0.0329823427102507,1,46,3.14830764840555,3.05714410812909,0.850352150433106,0.937881918262798,0.100410699902656,0.0771098359455156,0.759397641937431,40,4.12369962425471,4.45793612357626,1.34267922822145,1.45192897007832,-0.102136648044744,-0.127107496589949,0.936250853224914,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,25,5.09407866523185,5.02068048287199,0.563573613698595,0.671813155640393,0.218115668492073,0.160803419808894,1.17677119691799,27,4.75224513960265,4.44555430534368,0.825545408626042,0.877341834725772,-0.00487851551045026,0.0877777943253576,1.9663613252952,14,4.79604967459476,4.54167208681435,1.14297047774957,1.12009472760739,-0.20723749702212,-0.157279876240263,0.680581001341262,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,1,50,3.57690450580651,3.52681035128234,0.664518507322491,0.657932058480007,0.238298881634868,0.276409207616776,1.06951871330257,51,3.46786703351255,3.25319206179703,0.924213751373091,1.10145152957949,-0.017592677335851,0.00358181249130691,1.03364057311891,14,3.50294831682635,3.46501018466122,0.732154893547385,1.38999468918977,-0.0155153370801283,-0.0692998157101903,0.858779420046589,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,3.25469201589166,3.27862427768109,0.709476177160919,1.18337994481925,0.112651913189439,0.117891875469323,1.02735772376692,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,4,26,3.91945724399929,3.98021579182328,0.989071763993047,0.983247387713424,0.118035754055177,0.185530371841202,1.12782036347118,55,3.19549120708942,2.91402356875737,1.38603202882908,1.75943709561691,0.0258510967365798,-0.0985711737247382,1.03579344729476,32,3.13090263841073,3.28825912385784,0.597755769887567,0.52488987000191,0.0369792938038426,0.0692408239842839,1.875,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,1,4,5.84256915474142,5.83221471078666,2.71981904678477,3.27663674156159,0.500852920540646,0.320898714685282,2.59424285005799,4,4.2348441175823,3.97032235270751,0.663120912713063,1.40743651506305,0.127059865169593,0.140084139114568,0.772233276154056,7,2.5303084686046,2.62550662695586,0.638175821437153,1.1952340486903,0.0570817931973047,0.0700549892635673,1.4,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,52,3.73840005543893,3.64539855200759,0.874453472777246,1.57345675906245,-0.0824395577799686,-0.129386260575118,0.881755533766554,102,3.85274970484056,3.49289899328949,1.05797970953967,1.51020782694061,0.183926431237423,0.165384237193471,1,66,3.40805701277932,3.38733076370108,0.756179069897547,1.00605957619543,0.078273694541739,0.038316790462616,1.48042387907289,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,1,19,3.91374481364551,3.61034559167328,0.919621484897223,0.778052847818525,-0.343827969808473,-0.46192410321468,0.571881860280418,19,4.444938624026,4.59643989079462,1.00419516764588,0.810629848719103,-0.215109868152151,-0.119226576990247,0.546565428778421,29,3.42209446440922,3.18659767837369,0.692228364251142,0.87403893688013,0.101478050534129,0.0871639833865001,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,0,3,3.06287948220563,3.09791516725682,0.138995081519062,0.271285888068189,0.00398657316228124,0.00398657316228125,1,9,3.13951103103247,3.22033420706793,0.486592970774966,0.774238885283392,0.0679336787732766,0.0504209556799014,1.11509248952556,22,3.26063006210489,3.2304585154825,0.32728857555243,0.238466457303641,0.0218574995400635,0.0165542263259907,1.12853148193511,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",NA,NA,NA,NA,NA,NA,NA,NA,0,13,3.55625300325401,3.52240496376547,1.0295473018186,2.06168323287276,-0.46507717165766,-0.322274403780098,0.319744958722974,6,2.64770183496927,2.36260016480408,1.0128578895649,1.26873248229102,-0.21650754267219,-0.112686266353359,0.610238529718457,13,3.35048268740964,3.33630232982179,0.904018363383228,1.60880160316433,0.0455077182429664,-0.0810968326747595,1.71428571428571,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,1,10,3.94520761298233,3.55775882790447,1.30101660706556,1.07007791712196,0.96689246194395,0.965321236156015,2.27892887176674,7,4.54198011490843,4.27107394351414,1.30621410557584,2.10311792867672,0.159307878578803,0.178209891916707,1.28087819506863,4,3.37824702899239,2.77784632153694,1.03963701768573,1.89532575487252,0.140104086593648,0.0872957182124118,2.25357919242911,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,0,54,3.69822381765304,3.68019203162718,0.633038085846667,0.809125869184463,0.113806937364805,0.106582934957886,0.760042069434322,34,3.46962700824627,3.55529214443918,0.720012138756775,0.975318269656274,0.076648340296999,0.0617996326271639,0.764119469082013,40,2.95694490675014,2.91642485018111,0.895516169525775,1.14204039435505,-0.0109516148944816,-0.0261044666231146,1.7256531204501,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Pakistan","Pakistan2013",NA,NA,NA,NA,NA,NA,NA,NA,2,4,3.59167999915441,3.31881071735755,0.878841416091834,1.61660196822218,-0.0871640556887494,-0.0961494695106029,0.758117130899005,7,2.55364733262943,2.90646358300561,1.88356702500987,3.6587736103598,0.0564710085250156,0.0399670873557403,0.987466990770213,2,4.0431613471893,4.0431613471893,0.113387211826812,0,0.00326538280279369,0.0050110541489109,1.0259374284736,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,0,18,3.59763924945479,3.66854321485933,0.655460127725641,0.811042525555322,0.247439802980761,0.314035547757849,1.14497177831457,30,3.30758740429637,3.30828664294492,0.676307237865933,0.804063096583455,0.095727204630775,0.0857138645206126,1.59448519257519,30,2.92346467116303,3.08277642775601,0.684123213417313,0.924959666046636,0.0360421339530851,0.0291286867164529,1.0539961625767,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",NA,NA,NA,NA,NA,NA,NA,NA,1,8,4.44455848558821,4.53169837750147,0.645467100541233,0.324868547582163,0.0611927908386162,0.0166902280520278,3.33029496184826,36,4.36834133392384,4.22680309797,1.20706099704872,2.15275137356733,-0.184369121033413,0.0584524383276591,0.928539900083577,9,3.71874712756846,3.70874143121459,1.29252470838541,1.29445433227285,-0.185283518992016,-0.153877758758805,0.667571045644712,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,4,7,4.53927980308482,4.512277031058,0.318474167135954,0.235255203140813,-0.0170231286495397,0.0931924901887053,2.77688249987541,13,3.75595333603818,3.68653139776955,0.950337538464679,0.801577285333746,-0.0442528846630365,-0.0437380028993505,1.00971714414499,11,3.85188178640223,3.83707477266416,0.621288147403782,0.106544656831851,-0.00883732034473845,-0.0515438872848021,1.42813222835453,"2012","Europe and Central Asia","Russian Federation","High income"
"Turkey","Turkey2013",NA,NA,NA,NA,NA,NA,NA,NA,0,4,3.63276284849567,3.41553362466915,1.54212459037423,2.42164443441005,0.458588111462833,0.483341144728592,1.8292287867756,18,3.31314905634998,3.10535882418007,0.914691422317484,1.6881372229779,-0.231954493988275,-0.0142607473457686,0.453731437999527,13,3.03037560105321,3.10667182932702,0.38444552798129,0.517427758789962,0.0326864256418008,0.00555817594089052,1.36964623751524,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uruguay","Uruguay2010",NA,NA,NA,NA,NA,NA,NA,NA,5,5,4.57215428220162,4.51099769949662,0.385157437086464,0.468172057727212,0.03892342597404,0.0388382476930679,1.1683057498405,7,4.17968209563738,4.26107150740995,0.648089371309145,0.94067680202123,-0.196165247570801,-0.205707199753744,0.389117834849141,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",NA,NA,NA,NA,NA,NA,NA,NA,1,10,4.42696180812341,4.52238034050597,0.607685750246604,0.475009103156637,0.100572904069921,0.0127096458213976,0.788264759487692,7,4.48333455827765,4.91704339040275,0.999674511124034,1.95440405168673,0.329793424329521,0.306039304357848,2.81014251820071,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,7,3.02991727583728,2.77435670248004,0.61145903260617,0.625010359778585,-0.0758728037040298,-0.0695483185694422,0.711111111111111,5,3.64296494360616,3.63951329133438,0.216930709106541,0.400857303863596,-0.00755132208993402,-0.0065131104090712,0.933277028382829,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
