"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,1,16,1.32181640888981,1.00673115851131,0.586949517668099,0.700096381009779,0.533087816706269,0.564921504017689,1.73286538006731,38,1.21614364810899,1.21403554610107,0.897000229919205,1.11248118689618,0.0208499500244811,0.106959464150618,1.37351919280186,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,66,-1.19829600732524,-1.58703966947545,0.974956201066754,1.40020372881635,0.277449438355727,0.177398384292774,4.51008535173827,77,-1.33412780208571,-1.5387977390593,0.788794665921846,0.802701133244138,0.646286612930984,0.384269063647014,0.959249057057292,19,-1.34773945975721,-1.59941914393901,0.778123266887661,0.88654351391313,-0.10753116944806,-0.107779173105073,0.699908594340327,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,2,44,1.6821139816655,1.55496228115918,0.708037692737709,0.939379116312535,-0.0550524255411889,0.121617151041345,1.77880940007245,89,1.96340130506507,1.86240947706028,1.29114322356036,1.04461469856215,0.572132172914004,1.22112104549194,0.682481429120424,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,31,-3.31607268901403,-3.12766489517271,0.842877203537572,1.01289417707491,-0.0027072182295674,0.0777476811087574,1.75040380096937,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,1,57,1.11194837373876,1.10893538853789,0.754973985571014,0.758744644928743,0.0441342171424756,-0.00723393697630171,3.32717651136398,21,1.15614071606652,0.955261378139481,0.539343377145358,0.654815202666246,0.237324686229426,0.322782740353547,2.16257278033636,8,1.01807978285457,1.18025371505061,0.661761868482211,1.22514251592439,0.281035924164477,0.338580575792714,0.930616628237632,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,1,32,-4.63852445454722,-4.46856777017039,0.738073120147268,0.944344526134126,0.317816570835703,0.270722718320909,2.13400105431646,55,-4.06235285042818,-3.94206622506565,0.830283280063166,1.32055054245711,-0.0705043969111685,0.308931107183469,3.95674519366265,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",NA,NA,NA,NA,NA,NA,NA,NA,7,12,-3.69513149345196,-3.75196469498523,0.230991912129954,0.186020287338851,-0.0478464607233779,-0.0253564256020959,0.860115824708507,NA,NA,NA,NA,NA,NA,NA,NA,10,-2.8518595996176,-2.83416448265376,0.862217007863006,0.87524384232627,0.33931101796979,0.204872781860536,3,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,0,7,-2.42843349059889,-3.50956689906761,2.38640736675814,1.96177011464119,0.225314177390008,0.22657558439091,1.2,3,-3.62363392952541,-3.70277488914803,0.470307673732105,0.930573671137996,0.11177368733945,0.11177368733945,1,15,-2.98873753726947,-3.54735295656228,1.86054935310643,1.79778356040987,-0.0370155899522461,-0.0427284867114988,0.857142857142857,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,2,39,0.614265863456558,1.17989705455265,0.97018922520761,1.87949729288063,0.333531595527271,0.0994139827511572,1.2693905166575,42,1.15363388611564,1.26020533695748,0.831230786007229,1.42125608421411,0.0492581265728839,0.166952005303558,1.21443462255994,41,0.953273292330936,0.713195083763818,0.800114552679339,0.985375481557442,0.5911983308017,0.363025522134234,0.222420891743409,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,0,3,0.802959017672625,0.857565101202655,0.666250059349909,0.949613581920679,-0.254457055302575,-0.38440748998919,0.690136056752124,13,0.0631739343457654,0.279090267888948,1.39436817251814,1.32270451502202,0.647243081008108,0.432488666331812,2.32467416278746,2,1.1913112408437,1.1913112408437,0.014237022849453,0.020134190801512,0.00516958953011795,0.00516958953011795,2.05555555555556,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
