"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",3,0.228907455723349,0.236966351871163,0.0354113969040172,0.0211820769230769,-0.0113768419709272,-0.0107054307692308,1.30765746381171,3,0.232543072075524,0.233172643410042,0.113872874020424,0.162,0.0249397412553014,0.00268958333333334,0.764319471825969,4,0.354618362188024,0.354895166986059,0.0250430195683749,0.0333333333333333,-0.0158244070084056,-0.0142342518845325,1.41020995174894,8,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",8,0.355789003881046,0.299397213281072,0.232165748413162,0.475757575757576,-0.0240887846024466,-0.0312915742793792,1.31150998020318,NA,NA,NA,NA,NA,NA,NA,NA,3,0.824893220433147,0.561674484052533,0.616585287587069,1.10063838550247,-0.170908902957055,-0.15605160215951,1.24365228267667,3,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",23,0.362339757070855,0.384224244668801,0.247272315818008,0.422222222222223,-0.0432579265103031,-0.0664239336679463,1.31635086821156,28,0.269543612987983,0.186850201071945,0.199627877791072,0.305555555555556,0.0839103841072634,0.0707893415936643,1.49419575021167,2,0.3224200248328,0.3224200248328,0.335272093323573,0.474146341463415,0.216129574171428,0.181939875212706,0.429058768679308,1,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",3,0.405226243094641,0.410135549652186,0.035116365369677,0.0285714285714285,-0.00746043487792047,-0.012797619047619,0.977828485135844,NA,NA,NA,NA,NA,NA,NA,NA,2,0.379761904761905,0.379761904761905,0.0521912148018642,0.0738095238095238,0.00651260504201681,0.00651260504201681,0.85,2,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",3,0.517327189390039,0.5154940911096,0.400471579616958,0.57,-0.107173077487042,-0.047218073188947,1.47070137355671,1,0.207547169811321,0.207547169811321,NA,0,0,0,1,1,0.413793103448276,0.413793103448276,NA,0,0,0,1,3,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",6,0.289390707846315,0.336275423554648,0.10140694596702,0.175,0.0282290135933743,0.0303660506348133,0.589097665839774,1,0.466666666666667,0.466666666666667,Inf,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",2,0.346953933767778,0.346953933767778,0.118534996121672,0.167633799131111,-0.0158572512691591,-0.0158572512691591,1.23333333333333,5,0.143581222741205,0.113144780556165,0.128118896719334,0.154444444444444,-0.0199511811318537,-0.0553028202527171,2.84876800832806,5,0.467272228851891,0.592641014458988,0.304835080084651,0.226363636363636,-0.0422289282770768,0.0148832284752285,1.02205175481713,0,"2015","South Asia","Bhutan","Lower middle income"
"Botswana","Botswana2010",2,0.202314619353132,0.202314619353132,0.038148938934871,0.0539507468318376,0.0264257893737563,0.0213387282245328,0.359225812994254,1,0.266666666666667,0.266666666666667,NA,0,0,0,1,6,0.418610207180808,0.423102964306126,0.0827911667579442,0.107796843509609,0.0337911162789306,0.0340307923913956,0.230102348027645,0,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Burundi","Burundi2014",1,0.189004,0.189004,NA,0,0,0,1,2,0.530765359909902,0.530765359909902,0.0967712194595216,0.136855171007039,0.0595895380303626,0.0540217780290942,0.496499561155184,10,0.437388995831379,0.540277487454836,0.226273150866344,0.360354027775444,0.0168170319155436,0.0167123506696176,0.576752740245361,0,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",1,0.467592583333333,0.467592583333333,NA,0,0,0,1,3,0.292843718934846,0.288441709375728,0.191358979912628,0.337196084615385,-0.0921421285699619,-0.0781362420617478,1.3135108628531,2,0.254182084719351,0.254182084719351,0.0798990713205139,0.112994350282486,0.0369483910653459,0.033545197740113,0.478067354727802,5,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",18,0.431589638467747,0.48068103849868,0.165561504365499,0.2,-0.0150359938844725,0.00600532449426726,1.42936232705641,1,0.2,0.2,Inf,0,0,0,1,5,0.440139744491047,0.469051597942362,0.316370424860897,0.562132352941176,0.037768045854709,0.0169446761846889,0.980838853456156,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",1,0.333333333333333,0.333333333333333,NA,0,0,0,1,23,0.408788515048157,0.377338226253619,0.250308470966766,0.516666666666667,-0.105241962248244,-0.106157281553229,0.208333333333333,NA,NA,NA,NA,NA,NA,NA,NA,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",8,0.376398121142727,0.399900857447077,0.130954111588815,0.238746012319663,0.011997178937556,0.0525472860471791,0.669532160110934,1,0.283381975445583,0.283381975445583,NA,0,0,0,1,1,0.465277800773952,0.465277800773952,NA,0,0,0,1,5,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",4,0.303661387689218,0.260742817066813,0.30695992552442,0.634814814814815,0.000680799979796234,-0.0110397975615367,1.06532803636639,1,0.272727272727273,0.272727272727273,NA,0,0,0,1,8,0.445861066147878,0.407303646805448,0.149988316034904,0.0761904761904762,-0.028771952760494,-0.0524434287568328,0.208901036836022,0,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",2,0.341954022988506,0.341954022988506,0.24789375662287,0.350574712643678,-0.0478056426332288,-0.0478056426332288,1.375,5,0.19912866774943,0.216332127395588,0.148651102876054,0.21219512195122,-0.0435755418682971,-0.0189651169410854,1.13374663003094,NA,NA,NA,NA,NA,NA,NA,NA,1,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Dominicanrepublic","Dominicanrepublic2010",1,0.444444444444444,0.444444444444444,NA,0,0,0,1,5,0.492924914203677,0.584170382148512,0.221297477489132,0.407407407407407,0.0451718482696821,0.0347694598751666,0.651881753549256,5,0.5152929727044,0.511809755148334,0.026472511237215,0.035264483627204,-0.00865944684994235,0.00308423238224258,1.88932468013205,2,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",1,0.115316167578293,0.115316167578293,NA,0,0,0,1,2,0.196284588736339,0.196284588736339,0.186240270660278,0.263383516627801,-0.0785885465387017,-0.102426923133034,5.4410239115046,3,0.162398401055967,0.231481481481482,0.140559775429159,0.254458351501321,-0.00828394199044051,-0.00817594970161667,0.685839077461443,0,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",3,0.571978076563401,0.52735839805713,0.205350637201717,0.320164609053498,0.0235270152027206,0.0223770963316961,1,3,0.200746689208228,0.0884615384615385,0.197308721907814,0.343364327979713,0.0325463913376001,0.0325463913376001,0.666666666666667,2,0.491206320550474,0.491206320550474,0.0207972582701926,0.0294117647058824,-0.00638377157609796,-0.00630252100840336,1.44847765192583,0,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",22,0.3373462052653,0.36948384203417,0.18288461331234,0.216666666666667,0.0385511915786079,0.0136493224116295,1.02159106025311,15,0.510931150737279,0.479967929821884,0.319662950923534,0.358333333333333,0.0180773290074069,0.0734956131939933,NA,3,0.493969334049522,0.495416918563631,0.298612402044455,0.424845131443304,-0.14535364272414,0.00872831891346629,2.41995716938117,3,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",2,0.0821697341513292,0.0821697341513292,0.034181165835762,0.0483394683026585,0.00161131561008862,0.00161131561008862,0.9375,1,0.25,0.25,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",3,0.505763298430732,0.661952321606401,0.319374200569305,0.481194469102461,0.0380894916545211,0.00993559499175951,0.85803176728366,1,0.407266820653108,0.407266820653108,NA,0,0,0,1,1,0.230769230769231,0.230769230769231,NA,0,0,0,1,3,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",21,0.321093598746546,0.3,0.195857706297538,0.3125,-0.0283091863738437,-0.0188695113099122,1.16578153934114,6,0.238923966658865,0.150019981970277,0.244924956104103,0.381506502050355,0.0359797906637595,0.0331018040376891,1.38451306349514,8,0.367331979880686,0.298851015220439,0.296800145319389,0.561284800536683,0.165363625290354,0.178699794954338,NA,0,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",3,0.452373504153219,0.446294175834016,0.0443350165793927,0.0625,-0.0158936762504619,-0.016685520361991,3.29144849774864,1,0.208333333333333,0.208333333333333,NA,0,0,0,1,1,0.452830188679245,0.452830188679245,Inf,0,0,0,1,3,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",NA,NA,NA,NA,NA,NA,NA,NA,2,0.562057496304365,0.562057496304365,0.0877625529205509,0.124114992608729,0,0,1,5,0.486974809473363,0.50576777181295,0.175985887333116,0.237156584142925,-0.0359246182752831,-0.0391980343424551,1.7693674955648,0,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"India","India2014",97,0.540266200221804,0.568688578600268,0.15611856794535,0.22396073017334,0.0357792136348911,0.0331272266443592,1.02266385086721,37,0.440839516746697,0.5,0.205563216495809,0.341077235772358,0.0706239524746933,0.0349024503930932,1.02461431366698,4,0.615825931498945,0.61730461844423,0.0406889706725847,0.0288888888888889,-0.00884478581742808,-0.00131939682104267,0.595639081978181,0,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",1,0.214285714285714,0.214285714285714,NA,0,0,0,1,8,0.442208029324536,0.510497818335475,0.249768074872388,0.449074074074074,0.0223705849574313,-0.0368689785200979,0.960539643935518,1,0.5,0.5,NA,0,0,0,1,0,"2009","East Asia and Pacific","Indonesia","Lower middle income"
