"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,0,63,1.74614281036254,1.68415435759856,0.379372404476852,0.492161459507448,0.217744366772224,0.185242620106133,3.39213679659151,10,1.96644637892722,1.96564784328398,0.20842920350922,0.293205674876465,-0.00387244721903799,-0.0419269337789599,0.437872224298396,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,8,102,2.36653308100413,2.3166632833592,0.400845161301354,0.379358750493271,0.0335498357923791,0.0251951249421607,1.40820179681294,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,37,72,2.32870516480579,2.34234860183064,0.484993867798725,0.63586462035515,0.237482254952912,0.121671625669546,1.42665623789364,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,3,51,2.21485643152577,2.06704460057081,0.565309375291911,0.774977670626349,0.0451951369599049,0.0628888162002479,1.21162799073323,12,1.92377442899928,1.8673003395034,0.351013967588981,0.308683392218875,0.0235418827617042,-0.01729798298759,1.08049950145964,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,2,103,2.57736549087048,2.43216661064121,0.591526475426976,0.647935095663787,0.183690254821411,0.244737645944674,1.23092485786323,2,2.5173733587739,2.5173733587739,0.0692383581142063,0.0979178250815558,-0.00676865466779006,-0.0067529534539004,0.86440525591723,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,8,73,2.79530973064282,2.9680306826252,0.425605322512277,0.415948220344447,0.179876255894171,0.652076739043103,32.8148888291516,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,7,107,2.71271696356225,2.52395523573841,0.884403358222176,1.3927762815935,0.0458045987219797,0.193866833742299,1.00942173388615,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,0,14,2.99455038516739,2.49872227200306,1.44873738535708,1.38839758957504,1.18835580090763,0.579157398308196,1.21140486932145,2,2.86942202983972,2.86942202983972,1.1267414635652,1.59345305906201,-0.575910827239936,-0.531151019687338,0.54155366407664,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,218,2.47589341953478,2.41014991437287,0.473782594320021,0.650418959757239,-0.00126954113253491,0.0860005359424538,1.23981816170985,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,1,59,2.52738745154752,2.40756599272926,0.562480218388685,0.572403123347794,0.215009482052455,0.180372792095495,0.91198335718636,5,3.06868594091067,3.0962964131089,0.692437753581476,1.40624293414403,0.736883709473059,0.674527022948544,0.861231594211857,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,0,34,2.92093826270548,2.75259189788297,0.541010271589179,0.861648188018972,-0.143225507274921,-0.128103276201805,0.640554579314344,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
