"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",14,0.264579115754359,0.268821332843515,0.0862400279727597,0.151802333333333,-0.00553148097827515,-0.0543266074195407,0.966513024812623,1,0.548148148148148,0.548148148148148,NA,0,0,0,1,3,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",10,0.51797328130782,0.409333004987787,0.432408202136645,0.359090909090909,0.0329507198290635,0.0364000078724131,0.799729157729733,1,0.3,0.3,NA,0,0,0,1,3,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",52,0.313201010853627,0.234392300631565,0.224822777859558,0.38,0.0487321087972003,0.0544634324225868,1.18926061312751,1,0.0375,0.0375,NA,0,0,0,1,1,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",3,0.405226243094641,0.410135549652186,0.035116365369677,0.0285714285714285,-0.00746043487792047,-0.012797619047619,0.977828485135844,3,0.363303865431455,0.369040646125289,0.0711838484923717,0.0738095238095238,-0.0142639972543401,-0.0271062271062271,0.89357672865205,1,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",7,0.399590921684257,0.211515958911017,0.324045704199581,0.57,-0.0673063068461229,-0.0201586530112181,1.43501872375242,1,0.413793103448276,0.413793103448276,NA,0,0,0,1,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",6,0.306021320256909,0.336275423554648,0.123436808358862,0.188888888888889,0.0288318114648961,0.0301315853881035,0.8,1,0.375,0.375,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",9,0.240689568016602,0.150760726638189,0.247065608993243,0.349319940554953,0.00249771550809108,-0.0551962057097841,0.76,3,0.35173241261535,0.41,0.109263419235889,0.167633799131111,0.014381880380451,0.0285771497728587,1.27160429830075,0,"2015","South Asia","Bhutan","Lower middle income"
"Botswana","Botswana2010",9,0.33327638522786,0.318253608031486,0.125267784276539,0.194549253168162,0.0520218358341152,0.0354501789160453,0.331427523131984,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Burundi","Burundi2014",11,0.465703490852001,0.560824317494885,0.190680329853152,0.388038785822322,0.0632015667251195,0.066178266707813,0.545653242688722,2,0.272617761088001,0.272617761088001,0.346044607223438,0.489380976721457,-0.0951574121402834,-0.0951574121402834,1.63636363636364,0,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",8,0.345330474475606,0.411116680761204,0.163350767845875,0.253306869047619,-0.0584282611788311,-0.0556161624625337,0.842928467186776,NA,NA,NA,NA,NA,NA,NA,NA,3,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
