"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",1,0.518134715025907,0.518134715025907,NA,0,0,0,NA,1,4.59183673469388,4.59183673469388,NA,0,0,0,1,1,1.04961832061069,1.04961832061069,NA,0,0,0,1,4,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",NA,NA,NA,NA,NA,NA,NA,NA,3,0.0306515388789991,0.0107395310543982,0.0471372314293435,0.081979795617847,-0.00962128323454186,-0.00896427113784699,1.42857142857143,3,0.113844321437647,0.110419026047565,0.0768080268869615,0.15350144635001,-0.050479731015677,-0.050479731015677,1,0,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",NA,NA,NA,NA,NA,NA,NA,NA,1,1.25,1.25,NA,0,0,0,1,7,1.05031023353943,0.983433558514212,0.461329748044723,0.382634289919058,0.0235304736979348,0.0210232863220981,0.805576785168787,0,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Bangladesh","Bangladesh2013",12,1.60434698009292,1.64044722943397,1.08893518104618,1.01452575598993,-0.619824964382881,-1.09136512471715,3.92782544398443,36,0.55510574671395,0.469602856357348,0.419193665832464,0.477456011730205,0.358446336125589,0.39932044270367,0.725265975653476,26,0.85823712079692,0.756992739905235,0.827456770804786,0.633342542153967,0.141523438410055,0.119305188056555,0.23072324315469,12,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",NA,NA,NA,NA,NA,NA,NA,NA,7,1.54305659830184,1.2473809160607,0.789004955426874,1.52038435706181,-0.0888486427832989,-0.104532667599466,0.851192369850869,5,0.562665022042105,0.466926070038911,0.182153962426518,0.275611901711627,-0.0105051072797961,-0.0105051072797961,1.5,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",6,0.409021332372995,0.411363069541884,0.210184389359041,0.140755110655849,0.246200656631473,0.270413717628183,0.0145772594752187,1,0.138836439567275,0.138836439567275,NA,0,0,0,1,3,0.839661262637259,1.0048842121105,0.29155798966313,0.508063358497456,0.108595892337739,0.108595892337739,1,0,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",3,0.543777358416869,0.525521444528931,0.352361656423793,0.378463479315781,-0.0245104615146323,-0.109289070291431,1.07193434317682,1,1.62162162162162,1.62162162162162,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",4,0.437387567482302,0.390736424129591,0.311060353866851,0.189542949158088,0.161872338052771,0.242904712880932,0.468157677666795,2,0.763138475979661,0.763138475979661,1.07449527811917,1.51956579502198,0.620323401835601,0.601022292060932,0.540032196482476,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",15,1.18947973592137,1.05885137825195,0.772746489419482,0.940804847610256,-0.131950236618086,-0.0987986801112484,2.8335695135819,37,0.755368470629606,0.818069026364735,0.449577265994167,0.414910418257314,0.0119934194326086,-0.00883816837583047,1.22084812980751,84,0.558104163821907,0.473209039243424,0.473191521742588,0.63632762991128,0.0575751487458713,0.023640093158986,0.611663848355077,8,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",2,1.17914553018708,1.17914553018708,0.972519410539482,1.37535014005602,0.559417222679616,0.536951767008173,0.537347090514709,2,1.80238989304639,1.80238989304639,0.275360101033492,0.38941798941799,0.0953228467480253,0.0973544973544975,0.679816030668188,2,0.494727660939011,0.494727660939011,0.473931346541544,0.670240137912795,0.232525299440091,0.25338346677191,0.61390758578634,0,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
