"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",54,0.479736002513808,0.428872747554468,0.294270503482939,0.337507956951044,-0.0511952654017536,-0.014112882845619,2.47331245874312,15,0.461097138052893,0.408609160303257,0.239771250734342,0.436205999653199,0.0465568331164188,0.174910662398345,0.138567662896118,4,0.169822949717301,0.124993468228322,0.29624501611803,0.184957462062291,-0.095260368887855,-0.127359627242965,11.5917920076959,0,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",4,0.360627921211555,0.280565208894478,0.31601183316336,0.619119132383384,-0.104027825834027,-0.0594158066423297,8.44444444444444,1,0.730337078651685,0.730337078651685,NA,0,0,0,1,1,0.202127659574468,0.202127659574468,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",47,0.386362136206424,0.422963038814519,0.252999869016806,0.390081421169504,0.0619980780652988,0.0639412447598607,0.46006093871358,17,0.369936116901052,0.33300944306645,0.244004291761776,0.492510619271183,0.00866830195152908,-0.000581102211792106,0.808645173366281,45,0.414793324336115,0.329229741895116,0.358249689823072,0.355332688729529,-0.126179575541458,-0.154156265843447,2.56838653519552,0,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",3,0.261803390770575,0.260712210685531,0.0787083603669199,0.113199105145414,0.0266305748851427,0.011929023439694,0.692752800673788,2,0.501385824054193,0.501385824054193,0.459442755170761,0.649750175496552,0.0508857160293018,0.0517916806555223,0.830596862904869,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",2,0.3085109388705,0.3085109388705,0.0246789428053932,0.034901295620417,0.00317284505640154,0.00317284505640154,0.846153846153846,3,0.15596088179149,0.140086662648789,0.0486668234109449,0.0369125510874403,0.0125258257406761,0.0147657710134543,0.555555555555556,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Brazil","Brazil2009",36,0.226306153209568,0.222023593751285,0.154729944805187,0.232669497976077,0.0179855547817,0.0156315607321131,0.976204589575506,33,0.103710099167346,0.0493252233910639,0.183907594809766,0.0414338506646511,0.0495048197977523,-0.0308308475402232,0.665234200578612,34,0.197222567999103,0.157071339496586,0.140753438629409,0.14965155981587,0.0684044689602718,0.068773046804907,0.553560037641275,11,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Cameroon","Cameroon2009",1,0.118988038622662,0.118988038622662,Inf,0,0,0,1,1,0.48675310554921,0.48675310554921,Inf,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",50,0.325898288971456,0.324123386482373,0.176821633399075,0.332127412033247,-0.119791635007348,-0.103288065255412,1.12975857517874,12,0.34618864620871,0.354410217471327,0.26784280410786,0.382698768058481,0.0431841428914168,0.03925110090776,0.848781986046852,2,0.200530941422901,0.200530941422901,0.0172929101936746,0.0244558681287946,-0.00334296634831763,-0.00380870077415654,1.56039222905461,3,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",5,0.289088906877706,0.28816828291921,0.0109542420252327,0.0153943095644362,-0.00303451749208082,-0.00212177154356147,1.35654510213736,7,0.439071721601818,0.422336150906053,0.201236357344271,0.238567878850952,-0.096775775571229,-0.0908993189114298,0.73505085376134,101,0.251034133500767,0.194590758402251,0.148864605807923,0.155292548758127,0.0383290823541508,0.0204550521471159,0.490450718287823,4,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",40,0.308053858844607,0.374893683745692,0.187284414209145,0.251058098905156,0.0501396819681897,-0.0757917651747864,0.9688247083019,32,0.402255559347209,0.323344932326807,0.245037650939698,0.425040195767384,0.034205158414147,0.0135707068318247,1.21113098138142,11,0.317353824504719,0.2948604492187,0.171012566704565,0.266599330908027,0.0345037852749404,0.03843836146409,0.360551542116076,2,"2010","Latin America and Caribbean","Colombia","Upper middle income"
