"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,2,48,2.71559431969445,2.69653467142257,0.582875015753008,0.940728937198905,0.587319115198188,0.785218927633818,1.19004617696282,24,2.45151044935726,2.38168055385845,0.453171476957907,0.43091761503595,0.668709019735954,0.698871194947501,0.494814688011951,8,2.36140368638088,2.37847309455929,0.270847780519129,0.412708894812301,-0.0555608292304754,-0.0307709157991589,2.31620076824327,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,2,93,2.18815681767962,2.12328445936595,0.464674381014842,0.562665001908488,0.244994751517999,0.316653860701982,1.77161858242323,44,2.69310088550482,2.39989017963231,0.988385541755848,1.59047270495794,0.281181876075091,0.430242147200427,1.24003605750724,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,0,7,1.52915137984739,1.34386098230408,0.565525370347176,1.25933240620482,-0.208067041585182,-0.203002689878627,0.227203744732444,13,1.79454908735167,1.4605201106027,0.875107687139112,1.09800750425821,0.53799418185405,0.526108553786928,1,11,1.96962385726871,1.68489169881394,0.952507874073389,1.76918981532692,0.0860357776464311,0.0962411192769845,0.856029708422363,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,2,28,2.25145381634448,2.32839760563888,0.416076705326115,0.205234240178591,0.296452807514655,0.0566385516871094,1.40216937710374,34,2.47781798628536,2.42525730447692,0.662110625161645,0.946810163970738,0.0448032246446043,-0.21957104280061,0.808362844628409,35,2.41976084080186,2.34007515683189,0.564468178108866,0.630915001313884,-0.0774055193718591,0.0140974077207431,0.974515435373242,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,0,4,3.31552132904076,3.48873414032893,1.23496758048952,1.70925931057954,0.868384412916215,1.00632511537178,2.40916895510438,8,2.28575411972524,1.96434972545031,1.1302044832496,1.6242637158835,0.361050155493087,0.401028023101052,1.52804698485272,3,1.92530260881459,1.7665037407375,0.592124264961424,1.17590973481059,-0.131411062787312,-0.139082080230464,0.466666666666667,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,2,12,2.32090747047865,2.33496128890242,0.128284610066985,0.265368373600129,0.000310230515960019,-0.0178977267166224,1.09540387713798,20,2.65933368156921,2.34681332919002,0.598345007480469,0.999215533224584,0.385071906246253,0.313096606246663,0.787096421353582,4,2.08871027348143,2.17403689243335,0.312399486718627,0.357877437980541,0.0207298996529834,0.0708682766113101,0.93586519734658,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,0,8,2.57537624420695,2.50037144125145,0.372625627209356,0.428290367435206,0.422790368686891,0.292472097403227,0.162162162162162,10,2.36579524238183,2.14571815514731,0.502409981818507,0.82167448495008,0.482362230730146,1.16451012849565,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,0,11,2.80160493060877,2.86283234544544,0.318655365037636,0.349124395533057,0.0226135141687333,0.0182815346948652,1.02597693214064,8,2.9439207797839,2.72032254904218,0.556582816409895,0.688115111656863,0.134849696112874,0.132412379488482,1.2,3,3.5611760729751,3.7550901996045,0.415380546185725,0.77373180819022,0.000182699524173439,0.00335282865429618,0.975709606539105,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,48,43,2.44825627315191,2.51008505669365,0.283308136550209,0.165069512242015,0.121643600621634,0.105503411421032,4.50822032981209,10,2.03746043967621,2.03479573054814,0.0539942565309308,0,0.00582853318125922,0.00680119633404445,1,11,2.89206115462024,2.85430561333668,0.728112236175602,0.62978906555397,0.434457841265617,0.153194588415508,3.30848201728052,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,1,10,1.09567877856754,1.13358019155216,0.171740542845456,0.306706310354485,0.0409998337047542,0.0654001654312321,0.859925882436847,9,0.988977812206761,1.09661495814588,0.480684419448699,0.39627593896177,0.0570757735782864,0.2683031495657,1.2,6,1.40185921000069,1.29650232736906,0.367601067146483,0.316164891175331,0.0840347045957393,0.0653083856284604,1.59491646049564,"2013","South Asia","Nepal","Low income"
