"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",8,0.444631684435267,0.444721164163506,0.173264518220436,0.356796273284972,-0.174843590963642,-0.106211103895033,0.801041088220112,2,0.669566061158072,0.669566061158072,0.158748471442669,0.22450424132022,-0.0102047382418282,-0.0102047382418282,1.1,0,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",27,0.447016673998024,0.471292909443944,0.210554274891369,0.166666666666667,0.0120879990008564,0.0244507482320684,2.30070690551166,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","South Asia","Bangladesh","Lower middle income"
"China","China2012",16,0.34833720960686,0.342451350700365,0.166086918570248,0.233333333333333,0.0308948766243657,0.000989728722627918,0.902309453704648,NA,NA,NA,NA,NA,NA,NA,NA,0,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",61,0.469838552136388,0.5,0.312128538865368,0.688819133509399,-0.0309941327238626,0.0148768668008,0.186440677966102,1,1.03131854755447,1.03131854755447,NA,0,0,0,1,5,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Guatemala","Guatemala2010",1,0.513187520102927,0.513187520102927,NA,0,0,0,1,1,0.326086956521739,0.326086956521739,NA,0,0,0,1,4,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",164,0.568371256220113,0.557274358992693,0.169008067069318,0.198051724137931,0.00676083773976544,0.0209161429725864,1.80262614679157,NA,NA,NA,NA,NA,NA,NA,NA,1,"2014","South Asia","India","Lower middle income"
"Jamaica","Jamaica2010",6,0.530134443563073,0.506637168141593,0.126023790671035,0.114285714285714,0.00251369910161362,0.00394593990582873,0.63525683863806,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Kenya","Kenya2013",5,0.176613154582169,0.200551722949626,0.110321285689443,0.197058823529412,-0.011809040641248,-0.00269360162130863,1.02921383718129,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",6,0.379651504720342,0.400103136962621,0.206492363479787,0.445093771235357,0.113177622625012,0.124717378533682,1.04251299400444,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",5,0.36673755270686,0.166020973698156,0.277503292107016,0.446618856102299,0.214163764408989,0.129148171924263,0.131096306644977,1,0.3,0.3,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",5,0.422855891952649,0.444475378027652,0.104229547977946,0.05,0.0235506129354526,0.00849785840262029,0.300458443581045,NA,NA,NA,NA,NA,NA,NA,NA,1,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nigeria","Nigeria2014",3,0.246751186620532,0.23335121891581,0.0902617128146466,0.146666666666667,-0.0184137763293984,-0.0130348258706468,2.41280880362628,1,4e-05,4e-05,NA,0,0,0,1,2,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",10,0.228445404403954,0.230039984208131,0.146950525927456,0.308133333333333,-0.0473951221499605,-0.082495422326022,0.212819198218195,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",4,0.46928430835166,0.455739048060739,0.262577607457941,0.491289592760181,-0.0817380235682569,-0.062948063840921,1.23217459839491,1,0.631578947368421,0.631578947368421,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",8,0.720215136688736,0.762297616465816,0.144493789476572,0.210405369104144,-0.0207320696152755,0.0136751839024827,1.23582487160851,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",2,0.7,0.7,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,5,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",1,0.570071258907363,0.570071258907363,NA,0,0,0,1,1,0.506736363636364,0.506736363636364,NA,0,0,0,1,3,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",4,0.52630531501338,0.529938882623793,0.127101520273625,0.222506712696586,-0.0695637172453674,-0.0487215376876436,1.29847918094098,3,0.155731230195607,0.151195179599798,0.302533598120411,0.377777777777778,0.15295984890883,0.108982404331242,0.463979303376097,0,"2014","Europe and Central Asia","Sweden","High income"
"Uruguay","Uruguay2010",4,0.618400683086355,0.666070943392826,0.169814430778013,0.299402217516256,-0.0476801409828548,-0.040823003829339,1.47309852700965,1,0.590361445783133,0.590361445783133,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",23,0.600877759087999,0.666666666666667,0.244781595225301,0.2125,-0.0129547589993345,-0.0307133002892234,0.903036637461559,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","East Asia and Pacific","Vietnam","Lower middle income"
