"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",33,1.37299785920896,1.19187814753662,1.37479820477773,1.17362655464953,0.508670416118226,0.696101014117258,1.03714945984287,6,0.854242721040708,1.0054827793721,2.41869610832766,2.90034061687602,-0.0577596808313253,-0.96041371925197,0.967374298814051,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",64,1.93238194566771,1.009066828949,2.18316491033608,1.20898802092777,2.4528654329363,0.699521119222352,NA,54,1.03278945265623,0.952706644822834,0.604594701799397,0.941105129310766,0.64606882961685,0.709799650053833,0.075600822051047,17,23,0.577746084778791,0.361044840593146,0.468897145597565,0.403358824411456,-0.0818134640132619,0.196527762378005,1.91784029324768,"2013","South Asia","Bangladesh","Lower middle income"
"Bolivia","Bolivia2010",4,0.275682704895713,0.205431619009434,0.446840921378792,0.499912608609998,0.0128115200618921,0.423556481730809,1.13984398808716,2,0.651708009828527,0.651708009828527,0.488678118953909,0.69109522345959,-0.188212393941831,-0.265894977005827,5.44948795861657,1,1,2.4641301190822,2.4641301190822,NA,0,0,0,1,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",3,0.179589666847466,0.115689731159101,0.21808717344824,0.421898631839024,-0.0683164288309453,-0.0683164288309453,5.28571428571429,5,1.29920046866499,1.55863822720382,0.624483664785698,0.572204900606424,0.196315198713887,0.202959033281828,0.276419092153883,0,2,1.02668051554014,1.02668051554014,1.09043308888241,1.54210526315789,0.495438882170657,0.479302987197724,0.594606809204826,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",92,0.756405782965062,0.526693823969741,0.685328120141243,0.965256517180886,0.0617531574149072,-0.0677568229088488,0.502774848461578,30,0.611662450979532,0.404173968597194,0.693561418122199,0.582608695652174,0.435045301509746,0.489360833385341,1.24118933344278,6,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",4,6.20173799129796,4.09991114212631,6.63683474526793,12.374195677281,-2.65098803687652,-1.01472111025774,1,3,0.887631270722867,0.882488532446201,0.599658308875172,0.845073542441964,0.503665138730722,0.619225516968503,0.422393169867038,0,1,0.0563792787845506,0.0563792787845506,NA,0,0,0,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",46,0.658658341379008,0.47679092404233,0.54572581512761,0.50827197102345,0.101701903309015,0.217073198102464,1.9330295030097,2,0.782780906019715,0.782780906019715,0.0673038895513707,0.0951820734040093,-0.0083940076330982,-0.0109825469312318,1.42157226660889,7,1,1.90516511430991,1.90516511430991,Inf,0,0,0,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",25,0.542926042663814,0.397116838973181,0.455600935679485,0.626335689626829,-0.0877813703641591,-0.123663348300773,0.778392596128185,95,0.752214397709056,0.684840041753246,0.502471514887821,0.672232695933206,-0.130246248009866,-0.129050896273414,1.92701199356405,8,14,0.467481163791209,0.392829026662509,0.360827644223559,0.298831316148235,-0.018864595368312,0.057500517562577,2.34117595572085,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",28,1.33964017340529,1.74423858642394,0.95802255350764,1.11336032388664,-0.591586128812876,-0.185857301911704,0.973662803052727,18,1.13626568551236,0.664296498528178,1.08681923490814,2.07732470110599,-0.091513598710388,-0.184495467930732,0.421079988871058,1,1,0.979582517427189,0.979582517427189,NA,0,0,0,1,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",3,1.05944236902186,1.05787583648368,0.687528149137999,0.899795407468883,-0.377333055324819,-0.143214211359898,1.71889376110946,2,0.560611197963702,0.560611197963702,0.512592695050506,0.724915541313802,0.251199968704954,0.316431387081421,0.638602613371123,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",1,0.581395348837209,0.581395348837209,NA,0,0,0,1,1,0.171232876712329,0.171232876712329,NA,0,0,0,1,2,1,0.0890745984778848,0.0890745984778848,NA,0,0,0,NA,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",5,0.772169098581047,0.642714565727982,0.459800486948501,0.567246075687746,-0.169906858426503,-0.223544265338005,4.05315007655754,2,0.471068873597886,0.471068873597886,0.0162094858750649,0,-0.00256909284116921,-0.00323282592820169,1.16545664243052,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",9,1.2482394644717,1.32296209103232,0.313258077908263,0.256617106495767,0.0303408767778909,0.0421907683975611,0.486160816708932,1,1.08695652173913,1.08695652173913,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",86,0.960747578046642,0.89805030097055,0.561213228028411,0.580370908770539,0.0846008561266162,0.116739779073229,1.78654407366793,35,0.600107820872858,0.523304610304146,0.729013251368488,0.693187664558303,0.573903955016475,0.423665901915509,0.454125469195189,29,17,0.613938529210967,0.594807980895028,0.133071691993763,0,0.0236949611273888,0.110362572575745,0.702942139083901,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",5,2.14015741781682,0.863317385783488,2.45830517506926,4.33849082333497,0.978706958878879,0.381649357202167,0.571428571428571,1,1.31470829909614,1.31470829909614,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",2,0.212215977479997,0.212215977479997,0.163388599372824,0.231066373170191,0.108046463702736,0.0945271526605328,0.463333333333333,2,0.229635498622413,0.229635498622413,0.240925965336121,0.340720767706172,-0.156275473914204,-0.163017263859419,24.155980861244,0,4,0.91196114627982,0.863215731636784,0.522273285436948,0.532515429775704,-0.350927141466623,-0.350927141466623,1.25,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",1,1.42231947483589,1.42231947483589,NA,0,0,0,1,3,1.63950683727546,1.62274448320405,0.540033964221591,0.763535060184761,-0.187063161266389,-0.0419374407127569,2.25633802816901,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Guatemala","Guatemala2010",32,0.92638245104579,0.948920427786393,0.513143375793195,0.731865284974093,0.222101174246645,0.205862245825759,0.286834768521568,6,0.848076075692536,0.643595899640138,0.832379111789951,0.947404371584699,0.830883091155441,0.845202897055374,0.0730567347168917,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",2,0.29506846494389,0.29506846494389,0.0969696522743211,0.137135797384948,0,0,1,1,0.053156146179402,0.053156146179402,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",193,1.61664123438775,1.49682322447673,1.00593567944253,0.94886256968648,0.157425623973397,0.1679038579133,0.333333333333333,115,1.51189889176264,1.39775867768407,0.77216753210544,0.754560530679934,0.0777728838121655,-0.12334432112768,0.641126708749737,26,67,1.33672468568369,1.04627049248874,1.07805877281819,1.12318840579711,0.738934871205867,0.224404888582384,0.225325356965267,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",54,0.672184276375659,0.674719194367504,0.688110585423931,0.864486383687488,0.20677315958166,0.152366822829009,0.543518776915374,56,0.617264016715748,0.528202895014723,0.424892262475503,0.562178828365879,0.0148448778091229,0.266963579738957,0.655225108909637,12,4,0.947029808927101,0.978274650046909,0.371418150070171,0.366666666666667,0.0306356370061217,0.0796099290780141,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Jordan","Jordan2013",4,1.21177548377977,0.993501265240396,1.14950191517901,2.3818809081455,-0.760361955812076,-0.722064452276491,0.944067796610169,3,0.956316393021469,0.529008027318455,0.82286743976913,1.4190486950627,-0.359786788414304,-0.313471937955262,3.11111111111111,0,1,0.764331210191083,0.764331210191083,NA,0,0,0,1,"2013","Middle East and North Africa","Jordan","Upper middle income"
