"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",31,19058.0438830806,13461.9380866399,16541.185088285,9565.74588053823,-4287.32014403109,-4426.82398036174,0.687754371229466,4,71146.5560701573,57329.5640294106,48576.6913581607,72590.0310930805,20012.6834974242,19038.4816114881,1.29784571818763,26,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",150,3004.59783937324,2367.02344582737,2731.63884616194,3162.31069047562,-748.165392264357,40.0744560797011,0.0412587992127706,1,2054.58713124522,2054.58713124522,NA,0,0,0,1,11,"2013","South Asia","Bangladesh","Lower middle income"
"Bolivia","Bolivia2010",8,11731.9377151961,7462.77242723907,7835.90230021408,12830.7496438746,-1974.43666489877,-1392.68652696485,7.70137689572346,NA,NA,NA,NA,NA,NA,NA,NA,6,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",3,7545.56152026632,4213.37291920134,9231.89993489973,15608.883910321,2864.05765380699,3218.36549412446,2.91940865837512,7,8632.39813410041,7531.76148813474,7357.34320524461,5350.70066106896,2409.94131962051,1813.70204663879,4.1727202264565,1,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",78,18405.7110504587,16798.7618032947,15984.4342311538,18451.9839750698,10302.4404562416,8332.32037759919,1.0072071718063,42,18803.1551639955,15659.7648886404,16204.1688538441,16425.5358858017,6481.1715737773,4829.46252794954,0.848070680952212,48,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",7,8016.80544828468,7681.61107593101,6476.96458906907,14050.5908653071,3389.72767208775,3929.24878121798,0.84299722980041,1,9233.42188531316,9233.42188531316,NA,0,0,0,1,2,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",52,28955.4800948603,23176.2062971324,22574.2095608127,17444.5145060649,1143.30133196498,174.689581386026,1.47843804418432,2,15981.418424435,15981.4184244349,9839.84868402725,0,1793.69117260121,2530.11772011825,1.18080837124329,16,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",135,23019.3627675194,19660.9809750129,16283.6331197963,18884.5282660314,-9354.38526739305,-7045.64675505196,0.545507141048824,1,59570.8127880789,59570.8127880789,NA,0,0,0,1,19,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",47,31515.4844967064,30404.746349813,24581.7753206429,44549.1134594193,9420.52544194534,20020.3250319231,0.533329527467316,1,23828.7644006058,23828.7644006058,NA,0,0,0,1,10,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",1,6340.782269045,6340.782269045,NA,0,0,0,1,2,26071.7664516878,26071.7664516878,22361.1514987859,31623.4437198624,-964.640856176175,-964.640856176175,0.9425,8,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
