"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",8,1.46201787869232,1.39171863328809,0.917913605799304,0.627850439436202,-0.504129732121321,-0.323774860303104,0.328128968662801,1,27,0.824859568393117,0.8815106969942,0.558957315914367,0.754845543425237,0.165118149310002,0.158060093056057,0.90892614462107,19,1.58529315205947,1.62707926474861,0.612767329599001,1.33707100015374,0.0747537988184157,0.189607393612802,0.88198904600459,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",37,-1.18031327553941,-1.58973875887489,0.862325442001711,1.51178949267353,0.599131738004044,0.295929492576527,1.33333333333333,1,35,-1.72971677249955,-1.83888462606641,0.504727922983173,0.471586309874706,0.0888449225498492,0.050086284143978,1.51454579529399,89,-1.07817413391236,-1.25981312468884,0.966044419693406,0.93187949096612,0.366681719493295,0.211257429383782,1.18240228473508,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",75,1.88579047673754,1.70107118941105,1.20222549174279,1.3444657951249,0.294502758535227,0.341893457828346,0.527361848891713,3,43,1.91282657826368,1.73478946569398,0.728210765304897,0.620687176117897,0.0853412092883197,0.136181088894193,3.41175612093252,14,3.83892056430308,2.31040864867768,2.8235789572852,5.71558913934452,-1.13318373357465,0.130307239572011,0.400462894492212,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",4,-3.0420449619635,-3.19969891295245,1.34152738150314,2.53288811264259,0.347740234677852,0.303940848885301,2.09504374558896,18,14,-3.60199498352741,-3.71694653645903,0.443574532205935,0.521509164741591,0.0188894659787989,-0.00157362574072446,0.571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",72,1.19174512044188,1.13826239318384,0.668758121977488,0.743040300207559,0.0309649879805867,0.20096062434464,0.874174783419742,1,5,0.522434707782974,0.662348818396063,0.593290852880275,1.13363418423282,0.259394227527257,0.327823695950287,2.03418891677089,9,1.36826010326418,1.36277633470194,0.657170878199797,0.916017534086917,0.185765490190073,0.070542574741941,2.77064686988903,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",36,-4.42944943035081,-4.2032725724301,0.902746006841679,0.929576310677962,0.15713326777136,0.265032414243976,3.62943419196279,0,32,-4.66411582804066,-4.58833996307971,0.681942285072112,0.852022305047488,0.239798660525867,0.0703188846625322,0.936789741443034,20,-4.1389575889784,-4.45637542457731,0.89477133708701,0.955320301614423,0.188125002208019,0.380261699017491,1.84221682303989,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",23,-3.13052949274126,-3.56687280989008,0.785097428938853,0.995191865710163,-0.16675268380234,-0.186934643753944,0.333649539280012,0,6,-3.54416359110464,-3.50101511040575,0.289030825820739,0.220563824227092,0.0655723682985766,0.163585611540647,6.28368345967773,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Drc","Drc2013",17,-3.28911549664733,-3.4711201030667,0.867671447467442,0.725438611773557,0.0524711469834701,0.0486994430002302,1.11772908891428,2,4,-3.93575622586197,-3.90914552029706,0.250312360375404,0.271179565279166,0.0139921347249361,0.0139350693583029,1.303403635773,2,-3.18391246439243,-3.18391246439243,1.98720189610502,2.81032787264525,-0.127962167344808,-0.127742176029329,0.914433707915991,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",48,0.94268539152801,0.691729750998653,0.689881435976623,0.65685461943769,0.874749224340168,0.84640185308418,1.89636599564441,20,56,0.492914801404087,0.908074950133072,1.66514631299402,2.35093568014417,-0.0339747266928427,0.130349098696637,0.613563503786182,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Guatemala","Guatemala2010",4,-0.733859453723547,-0.273765080052221,2.1908993852311,4.45421026012237,0.0362556743402008,0.224055104067554,0.923259825141418,0,6,0.377000347732662,0.26690675116012,0.617985588256731,1.18083767895893,0.209188707614705,0.129487047784754,3.08573252983723,8,0.926740226032795,1.04852346029218,0.54613926021338,0.552287496202488,-0.293193949851471,-0.25842934135087,0.218910369128193,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
