"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,40,2.00358543808901,1.79406788552669,0.744215303338036,0.827440110015926,-0.0602885380055054,-0.0356851167936124,1.98535305963503,2,2.75600097573295,2.75600097573295,1.02726308318091,1.45276938435964,0.438515896751664,0.710984310013462,65.0273854976838,"2013","South Asia","Bangladesh","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,13,6.59176515677834,6.78217391703026,1.01057674727168,1.35538782582578,0.412926025576323,0.521292529644732,3.86463729801749,4,10.4177507857135,9.95521318034333,3.71172471081857,5.36258203549542,0.568140454179258,0.586032139465759,2.97427080449765,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,3,93,2.11534837245371,1.95202643212966,0.614821139400186,0.615889445037085,0.0180360917887028,-0.0583840930822632,1.11111111111111,32,2.67147101026183,2.32049703237879,1.04512217403183,1.0844334449677,0.401621020918146,0.681148430808157,0.903310980349799,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,0,17,0.919149632730474,0.563397904051786,0.699048745578071,0.682162599501049,0.390533250021059,0.121789253357189,1.11673647808893,5,2.29642685233489,2.20752030092815,0.976514006638584,0.750769518120038,0.889804139761542,1.10559240085104,1.02610569816519,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,1,147,2.0924620354059,2.02717146036139,0.949300755140616,0.895421447427499,-0.031135138743488,-0.00938146735173255,1.095671376424,17,3.04903723725457,3.1198096027936,1.32199655537972,1.80703928672093,-0.514912068873857,-0.296129067475819,0.335150543767421,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,201,2.60514086254997,2.36155638545857,0.921925502489031,0.946905943410314,0.0413846728583529,0.2561344436883,1.28571428571429,13,2.3976029537438,2.52667979506108,0.697383404272957,1.24189042767224,0.504744504998671,0.464432831229799,2.95273558060363,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,8,89,1.52945143464327,1.44568144739983,0.553121439227553,0.842304440110688,0.25204065664911,0.998562863527299,0.767718497470616,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,1,134,2.21267223449148,2.03200684721357,0.787447713809529,0.893427630347684,-0.00846098690528119,-0.10136752757862,0.710974679741744,2,1.66326155511985,1.66326155511985,0.228924370043321,0.323747948872981,0.0346739348045316,0.0359719943192201,1.19280711090962,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,8,1.36901544857947,1.38039520998712,0.200340748855394,0,-0.0787350196396589,-0.0512460524909312,0.257724936463365,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nigeria","Nigeria2014",NA,NA,NA,NA,NA,NA,NA,NA,3,36,1.96936434617631,1.50104408962849,1.1001799660931,0.865990703993571,0.468045567771935,0.471742648760764,1.66724065021493,18,2.36491597752074,1.80366658610422,1.3588218116854,1.80780658900978,1.47391310002974,1.75318430075401,0.750689994570755,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",NA,NA,NA,NA,NA,NA,NA,NA,0,15,3.00377280326509,3.18964793335406,1.90160097547659,3.45868516997092,-0.0407782276775652,0.238954753749305,1.27850402888531,3,2.48922184813242,2.62080944677356,1.09935750343005,0.88551345738529,0.0184605269523978,0.252991495309437,0.822449491767298,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,0,10,2.26862758506165,1.96628924419905,0.791941557952573,1.60672720125161,0.145287859189698,0.144661810731041,0.322901476449278,5,2.23172070458022,2.40923830149751,0.632354766104553,1.27280301279279,0.399625617648481,0.373350659228156,4.69371629307752,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",NA,NA,NA,NA,NA,NA,NA,NA,0,45,2.16577117514815,2.1946803835807,0.981372511007642,1.14994321085781,-0.411624295978493,-0.457965236132288,2.88212604435284,16,3.00658601804417,2.82369976946406,1.48150105188701,2.73202915832981,0.117546371384108,0.12663901579708,0.322554822677962,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,1,23,4.98705102779743,4.73541161492771,0.964633775198063,1.505850209814,0.514520996479732,0.309858762709906,1.21199686149182,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"SriLanka","SriLanka2011",NA,NA,NA,NA,NA,NA,NA,NA,0,17,1.70544633730625,1.7430123800205,0.679207870906072,0.585115527041008,-0.213340637901625,-0.171283236700929,0.753865359262551,4,2.38018381159291,2.98364728296612,1.04312367335213,1.18913038766711,-0.524279798318972,-0.271639109527429,0.0663253581343986,"2011","South Asia","Sri Lanka","Lower middle income"
"Turkey","Turkey2013",NA,NA,NA,NA,NA,NA,NA,NA,11,10,2.45589425022071,2.53238492596963,0.302654842860083,0.0146837430532294,0.0346617689024939,0.146371875098659,1.08315162115179,28,1.83903197134065,1.593718141753,0.777543919156134,0.914067410325686,0.273001673553551,0.439578792570203,1.19769842278021,"2013","Europe and Central Asia","Turkey","Upper middle income"
