"countryOnly","country","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",12,25556.3024170543,7310.98878130053,44226.3462466331,6235.63271700737,-16041.9057152621,-7660.03430018556,1.3986013986014,12,25556.3024170543,7310.98878130053,44226.3462466331,6235.63271700737,-16041.9057152621,-7660.03430018556,1.3986013986014,-12,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Argentina","Argentina2010",88,51076.714348439,39592.7614357945,33252.917325036,36399.6874324277,6749.90338470271,8702.13557604684,1.42387389230076,88,51076.714348439,39592.7614357945,33252.917325036,36399.6874324277,6749.90338470271,8702.13557604684,1.42387389230076,-81,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",181,7840.16789314862,6093.5216177671,5767.53114825388,6830.01186780608,-811.563076866606,-414.823473382831,0.857248423290806,181,7840.16789314862,6093.5216177671,5767.53114825388,6830.01186780608,-811.563076866606,-414.823473382831,0.857248423290806,-170,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",3,28638.1975138541,29166.6666666667,1786.08178008798,0,-1224.52792558355,-1587.30158730159,0.2,3,28638.1975138541,29166.6666666667,1786.08178008798,0,-1224.52792558355,-1587.30158730159,0.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",9,7709.07423633716,6952.31237940215,2185.55702801379,2172.34030575782,-117.550205018805,1073.97128821359,0.903094228747879,9,7709.07423633716,6952.31237940215,2185.55702801379,2172.34030575782,-117.550205018805,1073.97128821359,0.903094228747879,-6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",3,12555.5763158661,13486.0181590871,2439.37587104197,5.39575115449952,756.314549118829,1270.3982578677,6.29716729731922,3,12555.5763158661,13486.0181590871,2439.37587104197,5.39575115449952,756.314549118829,1270.3982578677,6.29716729731922,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",4,17454.0607386421,12668.2825656764,11266.3738626788,18993.3523266857,2598.44278162741,-821.890041140144,1.85612846414592,4,17454.0607386421,12668.2825656764,11266.3738626788,18993.3523266857,2598.44278162741,-821.890041140144,1.85612846414592,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",5,6841.77036099946,6474.61793688991,6111.90578866831,10513.0362850077,-4336.08552725452,-4026.05366154668,0.0316700878902698,5,6841.77036099946,6474.61793688991,6111.90578866831,10513.0362850077,-4336.08552725452,-4026.05366154668,0.0316700878902698,-2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",146,28443.6483058013,19338.6737298178,28256.2253082958,38098.5436537318,15396.4740998358,9124.4041083,1.33896816576964,146,28443.6483058013,19338.6737298178,28256.2253082958,38098.5436537318,15396.4740998358,9124.4041083,1.33896816576964,-130,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",15,6681.50620568379,5299.17419743801,4158.32283670272,3342.64785600309,312.564733185599,1681.37413071098,1.98490774612792,15,6681.50620568379,5299.17419743801,4158.32283670272,3342.64785600309,312.564733185599,1681.37413071098,1.98490774612792,-13,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",5,45306.8247014044,12358.6959703404,59064.7745612901,108443.500939602,-30250.6987471845,-19649.2068243296,1,5,45306.8247014044,12358.6959703404,59064.7745612901,108443.500939602,-30250.6987471845,-19649.2068243296,1,-5,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Cameroon","Cameroon2009",NA,NA,NA,NA,NA,NA,NA,NA,14,4678.91847142361,3885.31376528806,3740.81007813607,6591.37721344481,134.604296363592,206.281552627429,1.4,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",49,37548.3041967663,43436.1747442203,19480.9883293874,20294.6881589529,-728.082368687543,1538.65071316967,0.861069461694067,49,37548.3041967663,43436.1747442203,19480.9883293874,20294.6881589529,-728.082368687543,1538.65071316967,0.861069461694067,-47,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",121,33795.0322506502,29959.5900571625,19291.9292409415,24566.8638468732,-2658.68060195175,295.53279384382,0.659029250717366,121,33795.0322506502,29959.5900571625,19291.9292409415,24566.8638468732,-2658.68060195175,295.53279384382,0.659029250717366,-236,121,33795.0322506502,29959.5900571625,19291.9292409415,24566.8638468732,-2658.68060195175,295.53279384382,0.659029250717366,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",90,16960.776986597,16467.7288936143,11249.7969749757,8880.627473374,5834.12020233373,10137.8280395381,3.48429083010588,90,16960.776986597,16467.7288936143,11249.7969749757,8880.627473374,5834.12020233373,10137.8280395381,3.48429083010588,-66,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",6,430536.374068552,14301.241671937,1010031.49582377,22427.0241614821,1248616.90460977,1140445.26395211,1.14355114689776,6,430536.374068552,14301.241671937,1010031.49582377,22427.0241614821,1248616.90460977,1140445.26395211,1.14355114689776,-4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
