"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",5,17255.0053359531,22399.6766347342,9701.39790929906,11748.8121233883,-1420.19976264964,339.921881096084,0.618671112177164,2,238037.871510507,238037.871510507,317778.073432501,449406.061273036,16441.6851685257,16441.6851685257,1.07894736842105,9,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",6,22802.8288515673,6086.81425344409,30995.1972733611,21760.4413433969,-11602.0996487572,-10229.4410386556,0.603090076930971,4,21991.445791961,3833.48579894609,35908.4030307871,70711.3493310176,420.411327968351,366.796064635028,1.59501913200212,9,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",2,454.236465493728,454.236465493728,218.095225897209,308.433226352657,122.372767332713,107.167476953042,2.65792888094412,16,3329.45281050026,2100.70610833309,2884.70062192557,3565.95919839978,1556.27447280227,1759.5685450491,0.498751454704257,3,23,2530.92552590491,1922.87422912726,1644.92611600964,2430.41628138718,-244.185155529287,-184.783762321419,0.972640554725826,"2013","South Asia","Bangladesh","Lower middle income"
"Bhutan","Bhutan2015",3,38706.5120589169,35296.2765408016,39632.6117338523,80264.4243821863,9764.99609429055,10187.7697560017,7.7355497967039,3,4091.9054165092,4293.71198791171,1868.46707976984,0,314.235081846555,641.119011720239,4.40085965750241,4,3,27802.4031227861,13572.8141159782,34780.2448387713,59321.5991614614,23399.6457525886,24247.916899595,NA,"2015","South Asia","Bhutan","Lower middle income"
"Chile","Chile2010",14,65135.7372593841,33122.7560907803,90009.7813034897,73968.5621695968,37661.3437996188,79931.3483862487,8.71209170215829,3,49303.253425893,47875.8592586713,12337.4507192905,18396.8864558419,5514.1990638488,9200.11793114828,10.5810981912078,12,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",28,20536.327546696,18708.8045238429,15521.5916347875,23594.9190066466,-7595.69224623844,-7312.90477113999,2.00326888871157,73,21023.1945500661,19753.4491651625,16435.3810726454,16584.7730673578,-4266.06102892821,-7156.71067410197,1.21925000032568,38,12,19852.4311406099,11176.4531739678,23542.2893251597,26384.4123103411,-1892.23673367375,2727.31207940994,0.831266513993354,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",13,9496.68742471467,7745.29149749374,6714.28332744913,5683.58936388671,31.8439903502989,498.840136195434,1.29060072280242,1,802.389086666358,802.389086666358,NA,0,0,0,1,16,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",4,37318.8962838626,31658.0905106322,27285.3115218126,26849.7707478827,17012.0866463317,17822.8183107365,2.34371024836664,3,41456.0871314591,22002.9927784495,33380.9169334678,51715.3235998892,-16284.1666975532,-12250.19841617,0.71089329350414,2,3,37206.5836664623,27168.8974801897,26525.8428967553,51214.4506989023,-3051.92881040353,-3578.44223963169,0.528437874132209,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",3,13133.8477702093,10964.9212620747,16518.2615664888,13776.6200636454,2006.68512238426,5019.42284714447,0.911660568505268,1,16924.7382536499,16924.7382536499,NA,0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",4,21246.1037580189,9904.07588537348,22449.5944853728,41654.0074434116,-5910.90750679285,-5003.081419256,1.6878540264799,2,3595.4763932279,3595.4763932279,571.622079783768,808.39569778212,155.460711111946,155.460711111946,1.625,5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",1,796867.695377114,796867.695377114,NA,0,0,0,1,5,25889.3349855492,12006.1212316779,31777.0876095148,62835.9266903141,11863.6216404844,10125.2305538745,9.37655315284075,3,5,11460.3852684667,4204.60222509136,15023.3548340863,20661.9540698564,4771.12618815478,5071.31056447066,0.726862709468594,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",83,9193.0981805145,5542.21383020578,11020.9931312179,6772.83528865617,1699.43179913454,3113.74571025581,1.3478164137978,53,19652.2436933665,14356.7060489948,18677.6809323371,18342.4975699768,2196.29059643416,4038.7507264036,2.09056254346831,64,45,7167.31655776324,6495.89345940919,5396.36727887527,4647.22040154026,8437.08555684263,11750.4745034119,1.45615317351627,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",1,9430,9430,NA,0,0,0,1,1,12204.9052631579,12204.9052631579,NA,0,0,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",2,1047.95668503807,1047.95668503807,1161.99655723361,1643.31129067061,765.831183343915,799.398607538412,38.46331738437,1,-673.830844185658,-673.830844185658,NA,0,0,0,1,9,2,-917.091800732443,-917.091800732444,19493.0263480931,27567.3022331693,-10072.668123658,-10072.668123658,0.577777777777778,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",1,3546.94113640312,3546.94113640312,NA,0,0,0,1,1,1447.4347458976,1447.4347458976,NA,0,0,0,1,13,1,912.53299357318,912.53299357318,NA,0,0,0,1,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",2,3966.86846344934,3966.86846344934,2873.37955427989,4063.57233550818,-118.583483981532,-119.516833397299,0.947993452319869,2,2357.02420549704,2357.02420549703,2633.77526571453,3724.72070101629,-789.510229294201,-766.854261973942,0.682687598575063,14,3,11514.0855192552,12383.8746090034,9848.74584489408,20139.4855381041,666.164153807372,821.160545788748,1.32911743976791,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",9,11478.7677472011,11445.8646488682,6375.13389852385,8345.22300258023,2751.53418814372,2920.1206218681,15.1312684695128,1,7838.75956506884,7838.75956506884,Inf,0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
