"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,0,25,0.631709740848317,0.708349748564586,0.787875840972469,0.99539664251369,-0.0579021129517979,-0.0626699020223709,1.20245232822272,5,0.365804852950571,-0.0321006481073381,0.729194544553414,1.31732618643483,0.769040045890766,0.646476435138551,2.53665432654252,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,2,63,-4.19992040547183,-4.35991613193634,0.639625269078613,0.929865853297458,-0.31642568451584,-0.0449547320998232,1.28475581607118,59,-4.11484807945755,-4.09429573477085,0.579859567098136,0.576529063235345,0.133464473961619,0.114675917175585,1.12076042616303,23,-3.80159589714924,-3.91770082753607,0.698375193564821,1.38491636997795,0.409826555368622,-0.000207587036217545,1.83315158865221,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,2,85,0.236114117443081,0.284110486952905,0.871044962869492,1.04340919854201,-0.220130204498134,-0.229337544179703,0.775593677744913,34,0.309307676601007,0.257192579151758,1.02237830148488,1.27488507360327,-0.287461808169232,-0.0838871501838582,1.82725330641887,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,3,46,-4.01763093332707,-4.13426495362721,0.85861526457837,0.996677238946768,-0.060904008747226,-0.157806288428534,1.93368498614711,3,-4.81761993117448,-4.88363608374819,0.3381695459331,0.199050907205573,0.213658264712514,0.247212331762628,0.957831928705548,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,6,24,-0.984371455917843,-1.01292224108104,0.652033710113464,1.12685160286765,-0.0262271787700439,0.0849299976078132,0.608306430932564,85,-0.904483374846883,-0.880430610378726,0.567177177889495,0.559954951330356,0.539536598303213,0.471803389164677,0.792073657657622,13,-1.24941489032659,-1.20769316570871,0.302986976494451,0.255556251088697,0.0397633791296967,0.128614343539589,1.45453050886708,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,2,25,-7.22642816347127,-7.07523421270624,0.460079001968343,0.446997866051236,0.161395353883751,0.151061792073485,0.281067130366286,16,-7.27552553879649,-7.45815219121166,0.60079230534634,0.464360697751848,-0.142075408865134,-0.165687384133463,2.68495311595145,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,8,82,-1.35112843543733,-1.51986062336495,0.604625120740371,0.798729807453764,-0.0343473581448815,-0.20376017185769,1.56215239551165,34,-0.620479210622017,-0.703940220433323,1.1411967605075,1.70944049404404,-0.158544264595314,0.300560245949176,0.292774444172615,25,-0.902677529688966,-0.893648300880196,0.362361844807759,0.356202636246492,0.0273659265850548,0.140294665003277,0.637705909170023,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,0,29,-1.64470567162538,-1.68385335042222,0.782751017278814,1.08896336776865,-0.330908047105623,-0.292833904798821,1.13048840694515,6,-1.81769595373478,-1.90642910708157,0.35476429585573,0.371400525377824,0.0522318585460248,0.0529867682539957,1.09585102075338,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,111,-2.9668369117847,-3.22922970845929,1.00968567030303,1.69034460825294,-0.235003288496239,-0.316119945010245,1.67151769798185,55,-2.90917273181921,-2.89960867636339,0.836675793486565,1.05894972288988,-0.0483333331166538,-0.306630844259651,0.664965114707577,37,-3.24476840751042,-3.11269881848449,0.709653656710124,0.822400027400171,-0.148819229590328,-0.0703021877067756,1.16958025778404,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,3,38,-8.87247127472523,-8.81642758837081,0.488305102017436,0.707169595380396,0.32832251476101,0.389178342187887,0.403098218487696,44,-8.7103909820363,-8.90715146095257,0.514027498448427,0.678134559381224,0.291600356117555,0.808573843426331,0.850152094547277,3,-8.73710046843609,-8.71158060984423,0.346337835531991,0.345668291769,-0.0186063506096091,-0.0279138471092082,0.9985864560523,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,3,19,-2.94545291239162,-2.94737904993164,1.05155750254112,1.40141886150493,0.225101604138835,0.38362822914608,1.94578520953655,2,-4.00839932898419,-4.00839932898419,0.0603752716425693,0.0853835279888813,0.0199822232152272,0.0213458819972203,2.11043216840436,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Madagascar","Madagascar2013",NA,NA,NA,NA,NA,NA,NA,NA,1,5,-6.1559652538147,-6.3694123474648,0.766000535242164,0.760435017732682,0.101883181972065,0.250097256232331,0.786319651120276,7,-6.82961210692962,-6.86479456937116,0.284513095916024,0.194776708751208,-0.00186611966764065,-0.0100194541954529,6.5623604758309,12,-6.84331152846369,-6.63268072716817,1.01074128463032,0.983552901627386,-0.060423033293631,-0.158192148305079,0.535972558172219,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",NA,NA,NA,NA,NA,NA,NA,NA,1,11,-2.44936861326923,-2.2970005924329,0.620139372799738,0.747692650379264,-0.153846027587471,-0.221078660229744,0.696081069517792,13,-2.5082070921975,-2.51054606708093,1.27014364373155,1.75753392338125,-1.35244076726044,-0.924404549891488,0.0473103666065345,5,-2.43333459518608,-2.16323513143781,0.739633838638868,1.02284452796243,-0.504469070800502,-0.224912446342474,0.0268496457535554,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,7,14,-2.30815279805396,-2.36431865770768,0.349730390546499,0.401795705599429,-0.0642809135232555,-0.0495199895294659,3.98756133412941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,3,11,-1.91793087831188,-1.80489489668995,1.18849765594579,1.11040500543171,-0.053840005808898,0.742010851348519,0.544349548223702,3,-2.55690879510557,-2.55302248474024,0.155835475946495,0.196054832367775,-0.0211948349069778,0.0308108962101575,0.807588472956714,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Pakistan","Pakistan2013",NA,NA,NA,NA,NA,NA,NA,NA,1,11,-2.41017323849405,-2.78816458733469,1.9956067307132,3.76725754585116,-0.984115932523298,-0.133128891000822,0.182178967920402,6,-3.21949909367447,-3.74276767169309,1.34331213115857,2.39017642117723,0.145530564253999,0.0703588030481974,1.19848250146202,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,1,19,-0.604544319830625,-0.689152836514632,0.77209461593136,1.11013049552522,-0.0362059864856959,0.0265140783638712,2.82961915804446,10,-0.720506247896169,-0.834744740233499,0.307910060548421,0.473314889995258,0.0436480694411866,0.0436574739509,0.0800393492386772,3,-1.29955695174731,-1.59139843208081,1.11134921884556,2.24290806593141,1.15486829133249,1.09700831170551,3.55937087864334,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Tunisia","Tunisia2013",NA,NA,NA,NA,NA,NA,NA,NA,3,13,-0.422703737490938,-0.238395108937196,0.680822274975678,0.842865100923721,-0.0431322665185668,-0.111841369212988,0.812255407798885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Uruguay","Uruguay2010",NA,NA,NA,NA,NA,NA,NA,NA,5,14,-1.35108520195866,-1.68030486495528,1.24717933986517,1.8875445186979,-0.484494727580596,-0.414094938458802,0.407135044048006,2,-1.11878990432946,-1.11878990432946,0.084181250932828,0.119050266766738,-0.00346008514290837,-0.00396834222555794,0.913242369917481,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",NA,NA,NA,NA,NA,NA,NA,NA,1,10,-9.37962461644315,-9.51015961257519,0.803406817016053,1.19751994005174,-0.0443522372713507,0.0578055980958559,3.5507423996205,40,-8.91342702908972,-8.91679224565098,1.21382325064698,1.51600010511648,-0.162912421662012,-0.26991211090342,0.140468035379999,11,-9.39033643807446,-9.44441900526872,0.791591103408156,0.676333861063405,-0.105524930325014,-0.167617339796477,1.15723907765146,"2009","East Asia and Pacific","Vietnam","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
