"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",100,0.288666720083993,0.248742009771063,0.232082591259076,0.183333333333333,-0.0171281748517921,-0.00866935391010254,1.17663466479494,100,0.288666720083993,0.248742009771063,0.232082591259076,0.183333333333333,-0.0171281748517921,-0.00866935391010254,1.17663466479494,100,0.288666720083993,0.248742009771063,0.232082591259076,0.183333333333333,-0.0171281748517921,-0.00866935391010254,1.17663466479494,-199,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",3,0.353086874021557,0.346101874105851,0.107304607824107,0.20617063574732,0.0128007238136659,0.0186617935167726,0.67,3,0.353086874021557,0.346101874105851,0.107304607824107,0.20617063574732,0.0128007238136659,0.0186617935167726,0.67,3,0.353086874021557,0.346101874105851,0.107304607824107,0.20617063574732,0.0128007238136659,0.0186617935167726,0.67,-3,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",5,0.410012894932726,0.411823784940156,0.252673380466505,0.411801418439716,0.158073920124346,0.17592045005944,0.237465945273519,5,0.410012894932726,0.411823784940156,0.252673380466505,0.411801418439716,0.158073920124346,0.17592045005944,0.237465945273519,5,0.410012894932726,0.411823784940156,0.252673380466505,0.411801418439716,0.158073920124346,0.17592045005944,0.237465945273519,-10,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",25,0.160865791757967,0.167578714398785,0.0857624780574348,0.166666666666667,-0.0424705405384016,-0.0264719003789685,1.40173982720377,25,0.160865791757967,0.167578714398785,0.0857624780574348,0.166666666666667,-0.0424705405384016,-0.0264719003789685,1.40173982720377,25,0.160865791757967,0.167578714398785,0.0857624780574348,0.166666666666667,-0.0424705405384016,-0.0264719003789685,1.40173982720377,-48,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",71,0.178643201674722,0.25,0.111648726145328,0.1875,-0.022692217747316,-0.0608092793994104,1.5,71,0.178643201674722,0.25,0.111648726145328,0.1875,-0.022692217747316,-0.0608092793994104,1.5,71,0.178643201674722,0.25,0.111648726145328,0.1875,-0.022692217747316,-0.0608092793994104,1.5,-69,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",11,0.254954049778507,0.169789050785098,0.184180650999816,0.28508867547289,-0.0746060271843315,-0.0877239084039664,2.09657647457043,11,0.254954049778507,0.169789050785098,0.184180650999816,0.28508867547289,-0.0746060271843315,-0.0877239084039664,2.09657647457043,11,0.254954049778507,0.169789050785098,0.184180650999816,0.28508867547289,-0.0746060271843315,-0.0877239084039664,2.09657647457043,-20,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",16,0.272438258949321,0.268306228283362,0.11420065770236,0.153333333333333,-0.065953567310376,-0.0740080117051355,0.781429548962246,16,0.272438258949321,0.268306228283362,0.11420065770236,0.153333333333333,-0.065953567310376,-0.0740080117051355,0.781429548962246,16,0.272438258949321,0.268306228283362,0.11420065770236,0.153333333333333,-0.065953567310376,-0.0740080117051355,0.781429548962246,-32,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",145,0.146209200086743,0.131550983488717,0.092241313872593,0.114285714285714,-0.00691057048333898,0.0343480396889813,1.07910415092317,145,0.146209200086743,0.131550983488717,0.092241313872593,0.114285714285714,-0.00691057048333898,0.0343480396889813,1.07910415092317,145,0.146209200086743,0.131550983488717,0.092241313872593,0.114285714285714,-0.00691057048333898,0.0343480396889813,1.07910415092317,-284,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",19,0.287027810887757,0.179493608649999,0.214478847924331,0.45101788170564,-0.104878654473613,-0.0287377237019794,2.22454803433938,19,0.287027810887757,0.179493608649999,0.214478847924331,0.45101788170564,-0.104878654473613,-0.0287377237019794,2.22454803433938,19,0.287027810887757,0.179493608649999,0.214478847924331,0.45101788170564,-0.104878654473613,-0.0287377237019794,2.22454803433938,-37,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",14,0.215630075258987,0.2304925891794,0.092448149935853,0.0443478260869565,-0.0728605338691624,-0.0627147346663237,1.07137037937895,14,0.215630075258987,0.2304925891794,0.092448149935853,0.0443478260869565,-0.0728605338691624,-0.0627147346663237,1.07137037937895,14,0.215630075258987,0.2304925891794,0.092448149935853,0.0443478260869565,-0.0728605338691624,-0.0627147346663237,1.07137037937895,-25,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",7,0.327238416637989,0.363397668264208,0.12679067417774,0.1001443001443,0.0556549840205164,0.0559880966157942,0.660605326875531,NA,NA,NA,NA,NA,NA,NA,NA,7,0.327238416637989,0.363397668264208,0.12679067417774,0.1001443001443,0.0556549840205164,0.0559880966157942,0.660605326875531,-6,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",11,0.270675927383249,0.252956753318009,0.199601755634887,0.305239687848383,-0.0675258528624042,-0.0687950663748766,2.57281420015548,11,0.270675927383249,0.252956753318009,0.199601755634887,0.305239687848383,-0.0675258528624042,-0.0687950663748766,2.57281420015548,11,0.270675927383249,0.252956753318009,0.199601755634887,0.305239687848383,-0.0675258528624042,-0.0687950663748766,2.57281420015548,-20,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",11,0.276665319842221,0.241877972743935,0.153780389121862,0.22155,0.0117868491868742,-0.0357089693605091,1.18268199916989,11,0.276665319842221,0.241877972743935,0.153780389121862,0.22155,0.0117868491868742,-0.0357089693605091,1.18268199916989,11,0.276665319842221,0.241877972743935,0.153780389121862,0.22155,0.0117868491868742,-0.0357089693605091,1.18268199916989,-21,"2013","Europe and Central Asia","Czech Republic","High income"
"Egypt","Egypt2013",33,0.101668881892861,0.0592333998013418,0.127953970021646,0.00399999999999999,0.0817440059152512,-0.0340764492699561,0.477715350840047,33,0.101668881892861,0.0592333998013418,0.127953970021646,0.00399999999999999,0.0817440059152512,-0.0340764492699561,0.477715350840047,33,0.101668881892861,0.0592333998013418,0.127953970021646,0.00399999999999999,0.0817440059152512,-0.0340764492699561,0.477715350840047,-54,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",4,0.130408866530283,0.120793474335729,0.100301175469145,0.082478931860371,-0.0455561836243733,-0.0544519447339529,1.12658786565956,NA,NA,NA,NA,NA,NA,NA,NA,4,0.130408866530283,0.120793474335729,0.100301175469145,0.082478931860371,-0.0455561836243733,-0.0544519447339529,1.12658786565956,-3,"2013","Europe and Central Asia","Estonia","High income"
