"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",11,0.446035931760121,0.36541045406973,0.241702508003622,0.142857142857143,-0.0919013457074119,-0.0915394459653777,0.425071199247182,11,0.446035931760121,0.36541045406973,0.241702508003622,0.142857142857143,-0.0919013457074119,-0.0915394459653777,0.425071199247182,-11,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",109,0.48030625811157,0.5,0.234580158171842,0.353801169590643,0.107352237675751,0.0919774968528364,0.185888898485378,109,0.48030625811157,0.5,0.234580158171842,0.353801169590643,0.107352237675751,0.0919774968528364,0.185888898485378,-108,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",123,0.328827341783811,0.333333333333333,0.210669975671782,0.2925,0.0101749304694027,0.0396110860981067,0.958790502237366,123,0.328827341783811,0.333333333333333,0.210669975671782,0.2925,0.0101749304694027,0.0396110860981067,0.958790502237366,-123,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",9,0.444896540115801,0.512560415260457,0.22094591052876,0.402466023659293,-0.22789933483596,-0.200202329868839,0.325859568372519,9,0.444896540115801,0.512560415260457,0.22094591052876,0.402466023659293,-0.22789933483596,-0.200202329868839,0.325859568372519,-9,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",18,0.588074863249904,0.677857651187978,0.1712468460367,0.18,-0.151036175488143,-0.135762616596125,0.713528623120877,18,0.588074863249904,0.677857651187978,0.1712468460367,0.18,-0.151036175488143,-0.135762616596125,0.713528623120877,-18,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",9,0.315660554000959,0.190120759543222,0.205948804834103,0.359418265306122,-0.0625821370945423,-0.133863417974726,3.7800490121455,9,0.315660554000959,0.190120759543222,0.205948804834103,0.359418265306122,-0.0625821370945423,-0.133863417974726,3.7800490121455,-9,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",8,0.124083127268909,0.0427418618921266,0.181265745759957,0.119327731092437,-0.0342709618986573,-0.0210497371710079,1.63507565511854,NA,NA,NA,NA,NA,NA,NA,NA,1,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Egypt","Egypt2013",84,0.573105040024541,0.4,0.397289708390144,0.366666666666667,0.0616029170221759,-0.096945896850711,0.342857142857143,84,0.573105040024541,0.4,0.397289708390144,0.366666666666667,0.0616029170221759,-0.096945896850711,0.342857142857143,-81,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",15,2.80919171865071,0.210509,6.56306224089828,0.872680438365202,3.12453804887169,3.10440518901569,0.0823318083313268,15,2.80919171865071,0.210509,6.56306224089828,0.872680438365202,3.12453804887169,3.10440518901569,0.0823318083313268,-12,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",4,0.0605701137800963,0.0191969076018651,0.147262156144776,0.00229561014901329,-0.0270100094367549,-0.0646577161752447,1.13283562456978,4,0.0605701137800963,0.0191969076018651,0.147262156144776,0.00229561014901329,-0.0270100094367549,-0.0646577161752447,1.13283562456978,1,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
