"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",11,55453.8707065148,57551.2183796743,41408.255874807,65496.5228112745,29205.6932127061,54320.0706646811,0.974763489808449,1,539068.035331456,539068.035331456,NA,0,0,0,1,1,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",13,65817.2010519766,40072.8569109995,81311.6140383506,72010.770002001,37970.4234350584,10347.8471084914,32.9081726575257,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",8,52725.1455282897,61800.5195432572,25210.985479462,28793.5370852805,-639.928090797224,-3341.80665144931,0.905254437812265,10,91632.7972702611,57648.8140743735,71347.2298561513,133883.708479854,8046.13267488902,28662.3473753939,3.11629243434045,3,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",3,271793.481580308,287333.998768302,109252.519902759,0,-84876.2147459612,-35479.3081577525,0.236359153361104,NA,NA,NA,NA,NA,NA,NA,NA,2,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",95,42286.9302391441,41556.4435267732,23991.7146565899,32206.5593114496,-6328.33138024358,-4486.75659212161,1.44200901350205,1,22469.6925428718,22469.6925428718,NA,0,0,0,1,8,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",3,46838.8579030476,31551.4176194059,44448.9311666776,85225.6234507772,28826.726425097,26938.2674125026,2.21320716085991,3,126498.769979468,130824.307608645,101848.999136982,203560.17211988,17682.1775540629,17682.1775540629,2.32758620689655,1,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",4,27893.2192074047,35200.245721841,23200.3385010389,39338.2222209726,19392.6674295848,16487.6214171348,1.83601727307359,1,39451.3866346534,39451.3866346534,Inf,0,0,0,1,1,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Egypt","Egypt2013",37,12981.8039713056,15700.0689241225,7928.85430323669,11513.3838776898,-7133.75042979648,-2418.56419845491,0.0572892746803027,1,20478.3507705945,20478.3507705945,NA,0,0,0,1,14,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",5,13705.8754034701,13236.3919723393,10696.8446117858,22608.1439527548,-4513.01766159207,-4424.05880924225,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",503,33994.1116208152,19985.0498317521,37142.908716587,34446.9586190927,1944.62027035291,6066.87173431897,0.626198142369116,2,26512.3462589155,26512.3462589155,12003.7452007134,16975.8592621198,-8916.65104457329,-7814.56569373158,0.44490664956038,46,"2014","South Asia","India","Lower middle income"
