"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",6,0.488664644775888,0.459686543830739,0.24744429846032,0.442528735632184,-0.0537640063464236,-0.0597744482088895,1.40776765554716,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",6,0.0626398017316458,0.0600357942724021,0.0580589381210158,0.0939,-0.013428942826258,-0.0120835599655951,0.860690900809174,-6,6,0.0626398017316458,0.0600357942724021,0.0580589381210158,0.0939,-0.013428942826258,-0.0120835599655951,0.860690900809174,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",8,0.460141398059604,0.45667523270284,0.0999549827203113,0.133333333333333,0.00549794813210429,0.00540076974564927,0.859434685965353,-8,NA,NA,NA,NA,NA,NA,NA,NA,8,0.460141398059604,0.45667523270284,0.0999549827203113,0.133333333333333,0.00549794813210429,0.00540076974564927,0.859434685965353,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",4,0.430338906425008,0.429817283774711,0.0448398998043039,0,0.0263793224997811,0.0188355146636832,0.092546057745288,-3,4,0.430338906425008,0.429817283774711,0.0448398998043039,0,0.0263793224997811,0.0188355146636832,0.092546057745288,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",5,0.308939355885792,0.334546738476062,0.105233577927868,0.0750000000000001,-0.0586293574249175,-0.0585384615384615,0.978403429789022,-5,NA,NA,NA,NA,NA,NA,NA,NA,5,0.308939355885792,0.334546738476062,0.105233577927868,0.0750000000000001,-0.0586293574249175,-0.0585384615384615,0.978403429789022,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",82,0.407106653360606,0.4,0.227477765608189,0.338947368421053,-0.00724186504506144,-0.0639321277263857,0.660408422356946,-159,82,0.407106653360606,0.4,0.227477765608189,0.338947368421053,-0.00724186504506144,-0.0639321277263857,0.660408422356946,82,0.407106653360606,0.4,0.227477765608189,0.338947368421053,-0.00724186504506144,-0.0639321277263857,0.660408422356946,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",7,0.3886997850093,0.4,0.0249049506529581,0.02962962962963,-0.00273820145337018,-0.00226511380357534,0.781708149168757,-6,NA,NA,NA,NA,NA,NA,NA,NA,7,0.3886997850093,0.4,0.0249049506529581,0.02962962962963,-0.00273820145337018,-0.00226511380357534,0.781708149168757,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",5,0.257094308899303,0.248679428819047,0.139209537305309,0,0.130946351403911,0.101627200057237,1,-10,5,0.257094308899303,0.248679428819047,0.139209537305309,0,0.130946351403911,0.101627200057237,1,5,0.257094308899303,0.248679428819047,0.139209537305309,0,0.130946351403911,0.101627200057237,1,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",12,0.459008511377803,0.445054945054945,0.137404539203766,0.267543859649123,0.0155626801149391,0.013063390326202,0.881907791761391,-12,NA,NA,NA,NA,NA,NA,NA,NA,12,0.459008511377803,0.445054945054945,0.137404539203766,0.267543859649123,0.0155626801149391,0.013063390326202,0.881907791761391,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",10,0.293301347748591,0.304085132200842,0.131981180722854,0.108958543983822,0.0712478305583847,0.0720195185110886,0.263157894736842,-20,10,0.293301347748591,0.304085132200842,0.131981180722854,0.108958543983822,0.0712478305583847,0.0720195185110886,0.263157894736842,10,0.293301347748591,0.304085132200842,0.131981180722854,0.108958543983822,0.0712478305583847,0.0720195185110886,0.263157894736842,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",6,0.393235020422193,0.400803089977209,0.18024894666856,0.210196514423077,-0.0729491783018644,-0.0747284466461058,6.75947174530986,-12,6,0.393235020422193,0.400803089977209,0.18024894666856,0.210196514423077,-0.0729491783018644,-0.0747284466461058,6.75947174530986,6,0.393235020422193,0.400803089977209,0.18024894666856,0.210196514423077,-0.0729491783018644,-0.0747284466461058,6.75947174530986,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",7,0.363718157919526,0.297648221200838,0.30869883733308,0.383222222222222,0.122007838698453,0.164127423158219,0.644615702271768,-14,7,0.363718157919526,0.297648221200838,0.30869883733308,0.383222222222222,0.122007838698453,0.164127423158219,0.644615702271768,7,0.363718157919526,0.297648221200838,0.30869883733308,0.383222222222222,0.122007838698453,0.164127423158219,0.644615702271768,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",145,0.346327658346272,0.375,0.188179418865659,0.235344711279007,0.0608725704789474,0.0404009916384745,0.869565217391304,-289,145,0.346327658346272,0.375,0.188179418865659,0.235344711279007,0.0608725704789474,0.0404009916384745,0.869565217391304,145,0.346327658346272,0.375,0.188179418865659,0.235344711279007,0.0608725704789474,0.0404009916384745,0.869565217391304,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",6,0.452856932766154,0.519775566196505,0.207012373883327,0.3,0.0732886634312797,0.0882965435217262,0.70290103539067,-6,NA,NA,NA,NA,NA,NA,NA,NA,6,0.452856932766154,0.519775566196505,0.207012373883327,0.3,0.0732886634312797,0.0882965435217262,0.70290103539067,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"China","China2012",13,0.259653037444034,0.255259098622903,0.143604500313833,0.111263736263737,0.219923861988817,0.206262270783651,0.0700686153269561,-25,13,0.259653037444034,0.255259098622903,0.143604500313833,0.111263736263737,0.219923861988817,0.206262270783651,0.0700686153269561,13,0.259653037444034,0.255259098622903,0.143604500313833,0.111263736263737,0.219923861988817,0.206262270783651,0.0700686153269561,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",3,0.584026411963822,0.614892555528609,0.226888310191557,0.185276896932958,-0.0705085140315379,-0.0323740694251204,2.17166124926517,1,3,0.584026411963822,0.614892555528609,0.226888310191557,0.185276896932958,-0.0705085140315379,-0.0323740694251204,2.17166124926517,3,0.584026411963822,0.614892555528609,0.226888310191557,0.185276896932958,-0.0705085140315379,-0.0323740694251204,2.17166124926517,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",10,0.306603299990903,0.266488157734765,0.220435244759841,0.25,-0.0356415816837436,-0.0426501591984851,0.239069373805194,-20,10,0.306603299990903,0.266488157734765,0.220435244759841,0.25,-0.0356415816837436,-0.0426501591984851,0.239069373805194,10,0.306603299990903,0.266488157734765,0.220435244759841,0.25,-0.0356415816837436,-0.0426501591984851,0.239069373805194,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Drc","Drc2013",46,0.187680370385956,0.176815125087435,0.138414565066307,0.211111111111111,-0.014516786992761,-0.015758997370026,0.979432845229122,-91,46,0.187680370385956,0.176815125087435,0.138414565066307,0.211111111111111,-0.014516786992761,-0.015758997370026,0.979432845229122,46,0.187680370385956,0.176815125087435,0.138414565066307,0.211111111111111,-0.014516786992761,-0.015758997370026,0.979432845229122,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",111,0.40066885981947,0.377738991466052,0.245142117484613,0.344444444444445,0.0210022557276698,0.0154054177075715,1.00368691058177,-221,111,0.40066885981947,0.377738991466052,0.245142117484613,0.344444444444445,0.0210022557276698,0.0154054177075715,1.00368691058177,111,0.40066885981947,0.377738991466052,0.245142117484613,0.344444444444445,0.0210022557276698,0.0154054177075715,1.00368691058177,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",5,0.369729066545542,0.445298274778201,0.189368212121021,0.0314655172413793,0.028600713284172,0.0396736198439159,0.286983120835322,-4,NA,NA,NA,NA,NA,NA,NA,NA,5,0.369729066545542,0.445298274778201,0.189368212121021,0.0314655172413793,0.028600713284172,0.0396736198439159,0.286983120835322,"2013","Europe and Central Asia","Estonia","High income"
