"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",4,0.236867168596984,0.302277493204487,0.22574630856377,0.4178,-0.0842511032353008,-0.0838686069057106,1.21471684421116,3,0.343816942229188,0.287660038136747,0.338946882934713,0.670879396145753,-0.0741424757569828,-0.0741424757569828,1.6,1,0.366666666666667,0.366666666666667,NA,0,0,0,1,0,"2013","Europe and Central Asia","Albania","Upper middle income"
"Argentina","Argentina2010",16,0.325083645757703,0.277756076053448,0.154371069408292,0.179669615384615,-0.0509254139474305,-0.0170325441816397,0.738269884275061,NA,NA,NA,NA,NA,NA,NA,NA,2,0.3132,0.3132,0.0186676190233248,0.0264,0.00423396226415094,0.00423396226415094,0.757142857142857,0,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",6,0.177585009996966,0.1648415311296,0.0905637798013041,0.11,0.0077691403738466,0.00967274924212387,0.66071597135997,NA,NA,NA,NA,NA,NA,NA,NA,8,0.129188348622502,0.086547005939047,0.141880811095329,0.1875,0.0143324712770902,0.0121768250688705,0.6,0,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",1,0.3,0.3,NA,0,0,0,1,2,0.23030303030303,0.23030303030303,0.137135860593755,0.193939393939394,-0.0440771349862259,-0.0440771349862259,1.83333333333333,2,0.235980654290249,0.235980654290249,0.103119738923038,0.145833333333333,0.0163435937652943,0.0162037037037037,0.809198514593867,0,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",23,0.300771789734276,0.279554338687891,0.139728820255388,0.144,-0.0415987305109086,-0.0289586414821765,1.11111111111111,8,0.347302539517899,0.383200513356087,0.251367165330283,0.46,0.0823098689274068,0.0867153679653679,0.421570503462689,25,0.285729832626032,0.301919013299211,0.165209004082164,0.275757575757576,-0.0395763856799561,-0.0467373933428919,0.6,0,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",2,0.285714285714286,0.285714285714286,9.39821640415181e-17,0,-1.54074395550979e-33,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,0.205113665306013,0.185364167047828,0.0680594751760567,0.135714285714286,0.0156920129845907,0.0143077601410935,0.715085254057833,1,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",4,0.359987547356071,0.292690840323166,0.126344449922361,0.178464541314249,0.0345541394105118,-0.00881883178721386,0.575319293424212,1,0.1,0.1,NA,0,0,0,1,1,0.184864864864865,0.184864864864865,NA,0,0,0,1,2,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",4,0.382221359488038,0.35870345242765,0.192667585913957,0.4,-0.0499245769634336,-0.0524199843871975,1.12798092462717,NA,NA,NA,NA,NA,NA,NA,NA,3,0.193984674329502,0.183333333333333,0.041722132457635,0.0813793103448276,0.00353964043619216,0.00353964043619216,0.8,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",6,0.254450756441204,0.281381523907185,0.165860115861221,0.308908571428571,-0.00169029471377726,0.00160376399165244,1.75,10,0.49497396901836,0.437511277635385,0.189584548457544,0.331736111111111,0.00445633680227335,0.0180556808853938,0.993666260871024,NA,NA,NA,NA,NA,NA,NA,NA,0,"2015","South Asia","Bhutan","Lower middle income"
"Bolivia","Bolivia2010",1,0.199985001124916,0.199985001124916,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,0.174975583372149,0.137929725574506,0.111195470456892,0.10835324411562,0.00397460763114771,0.0221395248975447,0.809714807452909,1,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",7,0.217687735355668,0.210909513346409,0.0734941188412686,0.163666288832173,0.0080797973671657,0.00722866928436513,0.939443241068305,NA,NA,NA,NA,NA,NA,NA,NA,2,0.287733507940443,0.287733507940443,0.0883883476483184,0.125,-0.0312650784397946,-0.0300925925925926,1.55367359631342,0,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",11,0.441414506500371,0.411077142841171,0.214839170671352,0.226666666666667,0.00199697892615682,-0.0339975013210272,14.9016571716192,NA,NA,NA,NA,NA,NA,NA,NA,1,0.233333333333333,0.233333333333333,NA,0,0,0,1,8,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",1,0.2,0.2,NA,0,0,0,1,1,0.2,0.2,NA,0,0,0,1,4,0.196477485469674,0.228778008999845,0.219385517069367,0.305142857142857,-0.0565521511646764,-0.0561911728968489,1.26346154464711,4,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",5,0.145498992728892,0.143996711544321,0.0563729825404457,0.060000669472104,0.00153099849025135,0.000291132654533239,0.966851117644479,4,0.187967853672017,0.199468763234339,0.125218333187024,0.117713674264015,-0.00729532682411629,-0.0113257648923644,1,4,0.128485234502042,0.126440305804766,0.0852188850173287,0.144846884525957,-0.00632478774829616,-0.00632478774829616,0.836538461538461,0,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",6,0.13957173523261,0.138849785773215,0.109542620822561,0.193817204301075,0.00529380685440446,-0.0131441297004672,1.12976026661937,NA,NA,NA,NA,NA,NA,NA,NA,5,0.198036223056101,0.174075553094589,0.0437409180238052,0.08170609,-0.00231886719379996,-0.00934132331003827,0.772010715190503,0,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",19,0.225711741611834,0.234983806365357,0.12272184956534,0.094444444444444,-0.0402503697988638,-0.00180336423880918,0.197890578695908,NA,NA,NA,NA,NA,NA,NA,NA,6,0.403129081817497,0.35309229611593,0.171658013040245,0.28510101010101,0.113096937400038,0.117895827376353,1.31123447606189,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",4,0.202946435516394,0.159885795536896,0.0803929635813853,0.11566028473245,0.0568552029517006,0.0609201719410419,0.243475815992222,4,0.0517292788397055,0.0463487382542803,0.0290541731648269,0.0188888888888889,-0.0127752063324394,-0.0194657663878685,0.831416896116494,16,0.138926209613391,0.126763495770956,0.0899918678351119,0.1,0.032912121773312,0.0227049597117766,0.303300367640749,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",11,0.267756050212483,0.258510925898172,0.178293873525579,0.204466501240695,-0.079341212322629,-0.105237173875493,2.561197660721,1,0.312947623346205,0.312947623346205,NA,0,0,0,1,5,0.283070132797923,0.151048604675699,0.222135345987392,0.321850517546375,-0.11919675158365,-0.0935006990953647,1.51545765688942,0,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",9,0.270227118446763,0.299831582516921,0.0931959141744007,0.166666666666667,0.0241759852621289,0.00311499992831968,0.770599478354474,1,0.5,0.5,NA,0,0,0,1,1,0.31304347826087,0.31304347826087,NA,0,0,0,1,1,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",3,0.278425331679091,0.280123989009283,0.0440701813979002,0.06,-0.0128369235552647,-0.0227403522925911,16.9876010990717,4,0.500653403516309,0.488550892957025,0.148498084022485,0.319368723098996,0.0797333547172137,0.0803567487032336,0.28093993512547,8,0.287914493444803,0.223947950485746,0.218809915957969,0.145856741573034,0.0253407396372133,0.0240642769093145,1.10123989009283,0,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Dominicanrepublic","Dominicanrepublic2010",8,0.390816902100575,0.363098238396553,0.161448323798183,0.205555555555556,-0.092603300606478,-0.0529448513480175,1,NA,NA,NA,NA,NA,NA,NA,NA,5,0.110430438258199,0.0962567987096479,0.0807142335913922,0.0750839630562553,0.0079193891005066,-0.0201119227908465,0.429923296424464,0,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
