"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",4,1.27465793233898,1.09060249244807,0.64012500488574,1.23164420871857,0.187449989721436,0.233134845241584,0.583333333333333,1,0.347394540942928,0.347394540942928,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",16,1.40833184592435,0.867279033077309,1.68819960972591,2.08931419457735,-0.190916467421324,-0.112210750003317,1.00890040636826,1,2.58064516129032,2.58064516129032,NA,0,0,0,1,3,6,0.784306748716262,0.618225907486941,0.761654049674364,0.526315789473684,0.0307349001975743,0.0538634118219924,0.583333333333333,"2013","South Asia","Bangladesh","Lower middle income"
"China","China2012",10,0.955426211507154,0.890420274765391,0.633398229114532,0.55023160011991,-0.0780327512033031,-0.121387907386106,2.79482955950499,2,0.6835412212178,0.6835412212178,0.00523155626005681,0.00739853781529021,-0.00140771084734872,-0.00141442634704077,1.62653342443248,0,4,0.479175622581806,0.568920529043669,0.262931295160111,0.23678963110668,-0.0663956295662841,-0.0641159853772017,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",30,0.802652845772706,0.378055975178183,1.07633829632688,1.56298015964219,-0.0624693037659534,0.0611240101333858,1.30204559495661,20,1.35636357863894,1.70378719023878,1.06718447248236,1.5998169610483,0.183007526978548,0.0447146535589068,0.898725722819708,3,10,3.09534559429316,2.49526709740448,3.65205408012326,5.67873865945296,0.992195089655724,0.402256983339262,3.06408448731158,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Guatemala","Guatemala2010",1,1.14047784985436,1.14047784985436,NA,0,0,0,1,3,0.786646578687581,0.74072232932103,0.147268497709139,0.283592897707935,-0.0138614887911065,-0.0138614887911065,1,1,1,0.571428571428572,0.571428571428572,NA,0,0,0,1,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",72,1.6331218256596,1.38550242042574,1.02689416403934,1.01795146551989,-0.070019002020472,-0.0555617833935995,1.20227513123355,9,2.04555481206203,1.97472278573022,1.12133162266791,1.28989712476919,0.192056551732753,0.769376365440321,0.919872758916966,6,44,1.78751874409213,1.44263685975462,1.26841584366629,1.58373552123552,-0.0388852956666013,-0.00441141735279671,0.865759418944992,"2014","South Asia","India","Lower middle income"
"Jamaica","Jamaica2010",3,1.78480097758246,1.08108108108108,1.39596683645237,2.51399270144006,-0.0241620981119539,-0.0551242064296885,0.961376977946251,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1.37329458370673,1.37329458370673,0.358649458275675,0.507206928031222,-0.108687198863833,-0.108687198863833,1.75,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Lebanon","Lebanon2013",NA,NA,NA,NA,NA,NA,NA,NA,4,1.26971191895467,1.17313416796057,1.09649371403723,1.54603544830736,0.555990247535185,0.476706222626658,1.14868935158611,0,2,0.468901540665043,0.468901540665043,0.355685936722437,0.503015875658249,0.0567173365741665,0.0704222225921549,0.856187998783153,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",1,0.210084033613445,0.210084033613445,Inf,0,0,0,1,3,1.64595771110773,1.68634888629964,0.323384942070881,0.285125776232475,-0.0382208878239381,-0.0988323411755341,0.808762741264253,0,2,0.28651866285931,0.28651866285931,0.173395121116189,0.24521773193184,0,0,1,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",3,2.12248732403471,1.48148148148148,1.36538660595407,2.19633898058605,-0.0999967641008436,-0.0657778439292776,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0.772736275773681,0.772666915746391,0.35452063050345,0.492610837438424,-0.0546523252911029,-0.0744471335563528,1.17065640250325,"2014","East Asia and Pacific","Myanmar","Lower middle income"
