"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",50,1.12407619506991,0.83629893911977,0.857481921580696,1.28508898933819,0.1824634387551,0.0980336126096281,1.07317073170732,17,1.25716221141639,1.031973030151,0.779368185748233,1.3614371850264,-0.179143936349857,-0.296678047773908,0.918083624936223,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",32,2.24794842395641,2.14469173003183,1.49600732319031,2.10388766894504,-0.0840210644362897,-0.0945374129910493,1.32442374092594,135,1.6807596738346,1.135633623533,1.83062026578232,1.93827103891127,-0.216808716184128,-0.146436842176758,0.837828778767853,10,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",4,0.465707151765083,0.468892334250618,0.152998671838749,0.198033465585648,0.0232243539883983,0.108290760857146,0.843563628590639,2,0.491638983523575,0.491638983523575,0.000211822046894226,0.000299561611527444,-8.09132223297197e-05,-8.62374336215368e-05,2.48865542842604,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Brazil","Brazil2009",119,0.526931022709196,0.451321391620141,0.407766516109404,0.499808502489468,0.0682736858325844,0.0411764989209869,0.859915926300508,19,0.401888128185676,0.444080713565098,0.378417345714817,0.441613504416135,0.0255884502161735,-0.0798220042585201,0.477137587933797,6,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",4,0.194257584343871,0.185944867037486,0.0808165214625753,0.0734927035330261,-0.0241112953508656,-0.049276636647254,5.40552934387682,7,0.0853396962624876,0.00672610459854982,0.144149755044578,0.267264872050515,-0.0451949906458011,-0.0779167501017611,3.10003338271343,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Cameroon","Cameroon2009",3,0.0977316185529867,0.0969439973403634,0.00738280517115881,0.0114250182036225,-0.000994034468837477,-0.00137437403096712,1.10421630566682,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",28,0.393228341275997,0.264454113410889,0.28837525270142,0.228753101736972,0.17668806724854,0.0941084769118148,0.252085260630164,4,0.799311483046713,0.860125453274633,0.260683808426694,0.564080768173195,-0.107481570264429,-0.0937996038136403,3.16517007219316,6,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",51,0.498188783565588,0.505313168665687,0.325201957501097,0.469957983193277,-0.00308037063486594,-0.0314801738829965,1.18368422391169,40,1.16811096187358,0.663277631908554,1.0533932767521,1.52090368076414,-0.227455916485118,0.037837996991253,0.500364341696999,12,1,1.91740412979351,1.91740412979351,NA,0,0,0,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",51,0.718326462126384,0.427259511021655,0.723062589403437,1.07920920605594,0.0146542240903969,-0.253005776209086,0.933780824394959,39,0.538906313184609,0.475665572385977,0.302369092602771,0.310780352102666,-0.0449653690723025,-0.0268717305767377,0.78082560633989,5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",4,0.455365847601691,0.303387467396768,0.678338451315403,0.51131221719457,-0.0642337640547792,-0.183573554027871,1.89949581870722,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",21,0.0870279093200201,0.0760860042687181,0.0733614123303303,0.0483048475012305,-0.0284364483195091,-0.0543497106198486,5.85609343450058,1,0.451807228915663,0.451807228915663,Inf,0,0,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Dominicanrepublic","Dominicanrepublic2010",1,0.369038595937099,0.369038595937099,NA,0,0,0,1,5,1.10541852310462,1.04947526236882,0.640134881169865,1.36894551988892,-0.307941709135096,-0.307404192082665,3.34167348969377,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",33,0.244748862470876,0.180689105083451,0.246937894160191,0.338163816796709,0.0131647790808449,0.0163982413870677,1.00570508970066,1,0.187032418952618,0.187032418952618,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
