"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",7,0.0345196913601803,0.000276908642181753,0.0630974233944917,0.108141048114376,-0.0206316393772477,-0.0204643570434733,2.42064875781417,7,0.0345196913601803,0.000276908642181753,0.0630974233944917,0.108141048114376,-0.0206316393772477,-0.0204643570434733,2.42064875781417,-7,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Bangladesh","Bangladesh2013",15,0.951867232016051,0.536342355778916,1.43203969115608,0.77412742851436,-0.0556149056297011,-0.0826773117590217,1.66394167270383,15,0.951867232016051,0.536342355778916,1.43203969115608,0.77412742851436,-0.0556149056297011,-0.0826773117590217,1.66394167270383,-27,15,0.951867232016051,0.536342355778916,1.43203969115608,0.77412742851436,-0.0556149056297011,-0.0826773117590217,1.66394167270383,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",7,0.358461453455448,0.331413094907199,0.341131178645823,0.321219235434519,-0.109235354605824,-0.172276598016139,3.06018733067479,7,0.358461453455448,0.331413094907199,0.341131178645823,0.321219235434519,-0.109235354605824,-0.172276598016139,3.06018733067479,-11,7,0.358461453455448,0.331413094907199,0.341131178645823,0.321219235434519,-0.109235354605824,-0.172276598016139,3.06018733067479,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",16,1.50061892820479,1.03644814487107,1.72230486546037,2.5839719728487,-0.0377517021149026,0.12501419535517,0.927094608021396,16,1.50061892820479,1.03644814487107,1.72230486546037,2.5839719728487,-0.0377517021149026,0.12501419535517,0.927094608021396,-32,16,1.50061892820479,1.03644814487107,1.72230486546037,2.5839719728487,-0.0377517021149026,0.12501419535517,0.927094608021396,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",17,1.10169204389918,1.09031419934393,0.497160566912133,0.404560970741618,6.38848996220148e-05,-0.0814308609678174,1.11622178931665,17,1.10169204389918,1.09031419934393,0.497160566912133,0.404560970741618,6.38848996220148e-05,-0.0814308609678174,1.11622178931665,-33,17,1.10169204389918,1.09031419934393,0.497160566912133,0.404560970741618,6.38848996220148e-05,-0.0814308609678174,1.11622178931665,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",6,-0.657023788344099,0.0270328471712759,2.61103715582766,4.50097370983447,0.462075343585611,0.378011240651693,1.29298214861982,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Cameroon","Cameroon2009",8,0.251681704010366,0.288002172944065,0.221684428310124,0.436492318663612,-0.146005800308747,-0.102426642384043,0.976018741950577,8,0.251681704010366,0.288002172944065,0.221684428310124,0.436492318663612,-0.146005800308747,-0.102426642384043,0.976018741950577,-15,8,0.251681704010366,0.288002172944065,0.221684428310124,0.436492318663612,-0.146005800308747,-0.102426642384043,0.976018741950577,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",10,0.664774667156854,0.75764647372611,0.40519765966119,0.866632815559357,0.00241043750629436,0.140524100399715,0.287270167095819,10,0.664774667156854,0.75764647372611,0.40519765966119,0.866632815559357,0.00241043750629436,0.140524100399715,0.287270167095819,-12,10,0.664774667156854,0.75764647372611,0.40519765966119,0.866632815559357,0.00241043750629436,0.140524100399715,0.287270167095819,"2010","Latin America and Caribbean","Chile","High income"
"Costarica","Costarica2010",8,0.592409914848481,0.214196202162569,0.983479754943708,0.623445085039189,0.844628431239319,0.711947949513054,0.117415258999669,8,0.592409914848481,0.214196202162569,0.983479754943708,0.623445085039189,0.844628431239319,0.711947949513054,0.117415258999669,-14,8,0.592409914848481,0.214196202162569,0.983479754943708,0.623445085039189,0.844628431239319,0.711947949513054,0.117415258999669,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",11,0.537246014085426,0.182668569306607,0.954867774958363,0.405619834710744,-0.252679329919878,-0.435534805550875,1.2,11,0.537246014085426,0.182668569306607,0.954867774958363,0.405619834710744,-0.252679329919878,-0.435534805550875,1.2,-10,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",10,0.935580626924669,0.973812910654903,0.79150186515922,0.778521627128371,0.445781433331578,0.49887532408443,0.972489439500987,NA,NA,NA,NA,NA,NA,NA,NA,-10,10,0.935580626924669,0.973812910654903,0.79150186515922,0.778521627128371,0.445781433331578,0.49887532408443,0.972489439500987,"2013","Europe and Central Asia","Croatia","High income"
"Drc","Drc2013",11,0.341368188735853,0.23986605951532,0.320680324080421,0.666004853045952,-0.149845180740922,-0.142187719485972,2.23930711339407,11,0.341368188735853,0.23986605951532,0.320680324080421,0.666004853045952,-0.149845180740922,-0.142187719485972,2.23930711339407,-22,11,0.341368188735853,0.23986605951532,0.320680324080421,0.666004853045952,-0.149845180740922,-0.142187719485972,2.23930711339407,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",56,1.15020151783109,0.985954486823725,1.43948928939947,0.905654174884942,1.0637427747669,0.708589411588857,0.149140725764283,56,1.15020151783109,0.985954486823725,1.43948928939947,0.905654174884942,1.0637427747669,0.708589411588857,0.149140725764283,-108,56,1.15020151783109,0.985954486823725,1.43948928939947,0.905654174884942,1.0637427747669,0.708589411588857,0.149140725764283,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",7,0.552822964557435,0.332796921289627,0.633968821830606,0.919656847364925,0.209881513489576,0.354601253033032,0.372783860541135,7,0.552822964557435,0.332796921289627,0.633968821830606,0.919656847364925,0.209881513489576,0.354601253033032,0.372783860541135,-13,7,0.552822964557435,0.332796921289627,0.633968821830606,0.919656847364925,0.209881513489576,0.354601253033032,0.372783860541135,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",6,0.280919810711935,0.175465066008777,0.245418700753336,0.426761068580572,0.0460208681786974,0.0460208681786974,1.92857142857143,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",5,1.17059809484424,1.11122032892245,0.669446688292256,1.25185508172761,-0.10873845461833,-0.0905569113069085,1.212773217027,5,1.17059809484424,1.11122032892245,0.669446688292256,1.25185508172761,-0.10873845461833,-0.0905569113069085,1.212773217027,-8,5,1.17059809484424,1.11122032892245,0.669446688292256,1.25185508172761,-0.10873845461833,-0.0905569113069085,1.212773217027,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",6,1.23646766078206,0.817728668559247,1.02750262695264,1.88062750438563,-0.51679070167926,-0.352937952406369,0.739804367184181,6,1.23646766078206,0.817728668559247,1.02750262695264,1.88062750438563,-0.51679070167926,-0.352937952406369,0.739804367184181,-6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",8,0.351479293225323,0.318735315190243,0.22071788423198,0.338219895287958,0.0314006767613307,0.137577439378611,1.07788664478565,8,0.351479293225323,0.318735315190243,0.22071788423198,0.338219895287958,0.0314006767613307,0.137577439378611,1.07788664478565,-16,8,0.351479293225323,0.318735315190243,0.22071788423198,0.338219895287958,0.0314006767613307,0.137577439378611,1.07788664478565,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",8,0.686934269186364,0.683797398176535,0.440849017909811,0.376561590102513,-0.107035879760145,-0.107674172153884,1,8,0.686934269186364,0.683797398176535,0.440849017909811,0.376561590102513,-0.107035879760145,-0.107674172153884,1,-15,8,0.686934269186364,0.683797398176535,0.440849017909811,0.376561590102513,-0.107035879760145,-0.107674172153884,1,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",5,0.0284911041711488,0.0285734240779186,0.401887322053511,0,0.0175341794923013,0.294233811011837,3.3046448301999,5,0.0284911041711488,0.0285734240779186,0.401887322053511,0,0.0175341794923013,0.294233811011837,3.3046448301999,-4,5,0.0284911041711488,0.0285734240779186,0.401887322053511,0,0.0175341794923013,0.294233811011837,3.3046448301999,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",111,1.34243938090974,1.80466712747262,3.11930798431081,1.43531578579255,0.391285887977696,0.488795182349743,2.22222222222222,111,1.34243938090974,1.80466712747262,3.11930798431081,1.43531578579255,0.391285887977696,0.488795182349743,2.22222222222222,-221,111,1.34243938090974,1.80466712747262,3.11930798431081,1.43531578579255,0.391285887977696,0.488795182349743,2.22222222222222,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",23,0.369418497848465,0.326730826363892,0.798409547025587,0.87279681876769,0.359936148643347,0.447129916838457,0.659748740083863,NA,NA,NA,NA,NA,NA,NA,NA,-22,23,0.369418497848465,0.326730826363892,0.798409547025587,0.87279681876769,0.359936148643347,0.447129916838457,0.659748740083863,"2009","East Asia and Pacific","Indonesia","Lower middle income"
