"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",39,0.226067122388522,0.235218080966511,0.0720318601427363,0.0472549019607843,-0.0364362497381795,-0.040575924960971,0.706252867593854,1,0.276470588235294,0.276470588235294,NA,0,0,0,1,1,0.092,0.092,NA,0,0,0,1,6,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",1,0.48,0.48,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,0.404922035346551,0.385256960006703,0.178696589030385,0.326923076923077,0.0648398570713418,0.0693473193473193,0.73780090680704,0,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",16,0.173880763167083,0.131391600693542,0.136746889792851,0.19,-0.0244284600786188,-0.0265966146724402,NA,3,0.0410003873620568,0.036544908185411,0.0125918401373612,0.0220833333333333,-0.00209480224162558,-0.00192332747479517,0.988784094286564,18,0.155653651009837,0.0755863309492869,0.168572468229555,0.252380952380952,-0.0810548046215265,-0.0817051355157243,1.41476062495675,0,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",2,0.149600620611339,0.149600620611339,0.0150769461163562,0.0213220216769192,-0.0054441529781182,-0.00543108099317754,2.03352094811613,1,0.10875,0.10875,NA,0,0,0,1,2,0.227756792357802,0.227756792357802,0.134671419889389,0.190454148471616,0.0608090610340234,0.0901707694091278,0.676374006221915,1,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",2,0.0378510338393782,0.0378510338393782,0.0117851130197758,0.0166666666666667,-0.0028247528117045,-0.00289115646258503,1.56199659273964,NA,NA,NA,NA,NA,NA,NA,NA,7,0.19237666615755,0.153846568911641,0.142890752517489,0.176598240469208,-0.0312903619734419,-0.0672269561862936,1.21043399893541,1,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",1,0.3125,0.3125,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,0.0911793887082345,0.0810810810810811,0.0836792731068727,0,-0.0549895016999237,-0.0631040022438537,0.793592188914352,1,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Brazil","Brazil2009",15,0.174021787210235,0.166166166668788,0.0848827305004559,0.091030814380044,0.00713721464563408,0.0215427538100622,0.331395058270684,NA,NA,NA,NA,NA,NA,NA,NA,15,0.0917529436870338,0.0771975516491465,0.0831337087384859,0.0664285714285714,-0.00931858741408436,-0.0978880454175915,1.03798694246155,3,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",NA,NA,NA,NA,NA,NA,NA,NA,1,0.179257362355954,0.179257362355954,NA,-2.77555756156289e-17,0,0,1,1,0.0545454545454545,0.0545454545454545,NA,0,0,0,1,5,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",2,0.0827709336255055,0.0827709336255055,0.107552483109146,0.152102180279857,0.0232152622519743,0.0238369088498283,0.777966816152003,1,0.0575221238938053,0.0575221238938053,NA,0,0,0,1,1,0.162,0.162,NA,0,0,0,1,1,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Cameroon","Cameroon2009",4,0.28504429026102,0.240580481915674,0.249566085663901,0.391571151071429,-0.0553074599537571,-0.0489868766690087,1.1659598661177,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0548666666666667,0.0548666666666667,NA,0,0,0,1,0,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
