"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",16,0.315334802957278,0.315644493585718,0.119506230784804,0.116666666666667,0.000114552622702914,-0.0662700940477276,0.288525722960514,2,0.231,0.231,0.114551298552221,0.162,0.0259811320754717,0.0259811320754717,0.757142857142857,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",4,0.40017741741989,0.395987651894868,0.084526863708011,0.125,-0.00251451270971174,-0.00492707208998468,0.610360060380039,6,0.362384048340728,0.248769033004076,0.277582285529563,0.475757575757576,0.0128599095534551,0.00909384543105473,0.965849380430796,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",22,0.281558730791318,0.207625863972185,0.208853152271691,0.372857142857143,0.101780830148073,0.0807912095765604,0.163814257393202,23,0.34158920897503,0.370522299489926,0.228649982214486,0.366666666666667,0.0236597677116781,0.0412833705827654,0.847830549768627,1,8,0.292242056294729,0.219326927087419,0.262173481059951,0.548571428571429,-0.0884906342916847,-0.0888417832167832,1.58088938798508,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",3,0.368422470593878,0.395175474838025,0.149990782606715,0.0857142857142857,-0.142771044990892,-0.126730013548876,1.41397067648698,4,0.374455971812796,0.391699670732943,0.0580605784717996,0.0738095238095238,-0.00550526700113912,-0.0178130511463845,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",4,0.311775615776983,0.310781732841126,0.147388635606425,0.206245933636955,0.0411166415075662,0.0469006013826598,0.574930727487137,1,0.18,0.18,NA,0,0,0,1,2,1,0.75,0.75,NA,0,0,0,1,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",4,0.261092967810049,0.24479332361951,0.122950027441993,0.232142857142857,0.0459718795774683,0.046745706479313,0.541430843821043,3,0.381609195402299,0.344827586206897,0.0738857870344285,0.133333333333333,0.00654288240495137,0.00654288240495137,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",4,0.332314559466394,0.378781337964676,0.229870753101169,0.38,-0.00541064737341025,-0.00689695550351288,3.97122914470456,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0.269656294411635,0.231477355895785,0.213986801293309,0.350770833333333,0.0157265160208651,0.0207554542670145,0.76,"2015","South Asia","Bhutan","Lower middle income"
"Botswana","Botswana2010",7,0.394877736588855,0.410615867811547,0.100104643390974,0.166666666666667,0.0127682975216254,0.0129301709697536,0.292885245744824,2,0.211102111637719,0.211102111637719,0.055979286843935,0.0791666666666667,0.0198012163452033,0.0190586419753086,0.543785758709695,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Burundi","Burundi2014",5,0.339114875615793,0.320988704711363,0.247867396356693,0.382311155980978,0.0107046815091691,0.017798959343534,0.701441006918543,4,0.503695983172699,0.568660399767508,0.193141012990663,0.11707591246421,0.0398468482200529,0.0398468482200529,0.530487804878049,2,2,0.494656314416592,0.494656314416592,0.0320346737364445,0.0453038700642769,0.0129439628755077,0.0129439628755077,0.636363636363636,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",3,0.360512628057401,0.333333333333333,0.167744089997824,0.291968479201302,-0.0162683819093028,-0.0153294080196478,1.12977955296879,5,0.340902748837643,0.420299917289481,0.177106998444531,0.253306869047619,-0.0871594715510183,-0.103632503271186,0.772010715190503,3,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",18,0.472545941768091,0.491633034929326,0.171699988850181,0.2,-0.00309039513281652,-0.00821152929293267,0.154061232124451,6,0.218159311458366,0.20538228604991,0.10569921282293,0.113636363636364,-0.0170061633373211,-0.0552607484197526,1.74955225108903,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",4,0.350855211647663,0.30925990863028,0.270710892190362,0.561904761904762,-0.0849736421509091,-0.0552923356921346,8.52165355972776,16,0.385022212143294,0.346905607100295,0.211806337392646,0.282961538461538,-0.016119642942269,-0.0468616467939424,2.16210367508979,0,5,0.508932392963416,0.661703907780793,0.30174706487402,0.555555555555556,-0.264659599467472,-0.206625174361061,5.73700710274733,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",10,0.37868308761925,0.448978208247464,0.155198587755512,0.238746012319663,-0.0200162702942459,-0.000189869243667256,0.8737660327808,1,0.465277800773952,0.465277800773952,NA,0,0,0,1,3,1,0.397666493018965,0.397666493018965,NA,0,0,0,1,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",10,0.362060750316706,0.4,0.268493292293163,0.634814814814815,-0.00358382960483467,-0.036021975406878,0.507532773525286,1,0.278260869565217,0.278260869565217,NA,0,0,0,1,1,1,0.7,0.7,NA,0,0,0,1,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",1,0.166666666666667,0.166666666666667,NA,0,0,0,1,4,0.376889579165654,0.344393641908034,0.114254623961625,0.237241379310345,0.0116621872248769,-0.00615885416666665,0.584366575077355,1,2,0.0615494978479197,0.0615494978479197,0.0371307147653194,0.0525107604017217,-0.0165311653116531,-0.0165311653116531,2.7,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Dominicanrepublic","Dominicanrepublic2010",7,0.474355900471588,0.473063329437173,0.0675334566986744,0.0555555555555555,-0.0279649355787619,-0.0313538230113691,0.201940795069446,2,0.531957102795922,0.531957102795922,0.0196324546489388,0,-0.0236272138000798,-0.013767036487348,29.47033027122,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",1,0.363383516627801,0.363383516627801,NA,0,0,0,1,3,0.108974987503835,0.100265893632309,0.107154861092322,0.231037872198489,-0.018927012250884,-0.0256985534278289,20.7365427860998,0,2,0.184923591229305,0.184923591229305,0.0987020609332801,0.13958579320602,0.0317621868018969,0.0317240439104592,0.686669538730721,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",5,0.329340549434002,0.41790854586031,0.201261786848558,0.382126696832579,0.106271030883005,0.0807889423575698,0.206339955255543,3,0.320437260895035,0.283117445369265,0.375682169424619,0.634957508461782,0.171802941350441,0.0984611978213398,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",18,0.566306468836513,0.615854239856235,0.372005246353301,0.462660633179125,0.0505496554626082,-0.130551208207949,0.427119519659386,9,0.236540611010257,0.25,0.0724063421272184,0.066666666666667,-0.00530307994765836,-0.00720279353077084,0.621168317603109,2,14,0.383776212607012,0.382676908437044,0.151326226026638,0.114146341463415,-0.0222616647189432,-0.0500194596561529,1.36025035818258,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",1,0.00574074074074074,0.00574074074074074,NA,0,0,0,1,1,0.25,0.25,NA,0,0,0,1,4,1,0.106339468302659,0.106339468302659,NA,0,0,0,1,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",5,0.312875881330082,0.284105618866291,0.143181101977006,0.176497589883877,0.0220141779945772,0.0426636674359709,0.955185635676097,1,0.678571428571428,0.678571428571428,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",18,0.349764537889803,0.32412505519233,0.231890463027279,0.35,0.137161271784668,0.149120591898993,0.285550974098997,10,0.233307754418985,0.242941827876641,0.171825645058408,0.19648033126294,-0.0081558876588893,0.0200368056643797,0.412313171689401,0,7,0.365933485982583,0.5,0.277708646696867,0.502317499303674,-0.0508198626656425,-0.0655162642747275,1.22581133853074,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",1,0.5,0.5,NA,0,0,0,1,4,0.372264717534668,0.423582830981241,0.11907701536516,0.229166666666667,0.0751231946878487,0.0714520056317535,0.0357795930026956,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",7,0.508727626630574,0.508311909652272,0.152148619006266,0.297271576751655,-0.0516208383215816,-0.0576959415829024,0.986946292039825,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guyana","Lower middle income"
