"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,6,70,2.27635987162548,2.14250140529132,0.58864916022139,0.963701767449134,0.398249002885782,0.280281252295581,0.97994740629705,26,2.51987375366756,2.31663989993582,0.468595175992332,0.596701279934846,0.182230146955359,0.255124687650874,1.23095985912388,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",NA,NA,NA,NA,NA,NA,NA,NA,0,9,2.20859567482865,2.15378477242241,0.491829528444809,0.496479706346841,0.0441545346513384,0.0605358540520422,3.08,4,1.87426431278981,1.8195087118442,0.219674898515938,0.457927537906768,-0.0362386646049168,-0.035658247790301,0.4625,3,1.97393419246072,1.9160031152762,0.238774849819847,0.433281840686544,-0.0417870486332328,-0.0390230992881557,0.955555555555555,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,9,71,2.65547957681084,2.45091575750148,0.552584545963112,0.624069901593913,0.0409985011878849,-0.0214511249108761,0.817670414601671,55,2.75917112402303,2.71438645446842,0.716647682280749,0.819228670525458,0.0842010354685988,-0.0102903530737451,1.29032383187814,10,2.24678657396627,2.16987997373036,0.18490545869983,0.190923736493867,-0.0397880381027438,-0.0888981214340871,1.18760648782615,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",NA,NA,NA,NA,NA,NA,NA,NA,0,18,2.41704825200905,2.39169216339666,0.237043710320364,0.283334485344271,0.187950376608528,0.195052374757782,3.42733643785383,7,2.23887357733892,2.22842081618792,0.225492290828652,0.269964364803583,0.0234936188194115,0.0243360773414581,0.969495231156793,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,10,69,2.41970638661194,2.26868879966851,0.600862469235024,0.713958448208261,0.292073019239081,0.410664066046568,1.33408545226863,51,2.41237304657434,2.21292294564568,0.597220611937196,0.436166260418211,-0.0362842077653943,0.0635457278287531,2.56924673681764,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burundi","Burundi2014",NA,NA,NA,NA,NA,NA,NA,NA,0,6,2.63907799984499,2.66198375054434,0.605143760839146,1.25631374386937,0.165021096148936,0.174078477199776,5.84017384742503,3,2.17573713846586,2.20731603091882,0.200005054448305,0.402242167392963,-0.0949714700188942,-0.0880500079223469,0.559325164138267,6,2.61513657774089,2.39336050512215,0.616728174618501,1.19029971313699,-0.157152849152713,-0.170737757353814,0.540613336122601,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",NA,NA,NA,NA,NA,NA,NA,NA,0,12,3.65082548090036,3.35934640614128,1.41641215822868,2.30009087069206,0.0241863460509319,-0.315813439009315,1.23033880853089,3,4.84800868014077,4.98206586964511,1.36095646577845,1.25260557900957,-0.0135601091570691,-0.090159702928602,0.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,107,2.90040758207778,2.89716772806935,0.538385986703163,0.587060338924086,0.193101447220956,0.252016239313003,0.995466711404768,22,2.81987348047121,2.85099355015769,0.409514622830729,0.575533861435524,0.0342461941246721,0.0279364588962672,0.958665413048607,3,2.03627297076785,2.09084382127953,0.184677118152239,0.293027956529123,0.0949370134833992,0.0697685610783627,3.5,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,0,25,2.59685399694671,2.44572462455986,0.437926997632657,0.71992559760662,0.0750182687446291,-0.0237911294641308,1.60584467437801,72,2.98131325545648,2.609398982579,1.02918555424078,1.02919911909034,-0.0206948940620405,-0.00245898804492037,0.83916747708558,9,2.19488512928982,2.34634194022762,1.01346150561494,1.65286143108704,0.550698160206758,0.566938550677399,0.806668917748416,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,6,80,2.92416832434144,2.95018566610247,0.400931620603494,0.410817112351911,0.436089565756333,0.684722175521358,2.51701429962792,23,2.58318792382451,2.61270653428205,0.219026358734782,0.216077842124388,0.19436733828463,0.313388022014142,2.27692047878201,2,3.06420064045715,3.06420064045715,0.441275575494007,0.624057903607618,0.231968884120277,0.217474723984473,3.06016487752279,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,2,37,2.50103414559825,2.52628813669612,0.621845380103045,0.593712951144983,0.335067446018429,0.255971427212572,1.71619432017509,27,2.53903576803293,2.52371176017485,0.339467537109174,0.332912603347598,0.460679571536398,0.439978968880381,0.995339643286532,4,2.23566646824392,2.56894975555517,0.717392697006339,1.35870583593543,0.345919150911579,0.347773547691352,0.830863472429154,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",NA,NA,NA,NA,NA,NA,NA,NA,1,7,2.36157858264824,2.28342475553351,0.625019400771,1.18573749011039,0.55830027586344,0.551750348531667,2.46131878177009,6,2.27435516979435,2.27657851126353,0.490835378011663,0.805097595732734,0.25264565270519,0.279941321852057,1.8,4,2.49256485913723,2.48936409152288,0.293443204158513,0.456339549804897,0.202908106634208,0.202763745159713,2.02271161404655,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",NA,NA,NA,NA,NA,NA,NA,NA,2,12,2.54149186892512,2.48440221341237,0.413023040902825,0.104318700380862,-0.095629486481706,-0.112351624059246,0.130881921580757,3,2.70078192197388,2.54037948588501,0.619973116524411,1.24606127252506,-0.193573860051373,-0.210169772255536,0.571733171571493,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,1,5,3.03525810234952,2.97683616476966,1.13999593151586,1.73487464747979,0.295273887257325,0.286791465893997,2.8060370094179,NA,NA,NA,NA,NA,NA,NA,NA,11,2.8079663222429,2.96478417749245,0.62267408854916,1.15460131328153,0.908847072393417,0.860633901810366,1.16666666666667,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",NA,NA,NA,NA,NA,NA,NA,NA,0,17,2.89627654264167,2.77129100249958,0.550249176912181,0.414705274340093,0.193345765818311,0.364053090875568,21.0385121336974,7,3.20186355882692,2.38813516787076,1.28534637094714,2.09658452836678,-0.520218655441223,-0.00998175174232348,0.690711544655379,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,3,69,2.39539307429897,2.26888533814867,0.605823735531365,0.800818099153252,0.335950650728954,0.411069740205129,2.78759725773836,54,2.48453899523901,2.5341003718557,0.744579476587809,0.779404462209627,0.274393727772164,0.206631724502604,1.06862010908288,44,2.49031659891754,2.34338226651347,0.637580927620381,0.917387533688984,0.21797179948984,0.283245431085753,1.30394339831885,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",NA,NA,NA,NA,NA,NA,NA,NA,1,19,2.11798375753791,2.1313083865878,0.443924395428251,0.685930417166055,0.391028705182822,0.224315246582646,1.18864046631372,6,2.25401095380657,2.22224757011422,0.578190883658767,0.734718672560364,0.40728750574506,0.314716121212136,0.984511335019745,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Fyrom","Fyrom2013",NA,NA,NA,NA,NA,NA,NA,NA,4,5,2.50725640401303,2.58650897077722,0.300124306562267,0.449895036404872,0.0502335555090986,0.0696280817899791,1.73777509666199,11,2.42719853984591,2.34011016184632,0.449433975909516,0.488874512919464,0.114327352647031,0.164082959576848,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,2.1388692979721,2.23114778408514,0.230794714955235,0.385573036496412,0.0445626879113226,0.0985112693329081,1.42207086833757,7,1.82001375433615,1.84904544039397,0.520295879631731,0.992041914005899,0.430022107721827,0.441037109443615,2.69107949751276,"2013","Europe and Central Asia","Georgia","Lower middle income"
