"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",28,0.426699251120393,0.353174403861538,0.444155413017649,0.368361143429057,-0.0142678289083372,-0.0257142112500624,1.15777903830839,16,0.964686356471816,0.6083136680176,0.997432910464511,1.03935835695469,-0.121771979276465,-0.277830049566408,0.99911688641231,39,1.86232709864396,1.40927117201039,1.51097675074482,2.43356894390798,-0.226785785395031,-0.0492421494174813,0.956120740380564,5,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",1,0.63340788827669,0.63340788827669,NA,0,0,0,1,1,0.147051254714831,0.147051254714831,NA,0,0,0,1,1,0.824742268041237,0.824742268041237,NA,0,0,0,1,3,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",11,1.49836175867768,1.22301086445835,1.23368528894852,1.52777777777778,0.0413154130589792,0.0818274849599777,0.588235294117647,3,3.08762455929264,3.08079937088445,0.0592452697818586,0,0.00179675631676147,0.00353673310225634,0.912945291819633,7,3.09363561000639,2.68973459623929,2.92337259754697,2.64458226188676,-0.259836593424635,-0.118214024407047,1.9793823605668,6,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",39,0.955082409461728,0.696476970980489,0.956350370203224,1.31587004837705,0.0221328516472286,-0.0247793373690283,1.4118893719177,25,0.517910998037798,0.504721165615411,0.530466840966597,0.817028780697082,-0.17604505909371,-0.273512503288848,1.18312160345436,70,0.704566024449344,0.674372076382489,0.528961224356455,0.599117398883663,0.00611468231707829,0.00879189966099991,1.26615399895045,3,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",4,0.301003149626,0.25778617096441,0.351711806968128,0.552392715295941,0.087779443594743,0.0807830237215817,0.915308291147804,1,1.97533755855608,1.97533755855608,NA,0,0,0,1,2,0.754915081899248,0.754915081899248,0.441582458623526,0.624491901891446,0.0381475921456182,0.0383459939757906,NA,2,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",5,0.501163576925529,0.456141757322738,0.318986909250516,0.392144930713599,-0.0315456063422299,-0.0666863058056756,1.14285714285714,4,1.25307267215805,1.36310074919654,0.668806624396072,0.572671406881024,0.352310419397966,0.462716297687841,0.161092892078753,6,0.351057852439419,0.102518932335837,0.45419362263181,0.803330347179582,0.0409795986982021,0.0917011297100279,0.473874059668769,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",16,0.640469223346932,0.681042282137905,0.327045892935118,0.350461133069828,0.0114073501587218,0.0329298989080656,0.660988953055484,48,0.798852543155807,0.488240664924684,0.7479847491533,0.945143884892086,-0.138674105745762,-0.26057749833656,0.773231692551478,58,0.844265287806888,0.68894053904261,0.786635627904888,0.651095494005787,0.08852692970116,0.0584377626805455,0.994160759075316,3,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",6,0.343304359188626,0.341039982070884,0.166293437470052,0,0.00428741884186642,-0.000721221709394957,0.600169038370791,5,1.37549708775976,1.32170400683796,0.866785252282681,1.82147989170358,0.0355771955658344,0.117934049232763,0.9178440306982,8,1.42671736701601,1.37742746592019,0.929795739906513,1.57466541872776,0.120019033417905,0.0723563843474067,1.22072418070821,1,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",7,0.435020737995756,0.369334985913165,0.199834039572182,0.406110852001431,-0.00193785683809181,-0.00204003624901625,1,1,2.00267022696929,2.00267022696929,NA,0,0,0,1,4,0.988791960998481,1.09833360927829,0.519665466202396,1.14870218104109,-0.0271887169056677,-0.0251208303606067,0.954745848325955,1,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",3,0.781927062811052,0.878114156311211,0.405971835399402,0.663026678994932,-0.191500175562073,-0.144194321377826,5.81457328241178,NA,NA,NA,NA,NA,NA,NA,NA,3,0.29818526227274,0.308386991120355,0.201807203478843,0.215141768613712,-0.0137906153222876,-0.0258892844515673,1,0,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
