"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",6,0.488664644775888,0.459686543830739,0.24744429846032,0.442528735632184,-0.0537640063464236,-0.0597744482088895,1.40776765554716,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",6,0.0626398017316458,0.0600357942724021,0.0580589381210158,0.0939,-0.013428942826258,-0.0120835599655951,0.860690900809174,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",7,0.48079717473724,0.4625,0.087973265120772,0.066666666666667,-0.0033273662112919,-0.00344516594516594,0.904889231419899,0,1,0.317460317460317,0.317460317460317,NA,0,0,0,1,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",1,0.426666666666667,0.426666666666667,NA,0,0,0,1,3,1,0.5,0.5,NA,0,0,0,1,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",5,0.308939355885792,0.334546738476062,0.105233577927868,0.0750000000000001,-0.0586293574249175,-0.0585384615384615,0.978403429789022,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",80,0.38462486163782,0.399881670118514,0.226487604225136,0.264705882352941,-0.0502464302828089,-0.0753309072781566,0.682143870431962,6,1,0.623333333333333,0.623333333333333,NA,0,0,0,1,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",7,0.3886997850093,0.4,0.0249049506529581,0.02962962962963,-0.00273820145337018,-0.00226511380357534,0.781708149168757,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",2,0.24,0.24,2.84878090734792e-16,0,1.03037252024717e-32,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",12,0.459008511377803,0.445054945054945,0.137404539203766,0.267543859649123,0.0155626801149391,0.013063390326202,0.881907791761391,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",10,0.293301347748591,0.304085132200842,0.131981180722854,0.108958543983822,0.0712478305583847,0.0720195185110886,0.263157894736842,0,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
