"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",7,21056.4487235989,8723.37217601487,30786.8208933671,16263.9387393971,-3456.1536175739,-5748.56622040016,0.622496370388704,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Argentina","Argentina2010",17,67226.9274379331,54012.9605526249,59161.3822773694,59896.4483701618,-4175.62504365769,3028.49391494537,0.523161376593424,2,1,194064.492719324,194064.492719324,NA,0,0,0,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",15,16856.3768149077,18583.0027694193,8595.1408191908,18560.1413153607,1075.6586115163,787.672899901715,0.409650357319101,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",5,21087.6314583741,11607.1268095837,17577.6914643334,36975.0944572974,-1856.52461888594,-1233.02650324711,2.58803063694888,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",54,4326.92477338635,2787.90124369486,4151.32196584495,3429.08428580957,-620.189161339344,16.0394323460838,0.838488648260877,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",7,68895.3707160613,62753.1657053463,36971.8900419178,66969.696969697,19615.9800465899,29043.5845474436,1.99322251739072,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",7,20635.1608484489,21727.2731418608,7675.83781597598,15411.1675015868,2088.15403653,1009.30688752646,1.21900277773324,2,1,5210.58058890323,5210.58058890323,NA,0,0,0,1,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",7,38768.4258312035,36000,19170.4561562866,35416.6666666667,363.760669508634,174.603174603175,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",15,4035.87055555693,2532.45061883266,3939.47655566004,4503.1458699207,2819.02730430513,5481.56017667041,1.03877672648551,1,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bolivia","Bolivia2010",4,24189.8952288116,24045.1847482416,1845.56239153176,2477.50620884949,33.1722692515119,161.256186200328,0.832741199902131,12,1,11594.7790366395,11594.7790366395,NA,0,0,0,1,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",6,25123.3623726482,9101.98512916623,24178.9398246866,44423.6234664021,15116.5268955135,13457.091574466,3.9159439431743,1,3,34000.6423448651,31162.4939240493,13636.8797087287,26416.1218192607,-5582.40486735536,-5301.59398800827,0.96625882046904,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",8,9269.96191662577,397.436118124948,18315.907505012,24288.5796687091,25639.226851051,35346.2103079374,4.25057921855029,11,1,79144.5391087552,79144.5391087552,NA,0,0,0,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",1,3751.19028407428,3751.19028407428,NA,0,0,0,1,11,1,5401.71400906696,5401.71400906696,NA,0,0,0,1,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",12,14190.702108431,11721.6644401394,7671.92101156329,15024.3037982261,1168.63274630883,1110.01181929345,0.724505302471869,0,1,3753.72778854892,3753.72778854892,NA,0,0,0,1,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",12,15872.4206262296,11298.1899361705,12999.87630943,8573.08792619132,-2317.47539234198,-1662.96605881234,4.48621283831422,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
