"countryOnly","country","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",1,-23797.6854960581,-23797.6854960581,NA,0,0,0,1,5,9736.49591927548,9255.86157982105,3909.29621592372,7042.02837990583,1861.37750052952,-911.441972286501,1,33,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",2,39464.6211386556,39464.6211386556,33508.0342326048,47387.5164602117,1606.33637971785,1963.57112404192,1.12596212540776,5,-20.1644360003689,480.633099425674,10519.8237190831,399.720045962009,110.699791843992,543.217974932778,0.195563824596279,21,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",1,26.7045255379856,26.7045255379856,NA,0,0,0,1,17,847432.698493904,29756.4764229461,1866231.75872098,196074.71119028,-260557.79061222,-313873.20810195,0.143509429979623,12,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",2,51969.1136264476,51969.1136264476,48971.4022030784,69256.0211640212,31253.0045697906,30010.9425044092,7.18502226232286,8,15756.9455963893,11990.5100842427,9107.2785660938,7679.01234567901,3984.58045443161,4191.79260629099,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",57,81076.4169287104,31140.6201726377,95790.7988867371,74134.5312996251,-14203.5475425538,12782.3781645708,3.58683799176564,57,17279.4351334113,15796.154051288,10826.3052604666,16047.640744098,2388.42525980921,847.952332335405,0.963536700573308,60,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",1,1136.43318390703,1136.43318390703,NA,0,0,0,1,9,8320.06917034952,3326.39478065616,12277.5027800753,8542.17140737726,-3869.03220742553,-1860.12354052336,0.426949585102106,13,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",NA,NA,NA,NA,NA,NA,NA,NA,13,6436.06551161999,5695.9285780632,3462.55186031119,3618.714848228,1295.16294388988,1406.73482615143,0.865300905989418,32,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",4,18408.3333333333,13306.25,12026.7397390149,24860,-4866.57088122605,-4397.41228070175,0.358333333333333,10,16324.7703513402,17201.7857142857,3687.09484947153,6180,255.953137262355,-39.7810602580995,2,6,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",28,15960.9795650095,9741.26156061428,19514.7157658962,23231.3454707531,-6120.91128306611,-5656.46613835318,1.61782060184065,116,2595.11656250581,1888.59151342935,2352.14422807142,2434.42861168055,188.309034144872,-103.024568492432,0.896662132778067,22,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",3,18443.9277777778,19812.5,4673.15545507688,9040.71666666667,-1475.06452991453,-1475.06452991453,0.533333333333333,6,18738.0598922242,17643.7433158708,7065.03549665122,13036.1712962963,702.648727866515,-411.426302041047,1.68491875167228,10,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
"Belize","Belize2010",7,32835.916289517,32650.9315535148,11024.83078505,13978.5367545076,7778.93110707483,8873.77890473824,1.48303871824305,18,19646.9315566861,20005.3890511455,7752.18654449673,13409.0909090909,-2003.37427514157,-1884.38149633446,1.85716033708495,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",4,24815.3317640623,16287.8025042445,27005.3698305639,20630.2463252644,4840.77836257928,4840.77836257928,NA,2,1752.70628463511,1752.70628463511,160.508468837495,226.993253505725,37.8322089176208,37.8322089176208,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",3,9879.34283337826,10139.117797254,11329.7599953385,14989.1514457847,10584.9623747465,5998.04151379343,1.71128367498253,3,11776.410076997,9172.75368757297,12698.802487305,21165.7060983014,798.774885215572,2499.94309674379,3.54334061466015,8,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",3,11511.4461647625,13035.8368455294,4916.56583965441,7595.95553321044,2458.07191279393,1640.81042223457,2.80292535483905,1,2895.29914529915,2895.29914529915,NA,0,0,0,1,46,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",1,21057.1302842991,21057.1302842991,NA,0,0,0,1,5,11399.4869962231,8696.58988258056,5989.96105621794,7729.3198504122,-163.486520629064,-68.8190026166997,0.997034601833621,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",21,69089.1255364376,40931.3369392486,60713.9785799841,113166.640825316,-36852.6113157447,-36225.4705953187,0.161387926834191,102,16833.4199702259,10337.3031672858,16348.7010145134,16417.6321126653,-2038.17589843995,1837.07143625063,1.4,43,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",2,25733.4420084576,25733.4420084576,5078.00465410089,7181.38305162318,1206.98573518733,1576.86453249927,2.05283339688928,5,71254.936567158,26675.8492873973,85563.9594700755,155042.973948908,-45791.5990356956,-25425.8716342472,1.44670368467965,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",4,14271.9766732738,13818.5817523772,4514.45561221847,1796.57626676356,346.358197230438,378.884130786508,1.40681091172195,4,5053.5115778596,2768.32747075677,4616.23412784674,7852.27972967436,1970.50899964362,1979.63332620782,0.723005626700206,12,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",9,7235.44524902984,4710.9017082319,5630.66650691099,8436.31011177046,-161.104406502966,-89.214248118185,10.1923240348295,10,2360.16180252223,2254.843260724,1016.44807141087,1872.63894984825,2.98601154728182,-1.04079505135964,1.08835030251711,9,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",7,171297.073171644,157822.195838699,170527.301780786,224975.984752728,-13556.5178911099,-36222.0553484002,15.7531827678324,10,9810.09020844864,6626.89930242189,7641.71812094598,14482.3196826797,4871.5116411876,4296.65403273523,0.809339790309633,12,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",47,57172.8594665163,44040.5651493952,55301.7952384195,76427.4250769847,-5417.63342737731,4452.01195779981,1.33895135792858,95,19252.2052247841,12746.7311444443,15038.1343835099,17806.0199531401,8412.11851051058,16673.5691385003,1.0570519013242,39,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",16,132188.499873071,20903.2281407483,210331.465104408,425589.751286157,-23465.1087750251,-37474.3402170926,1.48966144527418,91,24279.5635613527,22068.0134352535,31848.1879899273,22569.5578430624,7397.5265944473,5104.63011748337,1.79365066836677,35,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
