"countryOnly","country","N","mean","median","sd","iqr","OPcov","OPcovNoWeights","indAlloc","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",11,0.319710600282782,0.292197872389942,0.303815040978482,0.395571678072188,0.038524963548397,0.0115974706377864,1.42857142857143,1,"2013","Europe and Central Asia","Albania","Upper middle income"
"Argentina","Argentina2010",81,0.246299017038125,0.225338315130388,0.162706658581117,0.168772934392163,-0.0127162768866556,-0.00278914174039418,1.68256341369946,0,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",178,0.139092954843903,0.107763010226841,0.104054472938385,0.118571428571429,-0.016413619838642,-0.00595766168425309,1.94677051629236,8,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",5,0.270211352499238,0.285714285714286,0.0235366688751449,0.042857142857143,0.00914980140064628,0.00658602711157455,0.35702711130395,0,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",9,0.341318894420786,0.333373478180323,0.0742137292746307,0.0782444174757281,-0.00533296447007288,-0.0992999352702724,0.83833033350939,1,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",5,0.566270201832547,0.618157913075339,0.238792405289027,0.423469387755102,0.0276948755104046,0.155912017404364,0.988597476455569,0,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",143,0.272195260621257,0.25,0.190029274443761,0.22008547008547,-0.023001750684501,-0.0875644168731223,0.829714064316795,2,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",15,0.419916092717756,0.460020478761468,0.154549291566872,0.189095744680851,0.0634699966293032,0.0565444365655933,0.931947247932366,0,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",5,0.204415335834689,0.18923296205787,0.089317120964776,0.166666666666667,0.00054382308296336,-0.0042764705882353,0.454545454545455,0,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Cameroon","Cameroon2009",14,0.297232221365682,0.317443643909317,0.124754444634623,0.130555555555556,-0.032182113528385,-0.034523305159655,1,0,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",39,0.294463519014539,0.236430476538406,0.197847565935434,0.188235294117647,0.0173985230340544,-0.0123011766874684,0.292970622153503,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",115,0.15212524254678,0.128705338724533,0.0842050064573099,0.094594594594595,0.0231916272874853,-0.00691412000037762,0.414455190507422,10,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",97,0.281407258230842,0.247162905495844,0.15683192871144,0.16968,-0.0254466867777497,-0.0111946466573292,3.21828857681235,2,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",5,0.388038012802696,0.503282926656515,0.200526524138709,0.366666666666667,-0.0541682460930857,-0.0460567906669602,0.990076079314344,0,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",37,0.327999949049736,0.352691186334281,0.196790401499032,0.33,0.0625453892808128,-0.00705871501340192,0.272727272727273,0,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",5,0.438540968776973,0.348405257295275,0.174352942890614,0.293877551020408,0.0487862423782922,0.0479758792703923,0.986021332620157,0,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",9,0.243321583894276,0.21573591877359,0.079232073953641,0.0931722105263158,-0.00685695487574082,-0.036300680740918,0.60077947730289,0,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",37,0.223429100291413,0.224457346979701,0.146626437556027,0.243333333333333,0.000125630824525759,0.0012324097944201,0.857142857142857,0,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",9,0.32000677967564,0.217511530194875,0.225722444560244,0.338850595113802,-0.13549673289573,-0.111948359686814,5.2425573953303,0,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",173,0.20315756608806,0.149910315628314,0.156288246042496,0.2,0.00791545735560199,-0.0138782641951129,0.175755391349273,3,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",14,0.144590692779513,0.134246416664577,0.0968156346243595,0,0.0896129901627993,0.0784999900332813,0.0804405156312535,4,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",7,0.59880858577779,0.528964051147967,0.222324992600332,0.380105554045483,-0.096649292067194,-0.255467762785188,3.62031812854657,0,"2013","Europe and Central Asia","Estonia","High income"
"Fyrom","Fyrom2013",12,0.48707817194487,0.379490519132853,0.272747950354627,0.499125818537374,0.0156025866566078,0.015873541974072,0.642129229382759,0,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",17,0.192383296368168,0.161253309245981,0.165830590240861,0.348062015503876,-0.0581493044664882,-0.0631935022808314,0.81157951694284,0,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",22,0.267498818340271,0.206519604443465,0.180852597271444,0.160983660902247,0.112684336345314,0.11458739988176,0.20957287105861,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",9,0.161304261035598,0.170260512627835,0.113103804926001,0.1,-0.133094425666521,-0.117969278014725,0.277777777777778,0,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",235,0.148622763590031,0.113365997462444,0.117034259853194,0.147,-0.0315155738751335,-0.0117602440051996,1.65057097242546,0,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",124,0.292027708326364,0.266666666666667,0.188308769014368,0.233137931034483,0.00197738994388502,0.0302755050131064,0.625729369652145,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Jamaica","Jamaica2010",8,0.273745236952699,0.287477143687006,0.0666253657960302,0.0814285714285715,-0.0507590524979197,-0.0595916131722206,1.07914250612084,0,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",57,0.267619105000888,0.35437465900077,0.159732479932856,0.24,-0.102918269660136,-0.0471436506922696,2.07224293982076,0,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",8,0.388113612965639,0.395735117119925,0.0872036843426712,0.138458386070024,-0.0146922513042328,-0.0116257535023775,1.06382296634942,0,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",6,0.19548050725522,0.231970418101468,0.0899879362546931,0.155555555555556,0.0121856872967204,0.0122438355990988,4.59934262447706,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Laos","Laos2012",22,0.546961839434241,0.54848883487103,0.385585790364773,0.396666666666667,-0.164258733031218,-0.163501985436654,1.45350887312143,2,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",12,0.22875382091517,0.253454419802664,0.0936897638104232,0.2,0.0176575948280382,-0.0222355652341465,0.319100499361472,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mali","Mali2010",10,0.179531740501394,0.214338169488994,0.154410617551589,0.28,0.114374465147511,0.119576860538236,0.213333333333333,0,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritius","Mauritius2009",15,0.499105645131763,0.494200739216282,0.236024258229884,0.429412403883644,-0.0804359415987613,-0.0938365302509206,1.0930183574101,0,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",114,0.277144275815513,0.251063644178975,0.170485815998367,0.206442577030813,-0.0233204064400191,0.00324863010558058,1.73757910312127,1,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",8,0.442592537011621,0.44202276559113,0.25801916847508,0.299520547945205,0.0352997071552696,0.00554422533658424,0.854403959654546,0,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Morocco","Morocco2013",36,0.30553899255604,0.3,0.179716440800683,0.187714494341,0.0389215490277506,0.037953714484966,0.37556771237325,0,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",54,0.368463323895884,0.36,0.218920911998993,0.243713080168776,0.0412425645786029,-0.00588413883888076,0.0962371794426811,0,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",19,0.304239033754661,0.331994496827567,0.150842864707316,0.142857142857143,-0.0185379446925171,-0.139006901474358,0.390470523080118,0,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",5,0.266394083792504,0.266712539696749,0.0637796810296541,0.068308899297424,0.0408780324485592,0.067592407256114,0.425328803691602,0,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
