"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",4,0.47008935881,0.589321706415018,0.279780763262825,0.435409013188438,0.148111687734503,0.0661017213230061,0.72412262834382,1,0.847514651617104,0.847514651617104,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",11,0.465480687078955,0.328945427451931,0.382310386421179,0.607142857142857,0.401295695764802,0.327635261156289,0.0323540042970974,7,0.172741468066908,0.150507676635121,0.0586929373241589,0.066666666666667,0.0104726693038305,-0.000493120325053105,0.900501329063919,1,2,0.530176126122005,0.530176126122005,0.61309994942415,0.867054263565891,-0.267604385566481,-0.275880902043693,2.82923986639173,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",43,0.282392601622365,0.280299423407089,0.0962812406286626,0.0113533834586469,0.0124928999258348,-0.00520313020351568,9.4066753964584,1,0.421052631578947,0.421052631578947,NA,0,0,0,1,37,1,0.001,0.001,NA,0,0,0,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",3,0.594454250795017,0.610561512401946,0.142680842247525,0.122367962962963,0.0439301131669646,0.0602455653343112,0.708385522778264,1,0.636255929462818,0.636255929462818,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",29,0.522676375562946,0.621419479230541,0.210601254638755,0.28,-0.0137988586154541,-0.0104315206207657,2.53470940637925,70,0.346171710240201,0.353327515051479,0.216780642279928,0.3,0.0060573866397535,0.0107704729468677,0.368232651676556,0,14,0.396090528291455,0.25,0.209469686884348,0.357407407407407,-0.0157494948875997,-0.0327569376172225,0.524238000003703,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",4,0.478435071885452,0.52107383004388,0.129447572524617,0.177777777777778,-0.019359640440495,-0.0168617614269788,0.736543442286252,1,0.521739130434783,0.521739130434783,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",6,0.741532261469925,0.756125355378175,0.176891380287199,0.228682170542636,-0.00430702491443057,0.0363300651147359,1.01989592203422,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0.530267798911006,0.495964363712158,0.140555346025256,0.221835075493612,-0.0566573075802425,-0.0419307259591598,1.15277777512868,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",230,0.536325189179573,0.583333333333333,0.196109647690996,0.2225,0.0188648617438238,-0.0125863831986707,1,149,0.584288774837399,0.602036844667353,0.148723854944096,0.1468,0.040493857710179,0.0304756408841507,1.02728498648138,7,133,0.519959258305353,0.502747933922037,0.183295682903934,0.238571428571428,0.0750718942267157,0.0152099422338025,1.36098912623204,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",2,0.388580869350326,0.388580869350326,0.289577062771634,0.40952380952381,-0.0296285823568565,-0.0361344537815126,1.29102002044733,2,0.537710767863007,0.537710767863007,0.0206239477846076,0,-0.00109249286843191,-0.00238636363636363,1.33257603363916,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",8,0.270030213452881,0.155628597213582,0.26335992205121,0.281333333333333,-0.153493922580059,-0.178890651648801,3.40696370898745,3,0.131675152718244,0.0639128098271693,0.159667297272528,0.297254901960784,0.0127524691009282,0.00513888888888889,0.887775294494637,0,1,0.442894991972931,0.442894991972931,NA,0,0,0,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Pakistan","Pakistan2013",4,0.193361914107485,0.184876406167952,0.154107775847042,0.186862745098039,-0.122302967757996,-0.116664130796018,3.43773476038042,1,0.416666666666667,0.416666666666667,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",3,0.458062184710991,0.464084821599565,0.0560867998280893,0.0475895255808462,-0.0601948059731793,-0.0766940315499976,0.599859313059211,1,0.757161724137931,0.757161724137931,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",7,0.687380886843972,0.638765964194011,0.471761298515281,0.770886075949367,-0.0530612631534631,-0.00658650831511803,1.17937774778832,2,0.810383250465986,0.810383250465986,0.143433608257368,0.202845754097679,-0.0793510920465876,-0.0852449948201905,6.69161036179313,2,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",1,0.125,0.125,NA,0,0,0,1,6,0.229731822225146,0.0994432651199259,0.32712237163935,0.208333333333333,0.0659499199181709,0.0613329905872221,1.53966711242922,0,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
