"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",5,0.787218717249516,0.623350752842964,0.471820618537737,0.00332903881925151,-0.0633309098957272,-0.102679076480615,1.05731031991488,5,0.787218717249516,0.623350752842964,0.471820618537737,0.00332903881925151,-0.0633309098957272,-0.102679076480615,1.05731031991488,-5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",21,0.398523730682299,0.374815283576315,0.228645986316321,0.428404802744425,-0.12571352384128,-0.0902981665359181,1,21,0.398523730682299,0.374815283576315,0.228645986316321,0.428404802744425,-0.12571352384128,-0.0902981665359181,1,-42,21,0.398523730682299,0.374815283576315,0.228645986316321,0.428404802744425,-0.12571352384128,-0.0902981665359181,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",51,0.446042500154479,0.558528017255055,0.221405445368615,0.344801779070265,-0.156028921310465,-0.00711951742738034,0.993895605096548,51,0.446042500154479,0.558528017255055,0.221405445368615,0.344801779070265,-0.156028921310465,-0.00711951742738034,0.993895605096548,-73,51,0.446042500154479,0.558528017255055,0.221405445368615,0.344801779070265,-0.156028921310465,-0.00711951742738034,0.993895605096548,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"China","China2012",90,0.337083302091542,0.255565059943573,0.237713924661177,0.329694620145549,-0.0829980889348183,-0.0603419612694744,2.61457625951655,90,0.337083302091542,0.255565059943573,0.237713924661177,0.329694620145549,-0.0829980889348183,-0.0603419612694744,2.61457625951655,-170,90,0.337083302091542,0.255565059943573,0.237713924661177,0.329694620145549,-0.0829980889348183,-0.0603419612694744,2.61457625951655,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",5,0.580894175829512,0.602606164413819,0.247580475522415,0.191534498434185,-0.0183566125415339,0.0400706330816569,1.01221403279038,5,0.580894175829512,0.602606164413819,0.247580475522415,0.191534498434185,-0.0183566125415339,0.0400706330816569,1.01221403279038,-5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",6,0.207161181577157,0.203610319928226,0.083528543858841,0,-0.00214597528355676,-0.0147060364309184,0.709401709401709,6,0.207161181577157,0.203610319928226,0.083528543858841,0,-0.00214597528355676,-0.0147060364309184,0.709401709401709,-9,6,0.207161181577157,0.203610319928226,0.083528543858841,0,-0.00214597528355676,-0.0147060364309184,0.709401709401709,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",414,0.311295759258855,0.259614706888595,0.234159628781519,0.307825334286836,0.0304885040043796,0.0434433687915508,0.814363206744163,414,0.311295759258855,0.259614706888595,0.234159628781519,0.307825334286836,0.0304885040043796,0.0434433687915508,0.814363206744163,-823,414,0.311295759258855,0.259614706888595,0.234159628781519,0.307825334286836,0.0304885040043796,0.0434433687915508,0.814363206744163,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",3,0.101236763940091,0.0813256195067302,0.0895715523168433,0.0838491017736301,-0.011258955829549,-0.00742822723020743,1.16952900308506,3,0.101236763940091,0.0813256195067302,0.0895715523168433,0.0838491017736301,-0.011258955829549,-0.00742822723020743,1.16952900308506,-4,3,0.101236763940091,0.0813256195067302,0.0895715523168433,0.0838491017736301,-0.011258955829549,-0.00742822723020743,1.16952900308506,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",12,0.28116316487341,0.294066164494874,0.194502890227009,0.157180102738842,-0.0186359021554626,-0.0234176273299426,1.56634282825021,12,0.28116316487341,0.294066164494874,0.194502890227009,0.157180102738842,-0.0186359021554626,-0.0234176273299426,1.56634282825021,-24,12,0.28116316487341,0.294066164494874,0.194502890227009,0.157180102738842,-0.0186359021554626,-0.0234176273299426,1.56634282825021,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Peru","Peru2010",3,0.609360564719205,0.289009656390639,0.691324781700761,1.26098560961963,-0.179005735157637,-0.178339283037985,1.19437607900465,3,0.609360564719205,0.289009656390639,0.691324781700761,1.26098560961963,-0.179005735157637,-0.178339283037985,1.19437607900465,-1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",6,-0.293751221677681,-0.205910776712638,0.613223326537371,0.829613069647463,0.131330664104247,0.081052609964771,1.14169891251876,6,-0.293751221677681,-0.205910776712638,0.613223326537371,0.829613069647463,0.131330664104247,0.081052609964771,1.14169891251876,-7,6,-0.293751221677681,-0.205910776712638,0.613223326537371,0.829613069647463,0.131330664104247,0.081052609964771,1.14169891251876,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,6,0.310924546818872,0.147794741184523,0.319974123376619,0.427123186576295,0.265744086756579,0.235889149222859,0.144958572279733,-6,6,0.310924546818872,0.147794741184523,0.319974123376619,0.427123186576295,0.265744086756579,0.235889149222859,0.144958572279733,"2012","Europe and Central Asia","Russian Federation","High income"
