"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",11,62076.0841761339,62637.1129626084,20730.3526975175,33869.3168482323,1096.28369053009,8050.98866098918,1.28574799116325,18,48313.3086695986,47995.7264255354,7214.91394673262,0,1664.5320076083,315.409801601464,0.334724284702365,23,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",4,6266.14188439113,6229.81870194507,626.327093964291,245.138747783188,248.227910750462,384.583615181594,3.12300595683908,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",33,14829.3643709727,4327.4391683223,20020.9638778046,15347.9175695509,-9128.57943336025,-5599.55860124354,0.5589675704088,3,27353.0291918702,29025.9007933621,14927.8314040162,13356.8363713389,-10922.5940044587,-9918.7510103958,0.207052652411983,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",1,51885.2933921158,51885.2933921158,NA,0,0,0,1,3,60815.2756113909,60932.6110096299,36595.9926966075,50655.5121593123,626.12280287323,-26767.8284486136,1.10150548462331,6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",6,96027.7309998365,103429.386093827,52168.6570131677,85437.8654235389,853.507490539751,1955.92849370248,1.2798975815011,4,174540.324790811,203063.108261606,118550.535655575,195129.982660007,30480.7474186738,40476.6674748139,2.59354263983999,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",5,44947.5719642397,28889.4830646372,59738.1724926343,41571.6999050332,29088.5107564518,1638.75394371848,1.24922726863442,1,2301.9943019943,2301.9943019943,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Brazil","Brazil2009",22,36982.0685975049,27250.4705635614,36292.2723033631,47433.4274793213,5823.56052543969,26257.1778930018,0.640740235676368,1,92335.2956268811,92335.2956268811,NA,0,0,0,1,14,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",5,47651.3630235693,59123.5701090592,24439.8074346115,34432.550022573,5819.61196929821,123.819978587565,1.80336900133908,1,84112.3806902739,84112.3806902739,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",3,40867.1841276169,10087.2177277278,69946.1220265446,131884.733505299,56810.5515809382,55235.5471635496,0.896648867989373,1,78255.600387765,78255.600387765,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Cameroon","Cameroon2009",3,12932.2300371576,9806.44516269655,17341.9226336806,11763.8542268985,3003.91309187551,5015.61694547306,0.949699220731065,2,436613.867637272,436613.867637272,531283.199751898,751347.906550108,-131944.022613677,-131944.022613678,0.740072202166065,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
