"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",8,13231.1357003604,11716.1274443852,10303.2240073541,9340.76629700525,1090.21737528868,5332.69075696421,0.491888123182671,18,27098.7009873897,28022.7383339678,3650.71828765738,2672.98347906796,-1108.99195340232,-656.925150699622,0.239135200674724,26,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",30,2739.84051283715,1729.87944239015,2259.58032120016,3442.31006671557,-933.482302481973,-534.563124796561,1,3,10670.4011051306,8253.83932613846,9965.82737792594,15447.4716294615,-3461.87011135964,-4174.18027176052,0.207052652411983,8,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",1,12549.755339218,12549.755339218,NA,0,0,0,1,3,22631.7824737506,22820.3578729289,8489.99540949785,10930.5225953162,-1101.41383153466,-9411.59499805907,1.10150548462331,6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",5,51324.7080123106,59607.9871448383,33288.6775754883,57874.4896487191,-2223.85068157673,-767.481137491836,1.00522325879067,4,63437.8544833388,52690.1416967974,40926.2516025354,37577.1147163101,31792.8133137725,52580.4465502936,2.35915301763802,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",3,25989.5495717566,25877.7600395305,13919.0547927349,19642.6924379094,-5703.03920341539,-3557.29083152046,0.37769679900936,6,13920.435981031,23248.6438509067,36098.8895453879,22791.0850873537,-295.352898722592,-13560.216818432,4.36416208870588,28,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",5,14792.058408342,12068.6051073712,8581.11576388662,8446.41233731606,1509.47220037607,23.8901008531986,1.82212512213667,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Cameroon","Cameroon2009",3,11306.7813548029,8323.2686034544,16490.3424498849,11146.12316465,2861.62004046591,4776.67846338319,0.949699220731065,2,389149.867544949,389149.867544949,522039.592549541,738275.471879286,-129648.375549533,-129648.375549533,0.740072202166065,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",40,30180.1307591511,21871.9572112707,26496.3808140328,24707.1864603936,13154.5920361842,10248.7296777481,1.34785706963985,30,43661.1296526292,39737.8926315138,25603.715813142,24855.375146505,4757.18599234519,6296.61706345276,6.54451345535978,15,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",78,20542.0177605835,16251.3964497876,12836.9548626547,19165.0589729303,-3487.78066405412,591.186640539961,0.710655379725989,44,22062.8631796042,18565.4035593957,16048.8154804072,19063.7601995313,10824.3914491337,8790.09534425897,0.654258735744343,24,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",10,15958.1232289342,15573.4615468015,4446.87350249853,1416.74224240781,1312.59122992128,1369.1889702299,0.975352576833678,30,25059.4741417482,18580.9205139947,15396.5609245861,17679.9677387536,7807.85850876601,6550.60201726917,2.11995381656944,16,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",5,24108.1612518366,23831.1890883755,12193.6642647291,17680.6629060721,-1464.99323337958,578.106653031524,2.01746301623947,8,30062.6202096733,22006.4909587355,20853.5249575737,15802.7457285999,-1020.14262169531,-2947.87789098853,0.302069282058861,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
