"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",19,28688.7509769167,14626.4913062375,30272.7342810217,32971.7113324518,1468.57516353309,3405.01947314286,0.824831625138511,11,48968.6441225333,23560.3000248226,47952.6247826041,98085.2347809175,-9090.05328004784,-11819.1155186972,0.445939740786991,12,1277.83374379428,11475.6028097716,49208.3142038922,80565.0797363754,-6083.37682821875,-55.7988700830015,0.76565868189595,19,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",65,3476.62316480648,2421.86656100113,3263.60883567383,3332.34589628028,226.794280826187,138.905109548836,0.860815635613468,53,2629.77914756551,2548.59046880519,2312.5097030168,3583.05827218933,-511.333145913534,224.8786370421,0.389323527609913,32,2578.52403009852,2198.52088055256,1881.8223669146,2276.46950328907,130.112126669208,52.607599529703,1.28815759520412,12,"2013","South Asia","Bangladesh","Lower middle income"
"Bolivia","Bolivia2010",1,19898.4134615385,19898.4134615385,NA,0,0,0,1,5,10091.3907472296,7719.04705489693,5390.55068179852,4490.29240405365,-1920.44057408765,-1756.68396521681,1.6284186934639,2,5488.28541279698,5488.28541279698,2270.75672782139,3211.33496133496,-439.755554720594,-437.909312909313,0.782205854825774,6,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",4,13722.4341586334,12576.6466931391,8262.94526707316,12006.6905012339,641.027776157767,746.717123033764,1.07142857142857,2,9879.65062203367,9879.65062203367,2177.24706500175,3079.09232796249,1048.698608166,962.937113801003,2.37530876881137,4,2402.69254463041,2040.57719026716,2187.63953876,5001.50103211284,207.657584964892,215.024475949029,1,1,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",52,22744.8745880528,17190.9477324497,22665.186142788,16567.2078459975,2005.9712260799,3016.69406088888,1.51153843623612,22,31415.2730461072,28781.0618119949,19511.7799440094,16985.5763055063,-715.335633842318,2696.60919646561,0.599737262769648,50,15134.7735349026,10274.2377740747,13865.5299773646,15368.6969832298,-998.532914529435,-1269.64659823466,0.708687482442833,44,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",1,4482.0723137055,4482.0723137055,NA,0,0,0,1,2,10490.040612234,10490.040612234,1566.1137538568,2214.81931092332,247.975116137363,260.566977755685,1.34914985079705,4,6773.48012500503,4449.39053616058,7163.13236156266,14050.5908653071,-837.21175633274,-181.562830012735,0.678536594597702,3,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",27,26619.8524438425,22813.676285411,18271.0728764912,14944.4611219803,-1122.25979371122,144.498193216721,1.80450019332089,6,41251.8200660584,26317.9734656189,29684.1897078772,50216.9423212511,-9383.69431050888,-13978.3356288611,0.771285252889642,20,25825.447020854,18320.1276466888,23641.3153321057,16724.3193643836,2266.1236974024,1828.17238009498,1.80830067070173,17,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",60,18428.8297606588,14656.058411939,11604.4568131315,13025.2884391378,966.035823578309,1351.75952501872,0.971174441892068,58,18354.8251897233,15016.8530848689,13120.0289428053,17143.5431993763,-6042.14006833315,-7778.51733607851,0.393436682976907,17,33304.9387416476,39834.7970648386,18899.801406373,32331.3909366878,1069.90996369116,-936.538515362429,2.4,20,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",14,10127.2323439861,7569.41051134956,6493.21518358972,6141.32246142886,1603.96733340441,748.085154793064,0.796725429072124,12,26282.6132290835,22075.9902508782,19294.586269864,22777.7828753832,16823.5997989745,13864.985454145,0.938566389952553,21,38829.1539857497,42408.5864247514,28795.3107799737,39492.6727639452,-9440.35970325971,378.980147969519,0.295240884197552,11,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,2,26071.7664516878,26071.7664516878,22361.1514987859,31623.4437198624,-964.640856176175,-964.640856176175,0.9425,1,6340.782269045,6340.782269045,NA,0,0,0,1,8,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",NA,NA,NA,NA,NA,NA,NA,NA,2,15739.5397177961,15739.5397177961,586.813584679749,829.879730038874,193.090828276372,193.090828276372,1.87037037037037,3,37697.0246161032,34112.7909868638,9011.79877534064,16927.0464300818,589.800290796724,603.890020830613,1,0,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",3,8167.51753717765,8259.56477467407,1036.06421589299,932.743404781899,-13.6851639883866,33.8455874267668,NA,2,22028.3610689644,22028.3610689644,14020.4611069475,19827.9262481697,5333.25408985421,5333.25408985421,2.16428571428571,2,9269.49404349005,9269.49404349005,8800.2745554297,12445.4676288955,1724.20804364918,1697.10922212212,1.34434626631263,3,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",6,24142.6031123865,20768.843504162,24991.2969080468,30638.5776397516,7257.20765310899,5516.70156752344,1.83415318384933,1,21133.3333333333,21133.3333333333,NA,0,0,0,1,2,7502.35586602662,7502.35586602662,222.738636073762,315,-31.1715048752836,-31.5,0.840540529777825,1,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",52,7783.92026851251,7065.03101585512,5595.75921487395,6743.28155141011,-371.041076442908,-47.2033435569472,0.736775252354226,48,4419.54811138412,4258.22801415915,2828.07420903782,3389.90654853345,227.307006657062,-934.240023626068,0.209180852241785,47,6855.12574196194,4266.84132098479,6919.03056411312,4147.95820975316,-242.128127075904,-68.6847322361519,0.989729302514576,77,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",2,1256.32906644301,1256.32906644301,429.314831434689,607.142857142857,67.1104882151687,82.7922077922078,1.50193590560607,1,40566.6666666667,40566.6666666667,NA,0,0,0,1,1,7663.83333333333,7663.83333333333,Inf,0,0,0,1,6,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",1,3484.26699014334,3484.26699014334,NA,0,0,0,1,3,8173.5104884224,2035.28652586466,13005.8981363947,23743.004916661,-5193.93699931428,-6256.55341087705,NA,4,1096.07811871926,604.666921107458,1161.7446899694,917.978209164379,-130.543310428538,-130.543310428538,1.08333333333333,10,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",2,14450.3971576797,14450.3971576797,13683.7501764391,19351.7450836454,1791.82824848568,1791.82824848568,1.22727272727273,2,5764.32028817376,5764.32028817376,783.825543485563,1108.49671413175,-356.420159916532,-331.360277816862,0.56787030910294,1,5882.72922644929,5882.72922644929,NA,0,0,0,1,0,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Guatemala","Guatemala2010",12,4197.92185324179,5086.08123227935,2768.46681601536,3825.25124270379,-58.8412396989666,11.6478870325026,0.692927040213089,11,15554.8114252427,12134.4979925029,10864.4099958972,17773.1436925518,-1670.89642295225,-247.803006045834,1.06618329476634,13,3639.76891939248,3742.89802796651,1524.25358185412,1776.62213386307,-14.2126916436392,137.113859218378,NA,25,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",188,11757.7889959739,4855.77543589612,13938.4676376822,14573.0983373136,-143.405236504113,-410.91658916283,0.853350673805725,121,7668.97354553216,6131.37251046661,5880.20393821759,4983.33879238016,-748.606389236149,-1562.13081787531,0.677505857595479,72,6465.86411803449,5204.72467596489,4655.00167774491,4446.67358756484,97.1784026809746,52.8253138866179,0.925621344700296,183,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",26,1144.99785758356,1090.64518741195,908.251746329764,753.290258310571,16.6889495506221,106.416479833173,1.20492913610459,24,6241.28438616754,4579.53857944748,5344.43597559946,8059.09742088692,2250.54002847324,1183.01640880539,1.69235179407298,65,1592.79710312429,1522.40758023424,1216.99219488659,1340.84864338189,59.5573193930081,67.0682349840699,1.4,87,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Jordan","Jordan2013",2,15365.7541158736,15365.7541158736,18857.0755820639,26667.9320348493,3785.8169411675,3733.5104848789,1.30320150659134,4,21706.7815245638,18780.3455790259,20652.5955488738,26392.8626589107,-13203.0594908396,-15272.3886579153,0.143425925925926,2,18249.9730386113,18249.9730386113,5033.30163180598,7118.16343121465,-454.759856051469,-464.228049861825,0.859191655801825,1,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",10,25084.9840778872,21710.7747153207,19808.9123436854,40304.3869984705,852.823792426221,1638.40194389544,1.18733031986027,11,29345.4015519172,14816.9994741537,37951.7250113643,41269.6226187963,-12920.6142198787,-5214.08302706913,1.14920536327362,6,12469.8369353989,6109.07600634499,19915.7648707984,2647.69981278338,-2008.73501813092,-2627.11103224729,0.867555737495422,11,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
