"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,22,4,1.35053013490245,1.35758334653777,0.354619041140687,0.364175742838436,0.0345423201307253,0.265128261542587,0.891511559875498,5,1.31057501583959,1.31066843690861,0.0210423397388374,0,0.00362149490766759,-0.0237496236205496,1,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,32,4.65720896036347,4.81151428381614,1.01688597750511,1.6535359270888,0.666537325073596,0.688300342228034,1.32970799475277,3,5.75469735084199,5.71460480207315,0.175970262862961,0.110188085007859,0.134570187838385,0.125049406661156,1.72543877009986,"2013","South Asia","Bangladesh","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,39,1.70948465246014,1.58366363833997,0.59108094521906,0.914704305214983,0.0497981896903077,0.0518537227673823,1.04361372324938,30,1.80206156256204,1.68600795700888,0.589981060213006,0.715244278612225,0.199247428982863,0.216141319856819,1.10766154066706,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,2,79,4.42938712094688,4.40055695827795,0.576038853921865,0.647308982796435,0.135997894554626,0.303153663015193,1.66666666666667,39,4.52352429640354,4.58790101677704,0.449880471102634,0.421155986737217,0.330775815276302,0.306449338270127,1.31867838505405,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,1,14,5.45621064198402,5.36866064388408,0.465919618987318,0.38986611166624,0.0875816383725054,0.232652717313074,0.987852840865604,31,5.31783521841369,5.17299791457724,0.721991939417884,0.929629350131549,0.640381078725442,0.430105862544049,1.93094478692405,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,1,70,4.45934229349756,4.2703762642734,1.04841371894705,1.31889086610284,0.499886667129645,0.278961809326839,1.08305620771637,18,4.35302721942757,4.6981315240509,0.788073757948476,0.946549317230682,0.351304107086736,0.34973674557258,0.966781981419431,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,0,5,4.05001216653091,3.53137708767249,1.4115581456763,0.942395235738603,-0.150909548156752,-0.171399941418012,2.50418989360602,11,4.61365925180177,4.77956678012015,1.36468347771877,1.04579371614072,0.791042506738689,0.756034269408175,2.91303691164458,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,2,236,4.96210413334729,4.9730514205055,0.861353557766502,1.22485246306334,0.314308092551311,0.341717419155915,1.2954901578603,23,5.74042723416818,5.9389410712971,0.622406848518022,0.688134160132218,0.343938749396016,0.740087519715849,0.796552811426745,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,3,61,5.16733859502602,5.11105862628574,0.782302417260527,0.913933484528407,0.304224112356003,0.583501687935393,1.4,11,5.58619797965291,5.32158172235243,1.18993835493655,2.36680241573411,0.536952515600643,0.240729408598704,1.81442112540263,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,2,25,4.8773764799387,4.96013329436836,0.663511254950026,0.862121443863732,0.228883657087302,0.3063081485801,0.915561141532717,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,0,78,4.29980218516428,4.35174074599271,0.659069725033936,0.797233932477608,0.310527019442258,0.447171120308397,1.31366939879933,53,4.7179143439797,4.67173771913291,0.794738080326938,1.26513870848798,0.307301997404231,0.223493021329887,3.28224578733099,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",NA,NA,NA,NA,NA,NA,NA,NA,0,19,4.58366326133617,4.29978139926645,0.746929623862281,1.03901104802178,0.228400202438664,0.434924471691407,1.47058823529412,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,5,20,6.45590670194345,6.16174215104934,0.953224160127632,1.93948171438596,0.440738320445788,0.742580009277863,3.10727163955581,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,3,11,4.3291559773622,4.41954138174163,0.396471663901511,0,0.13235191686456,0.277282363628007,0.431793608856142,24,4.91204796647985,5.13838254781101,0.842068311266275,0.836988370147768,0.0677658210320919,0.257973743206832,2.59597166814809,"2010","Latin America and Caribbean","Peru","Upper middle income"
