"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",3,0.192048472175477,0.153374233128834,0.147737886792076,0.287782630604494,-0.0183049492210131,-0.0183049492210131,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",5,0.500824774313367,0.589075450971819,0.594592840533466,0.860522496495618,-0.360171884816404,-0.222024970495774,1.09377274084228,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",17,0.0237050675841147,0.00329690799064925,0.042864393597745,0.0170449478101703,0.045872472976149,0.0419179925039777,0.288843851466581,2,2,0.00129649042359778,0.00129649042359778,2.97613282986508e-05,4.20888741141901e-05,4.85640855163732e-06,4.85640855163732e-06,0.8125,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",9,0.556163864545248,0.541242693223641,0.204854341599074,0.140983606557377,-0.0157851225622477,-0.0152719565963692,1.96302523649511,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",105,1.9674219232884,1.77055385785035,1.73178076462597,1.87862150006078,0.263570878850186,0.161190938926892,0.687542075652819,3,15,1.70407678519916,0.822693854239855,1.76516057122246,2.17423289697072,-0.721010605386458,-0.65067886733018,2.96538620131104,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",12,3.9861871612278,1.14972723230405,5.07750929394849,10.3494735970306,2.30050325633331,0.308336345150157,0.367082008032202,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",13,0.722122493394019,0.729693869337014,0.483450659861242,0.776694045174538,0.0457737377998072,0.0688106143378003,0.703670864874827,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",15,1.08141981977239,1.00926756352765,0.485761726904697,0.628851137345235,0.0117699764636908,0.0198481794133932,0.526315789473684,0,2,1.10363924050633,1.10363924050633,0.305816223930891,0.432489451476793,-0.131500171057133,-0.120694730644687,1.94736842105263,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",137,1.74067360747646,1.24414116705289,1.65518462162062,1.64124078311721,0.365090294902376,0.165119339514508,0.99760207428375,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",8,0.771114924711703,0.765444532903855,0.0633710168814554,0.0896038747621518,0.0291172877812143,0.033015660994373,0.484359910100633,2,1,-14.0151515151515,-14.0151515151515,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
"Belize","Belize2010",22,0.635046347435263,0.537599364154239,0.378500414616912,0.235555898544014,-0.0904948122201827,-0.0794648582039738,2.32420204408896,3,1,0.927152317880795,0.927152317880795,Inf,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",5,2.18819078648724,1.98310289502998,2.07927562147144,2.16437711819762,-0.303494106151984,-0.517523530885212,0.607872514273573,1,1,20,20,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",6,5.18957056445926,4.74283845282698,4.4982640161966,7.32425843765381,-0.661395782975178,-1.82963030201688,3.85897155647636,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",6,0.119326729258138,0.101764992364572,0.193895379719381,0,0.00817714471733446,0.110894688836689,2.28284111719993,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",4,0.61511366297186,0.710768495659802,0.501340065008378,0.839750903578604,0.217777982137956,0.231407061539332,0.867904987806485,0,3,1.04117281538424,1.37772888581735,0.890944608633056,1.68488452517277,-0.473822961915554,-0.454728252197442,6.32485688349721,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",76,0.562963884113991,0.447413155533608,0.361947069683352,0.256413520911579,-0.135230817427405,-0.246772856303098,1.26141787822148,20,34,0.242702260099786,0.0515328282837791,0.459004501362946,0.289448411721251,0.486671035490875,0.276700957978518,0.9,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",7,1.83821918396933,0.691295607131221,2.23515655212196,2.84713904368083,2.55051933001397,1.39218052176996,0.0411453139183795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",9,0.356259866295054,0.197079295008021,0.408697779010382,0.34674411333507,-0.0421252655340439,-0.0630625788447713,0.344425815946797,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",18,0.875657206604181,0.593643617080208,0.714085151626721,1.04895580629368,0.163088769386525,0.15437372915391,0.430247757826138,1,3,1.65079081262916,2.00001297665317,1.18128978817678,2.28019450109826,-1.24835016488067,-1.16330170619823,4.60667582219735,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",16,0.261883754530563,0.139214199198707,0.295777575294724,0.447529110073991,-0.023097068220874,-0.000592519718552157,7.9496490282327,0,1,0.333889816360601,0.333889816360601,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",131,1.07263992905227,1.00982796301781,0.883168085914299,1.31229324833068,0.112711731016388,0.0713395159730171,0.771834808818095,8,9,3.56330630171113,1.17561998156592,4.8229042898531,5.07618140477795,2.87854371949352,1.45224095009036,0.0850469693315147,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",105,0.614314334650441,0.515862922503473,0.746859964482833,0.877937738402855,0.124397362057064,0.042836171437589,1.54167748373236,5,2,0.16285664078796,0.16285664078796,0.2315962097571,0.327526500832695,0.00699553080965298,0.00779825001982607,0.938958866126405,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",112,1.25362755127595,1.21122514445017,1.15090248043325,1.33074107382325,0.161985313762121,0.215028906601233,3.75733312298357,3,4,0.907842705498127,0.674527399527923,0.975755113754213,1.13413545166793,-0.593874633456944,-0.662903002460363,151.785372318355,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",47,1.22437454976322,1.06082239832929,0.81255504408116,0.918372379778051,-0.263488954688395,-0.298270293994507,0.624957346979374,6,15,1.19635680412401,1.63258135532911,1.6047041303307,1.7727091310722,-0.0841861529393885,-0.316348752385787,1.49242082992629,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",8,0.635976465316147,0.230350936386113,0.662152483428997,1.34650106376862,0.0864198620705686,0.00877039097538428,1,12,6,0.219277853667207,0.0386459147640977,0.288547947802437,0.421221044296415,-0.0764198072453665,-0.0599602169695522,0.424399920552376,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",17,0.968634293119749,0.668875263301232,0.924472041755718,1.26432391138274,-0.00705955832366968,-0.0385650517320768,0.412682802321502,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",6,8.61023245664839,1.50313216491401,21.8693157346482,10.6505114514268,-0.597259217744581,-0.199928370407997,0.9557047915468,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominica","Dominica2010",14,1.01903093614434,0.971075525671651,0.425927468139812,0.30683729246123,-0.00100411373050657,0.0048535994225554,0.807692307692308,0,1,1.86822742474916,1.86822742474916,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",10,0.697439260676131,0.692739863760333,0.428685382504055,0.351533378281237,0.310426122134848,0.297556065773518,0.0882362217421938,2,3,1.32867050501714,1.07840224863352,0.884896173799491,1.66339791740733,0.334737579633945,0.339919741257726,0.539862151781465,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",23,0.286042994856076,0.171654772670061,0.277932365338658,0.305988086402382,-0.0591553149876941,-0.0646329150243794,2.14285714285714,1,8,0.28960725982924,0.205762521683227,0.223501569861577,0.446504870786601,-0.11162649684128,-0.0924039354960089,0.562344995570301,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",20,1.39657122297578,0.325960909594597,2.29341597893538,2.47408940789786,-0.562131759835437,-0.708986941247681,0.415705546119963,3,1,0.553260548834464,0.553260548834464,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
