"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",4,0.012066779796714,0.00467439967439967,0.018166806516589,0.0158397118597776,-0.00610014880289003,-0.00610014880289003,5.6,1,0.0211382113821138,0.0211382113821138,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",1,0.168846153846154,0.168846153846154,NA,0,0,0,1,1,0.3,0.3,NA,0,0,0,1,1,5,0.123486734585725,0.108862073423417,0.0638869665207887,0.0517303348386287,-0.0197889427983473,-0.0263063087441589,2.13037887868125,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",16,0.126697417343625,0.0895170477117452,0.117182537757471,0.164934164934165,-0.0118293583986424,-0.0128554620590358,0.424021147450758,14,0.0987768112501694,0.0484651846118469,0.101652181883717,0.114444444444444,-0.0472794483386031,-0.0379955377156785,3.54791909535792,1,8,0.11424326082447,0.0666007949390523,0.126719632087028,0.294615384615385,-0.0527646313632229,-0.0311374320623336,1.23009254774866,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",2,0.15,0.15,1.61005677795019e-16,0,5.36958831146898e-33,0,1,3,0.246919386975267,0.258360682768853,0.147902445109938,0.140625,0.0250322270536609,0.0302211734693878,0.856504757117174,6,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",1,0.257142857142857,0.257142857142857,NA,0,0,0,1,3,0.115653685238892,0.1,0.109924957391696,0.219223985890653,-0.0113043856680497,-0.0113591184392218,1.1466886682673,0,4,0.100322262624695,0.0763363688851408,0.0923160749700939,0.16014843953275,0.00433492785631229,0.00594682622199443,0.811228639918198,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Chile","Chile2010",1,0.202120370672098,0.202120370672098,NA,0,0,0,1,2,0.297246593817163,0.297246593817163,0.066816773752165,0.0944931876343264,-0.00759320257775837,-0.00759320257775837,1.19148936170213,0,12,0.304830033186998,0.392828089957866,0.202354551452345,0.281666666666667,-0.16188422081072,-0.0721151314085921,1.18179646505264,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",73,0.117872207023167,0.10604059350955,0.0635768276609558,0.075,0.0148052668672168,-0.0249235112659579,0.48355765608088,4,0.0826847551294937,0.0672783278573235,0.0550462692867948,0.0810989010989011,-0.00233209971061105,-0.013964680266542,1.08107985665239,1,3,0.243856409172708,0.242017224471258,0.146487507951214,0.21,-0.118323834269699,-0.0726994301994302,1.93693587862817,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",3,0.439507121014728,0.383559023574863,0.189471691011717,0.305761316872428,0.041472058894486,0.0400222986510452,0.712133528615167,6,0.276073021650958,0.269608131108067,0.119921926641579,0.225056852779814,-0.073250879725727,-0.0669399031561539,2.97150371978389,2,3,0.158574896658342,0.162268622616334,0.0352748023276166,0,-0.0546689633593201,-0.0348310954804311,2.09780905637921,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,2,0.7009375,0.7009375,0.312452808936806,0.441875,0.163921370967742,0.163921370967742,0.574074074074074,0,3,0.251187151393693,0.225859098752185,0.133473478384846,0.281212121212121,-0.105409096280548,-0.115451562872823,7.43649113939208,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Egypt","Egypt2013",32,0.218326724981152,0.228735555079191,0.193022502918444,0.19,0.0130632009509121,0.032811284043989,1.83032759588464,20,0.119995554023251,0.153924903155306,0.0751803890566543,0.11,-0.0244715415147497,-0.0434275081016885,0.885296383132078,18,1,0.223376623376623,0.223376623376623,NA,0,0,0,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
