"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,2,61,3.84009028141199,3.80740820112143,0.58684060914786,0.67845820597564,0.20934813058053,0.167454628764461,4.78666550360991,11,3.98271388335508,3.90443978028571,0.730752228582753,1.52979590293204,0.0158810807095677,0.156310627419471,1.36172804790546,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,2,81,3.50918775823637,3.35591258561106,0.877874379568284,1.17367683415211,-0.123882970421961,-0.139465933718658,0.220946767963123,24,3.56454875988159,3.4668278349233,0.611375288309152,0.738214206806518,-0.443454731300114,-0.373979622956096,0.0816048733631913,4,2.56592950726968,2.79320461759289,0.715193293214719,1.19957629678636,-0.0481014443674221,-0.0769765929038784,0.948008276394187,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,1,79,4.00208380436317,4.70395958871803,1.15397465265738,1.69213370522499,-0.321208102301251,0.301116479112897,0.296317019599469,31,2.77533853934371,2.71648189298055,0.81163923592093,1.06010187119468,0.243445058422607,0.302167515784535,3.5651271181215,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,59,4.87693380761967,4.72257378189717,0.855311975825564,1.03498008525015,0.341639533065387,0.274731393226335,2.86292969517706,7,4.79368718770526,5.06233253279895,0.460645998678192,0.739344729628609,0.116079554168639,0.282836366515584,0.591382933237177,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,0,34,3.35988048228039,3.32926838647178,0.800210211382362,1.04818696757493,0.451262910727283,0.367148722764439,1.00006971961463,77,3.57119479822158,3.44188481760276,0.845259951712161,1.17094161582164,0.106403561848625,0.255797631831391,0.666666666666667,5,3.15458606901103,3.27658012514873,0.264111942155886,0.297704646371765,0.011101789544619,0.0495081984434686,2.01710470753368,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,30,4.29102752842312,3.9261845402955,1.42959549250547,2.2633584225836,0.704063048225459,0.954380598543195,3.42751031032583,2,3.5316292427966,3.5316292427966,0.0382722831248937,0.0541251818582076,0.0172960966251751,0.0214077211827239,5.62926957322792,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,15,18,2.77158854327363,2.8845744713277,0.452527082132947,0.481276104086295,-0.0137412535009664,-0.0769772203625532,0.818266906288725,41,3.84502014972698,3.6278628351257,1.75780223094112,2.03698020350409,-0.0988593094051211,0.19357776629722,1.02342338566843,43,2.97179797143637,3.11124919293596,0.789296821905961,1.13630819487379,0.185895662926307,0.231572866164842,0.890935985212716,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,0,6,5.38313948597795,4.87748440305063,2.13433009801701,3.88002854843214,0.86927719100407,0.333659578528096,0.886781755244427,5,2.65808760978793,2.48148252841003,0.94177693920246,1.32331459122132,0.173648338417976,0.0505819600325364,2.17908336178085,5,2.6454877154776,2.63420913835266,0.937417438183599,1.34057126380528,-0.270922016215163,-0.277758392868654,0.327535421327368,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,3,99,3.73629548376778,3.7297271691327,0.876774140168752,1.40464192556086,0.13615120534636,0.176038497537065,2.45661471628676,82,3.56002250485348,3.31519305861841,0.84770521532865,0.947507057115178,-0.0640009950139442,-0.0895955720607743,0.812871108915361,36,3.793962600938,3.24364751586391,0.961361743809245,1.39091009493454,-0.125331343534497,0.19451875239986,0.431665944751698,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,1,44,3.55558515848477,3.52513208563901,0.663167615543585,0.82121384917215,0.445508858781305,0.182065644068248,1.13555988518342,20,3.41949483100929,3.16491225349757,0.815952980625387,1.2116222413473,0.128834983235546,0.00262674052074522,1.03655128324775,3,3.88655473362026,3.53496091431412,0.948218366807551,1.54732782694705,0.416086330698439,0.421998498258286,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
