"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Export","mean_Export","median_Export","sd_Export","iqr_Export","OPcov_Export","OPcovNoWeights_Export","indAlloc_Export","N_Do not export","mean_Do not export","median_Do not export","sd_Do not export","iqr_Do not export","OPcov_Do not export","OPcovNoWeights_Do not export","indAlloc_Do not export","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,0,13,3.06394543662549,3.16254514121238,0.637332796936622,0.914066858826295,-0.0186139483443284,0.159652585961208,0.542740174112837,25,2.01470450571986,1.85649316645172,0.748529724404028,0.588179020612914,-0.0220056640906349,-0.122429957159408,0.8159285282034,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,1,38,2.05096755551851,1.91415231195316,0.632423520544076,0.524151092542034,0.101126640410962,0.13054747498617,2.54207513058729,111,1.68442235832985,1.68917485832555,0.822632193653555,1.18154888275257,0.544707262235005,0.501608727652052,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,2,29,1.84497582583286,1.95222083143123,0.603521935450153,0.627042746112117,0.0426808867482606,-0.00409730558442374,1.03566159661328,97,1.88278152617722,1.84604709286552,1.02383527909476,1.45586961408191,0.610183476623832,1.28109801180284,0.977923321988925,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,18,2.84939577553464,2.77052473306322,0.757313014139425,1.15170995337235,-0.039462101446809,-0.138045956011198,2.08713524572138,34,2.58737856972932,2.40917042630169,0.742496955922696,1.03235998629186,-0.0115627332143951,0.0655991818903151,1.37257269154453,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",5,1.81506699913657,1.68785274639415,0.815893870158828,1.67468307699411,-0.503508267281468,-0.444039671864516,0.111111111111111,4,52,2.17584859910375,2.13241520378951,0.641036486963117,0.747346483413914,0.41888438751338,0.485416522727872,0.531639339968361,73,1.95824283219421,2.08287101500965,0.534597401994346,0.582945535537213,0.136815123928155,0.235815442066756,2.9089827950743,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,0,30,1.87630683789429,1.69866105395016,0.699754151462759,0.613244214359406,0.188643398517602,0.113595656147596,0.585297207931956,15,1.87694445420879,1.97132339872981,0.612433841241409,0.634425065684994,0.134910835202071,0.163966788840688,0.853805403901518,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,9,44,1.81459769997377,1.81273080016981,0.421663018693108,0.444041834655415,0.12540001455271,0.0416291222945054,3.25402728802959,107,1.87724372124008,1.95352053871965,0.676348520216205,0.707354011803426,0.0415975964386482,-0.0517398637718575,2.41981113771068,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,0,21,1.71730205350092,1.80781953416709,0.465912916461662,0.765310695820109,-0.102476743063299,-0.125133655089237,0.271593179455061,15,1.63039884070014,1.39804234923984,0.980362776897431,1.78715128099311,-0.295755474969969,-0.250920894838932,0.846733458375651,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,74,2.97256905695575,2.94945540028309,0.831685010147757,1.27626692059493,-0.344521357009143,-0.314886106401914,1.84891227078306,169,2.36946261232862,2.34255026831862,0.791318187100129,0.95634291248038,0.144162974704806,0.0579524153444687,2,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,3,23,1.86695829672411,1.73455696776806,0.715062111447466,1.09994994220841,0.761088457684659,0.397414924442119,0.667426754274453,82,1.79432506363468,1.74294263656745,0.708416888861479,0.804958105711027,0.134323504909115,0.31209902446558,0.945596652694445,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,0,16,2.55318236064935,2.36970930179131,1.11683608335886,1.40264370888941,0.215336774841899,0.346831232657046,0.437279911390666,10,2.01979523815744,1.96694996655024,0.847820376362191,1.62872546457894,0.337880544747477,0.281113822889402,1.54253145354279,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Madagascar","Madagascar2013",NA,NA,NA,NA,NA,NA,NA,NA,2,25,1.73692077776352,1.69156014119828,0.392214527294384,0.403600946027328,-0.0193965572500304,-0.0641465213056402,0.714859367342492,5,1.67438380017853,1.63641326830736,0.373562442847619,0.777624685841904,0.0543067147516314,0.0602908999509989,4.39143520596031,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",NA,NA,NA,NA,NA,NA,NA,NA,1,17,2.11217388506575,1.89221868041799,0.705055486364226,0.59363856213796,-0.15132809363423,-0.121879206381897,0.0923333555790129,12,1.6541774678069,1.81866902606314,0.676685356391273,0.757826382304776,-0.130538941306486,-0.222375318486071,0.465065147754742,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,11,10,1.98338572838849,1.8258076924656,0.38054579999335,0.600001080064395,-0.136421066509433,0.00410217277977677,0.237166801664147,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,0,4,1.404386532391,1.42979681116445,0.0659941887998378,0.0614310490132683,-0.0074544427180473,-0.0074544427180473,0.783333333333333,13,2.71630056643126,2.64961120697154,0.735014001012977,1.06218334868989,0.00710908571698483,0.857623201896033,0.669814468013789,"2013","South Asia","Nepal","Low income"
"Pakistan","Pakistan2013",NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.493270910183629,1.0985125113502,4.46704781107134,5.56032619255429,-1.48969411796798,-1.16500600992858,0.910322670899525,26,2.6077578380665,2.70086312213507,1.7520618521909,2.89335795014768,0.0517850128214422,-0.0334362333893922,0.955624500354175,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,0,28,1.85143912137881,1.70213203851459,0.739788521126942,0.738036116212598,-0.101805747533056,-0.017065443171576,5.98112777601115,9,1.40628856770221,1.48179514329672,0.577362971124776,0.995842491922142,-0.147560068479884,-0.143600678765346,0.51396389709809,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Tunisia","Tunisia2013",NA,NA,NA,NA,NA,NA,NA,NA,4,10,1.57168315026563,2.27170277473744,1.19929767502906,1.71541294227839,-0.241775003584256,-0.326424977748357,1.2039492363271,4,1.56718274062968,1.55975706260274,0.0969860110361419,0.153448062389673,0.0185550154563917,-0.00112715625032307,1.7542292891358,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",NA,NA,NA,NA,NA,NA,NA,NA,1,30,2.01511132588042,1.73786602052648,0.958176229162946,1.36908167899475,0.278775933082528,0.261723635009844,0.982230656559073,11,1.29679224888663,1.31845656683842,0.689181685439434,0.998086821995477,0.102115385080918,-0.0897763096292534,2.23572779548584,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uruguay","Uruguay2010",NA,NA,NA,NA,NA,NA,NA,NA,0,13,2.6823686306896,2.72348810879756,1.00412814244187,1.39989737807718,-0.257616508414882,-0.032775041721158,4.47115087836554,9,1.97490899809462,2.29229648046469,0.718737114368168,1.11330578320731,0.161691395961549,0.22657368304803,0.838908115825748,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",NA,NA,NA,NA,NA,NA,NA,NA,3,32,2.30284321351192,2.29495679796095,0.558221736620199,0.484952738104976,0.0402453521532412,0.117188133028086,0.147305179625392,37,2.18460141806314,2.03760896954808,0.843006482636473,1.02252161252928,-0.0367256605673702,-0.0124611786535909,0.894032517370169,"2009","East Asia and Pacific","Vietnam","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
