"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,0,40,0.623561032579586,0.746768161069081,0.655798402335097,1.00125289563805,0.15784627173339,0.0707045727966359,2.62047680745695,20,0.474846795262475,0.351648216306297,0.713007091654247,0.86261205841596,0.395547860145464,-0.0130284136746658,2.7573699266093,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,2,10,-1.73156313862333,-1.9667566725648,0.615203621272727,0.860591794373681,0.0198504499769135,0.000675054944471565,16.7244704868753,97,-1.59871277086178,-1.75597492950116,0.926548255561115,1.01710602530809,0.0370147511787972,0.0248285771376454,2.43459402309513,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,0,33,2.44675907659101,2.47980362327143,0.827872082395073,0.883498451000342,0.201434152043969,0.0543477960966302,1.19542972247712,72,3.03418062686963,3.73999255580829,1.36274533211215,1.74257718016711,-0.263608096403154,0.846908904175357,0.60044968801522,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,32,-3.48423715218019,-3.59007542215858,0.962082076964265,1.35833404102633,0.302649167160771,0.203691512549016,2.0720783920514,30,-3.90378144229123,-4.09232975310209,0.60247886821165,0.812580950058191,0.264904050418316,0.197617785188683,2.35368055487881,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,2,29,1.24524906273572,1.2908268547742,0.665879975083552,0.82723723764639,0.321962457038827,0.338925523961045,0.486396739909135,67,1.00522232204691,0.986243479978701,0.730356493172283,0.658579063253308,0.0865792743777838,0.261042244904367,1.19298746353346,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,0,31,-3.74638084592585,-3.96309067813064,0.796529390204221,0.791764521411014,-0.13362204106118,0.944423897340988,0.987007194144431,45,-4.78328041447513,-4.69578579092255,0.713629264703638,1.19421965390182,0.276063213106908,0.195097104645961,1.08986803528761,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,3,31,1.25039368840072,1.22786192211455,1.02848522525663,0.601521196090053,0.32425915873101,0.507253102755067,0.929557886489634,69,1.2629415318734,1.16350496875958,1.44892927908484,1.63948116475779,-0.0010256156505114,0.24805923286028,1.04233525579035,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,2,31,-0.976789837831976,-1.08861298944201,0.813788597579705,0.78543847728535,0.00998456036800584,0.0151121286195106,1.7806428788272,143,-1.14542199117221,-1.24550028146307,0.961673788645875,1.16704880501437,-0.0591981159255165,0.00850620362435494,1.2,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,4,17,-4.86388219845909,-5.41747477450788,1.16717882986382,1.98935714238388,-0.538083095036502,-0.194350293588006,1.74083141264967,37,-6.27379717121571,-6.26576367327664,0.6892504293556,0.566292262349279,0.018790519135609,0.36091009522929,0.420321406705154,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,0,3,-3.50792937525239,-3.32680706614225,0.486064315220446,0.916378878177797,0.0360514187285008,0.0361447551868541,1.08244060895612,31,-3.88482446329017,-3.91067976001402,0.409325045669044,0.531085854085449,-0.0792817217633727,-0.0843995204177212,0.547837543494753,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",NA,NA,NA,NA,NA,NA,NA,NA,1,19,3.28459984432007,3.19926974438312,1.05145699696169,1.55502593031238,-0.040042812512976,-0.185053013653422,3.39027265634504,9,2.49612585062701,2.46526341175884,0.269190698340815,0.436934030939891,-0.000831647604444807,-0.00998889643217704,5.25007812500001,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,0,12,-0.35420044732465,-0.561689154084665,1.19745182968838,0.934808328241868,1.01094588163417,1.04409934456019,0.881310431928181,7,-1.6197141276908,-1.73638556670265,2.14298664103386,4.31091787127609,0.846394956875905,0.779636816572239,0.733341876613317,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,0,54,0.674437867053691,0.691616522834021,0.786655250652345,1.46094697531154,0.392451387370254,0.336113625638951,3.46256992055626,74,0.0723302432777825,0.101206460512598,0.752530728351839,0.888650359368368,0.310260266493712,0.147036930678818,1.77352023214125,"2010","Latin America and Caribbean","Mexico","Upper middle income"
