"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",6,0.559227505670037,0.603445091782446,0.253125782157869,0.218261643095256,-0.136899257336663,-0.435480050905345,1.13885897537587,1,0.416666666666667,0.416666666666667,Inf,0,0,0,1,4,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",8,0.528258285003325,0.636913488247278,0.228746871751034,0.333333333333333,0.116310170940508,0.0914238721804511,1.18557131510677,4,0.755523174047067,0.768007998003947,0.135727015760872,0.133333333333333,0.0461717872206017,0.0727186717702507,0.873387745282382,0,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",1,0.3,0.3,NA,0,0,0,1,3,0.367800847536065,0.370625916863108,0.0547133194962428,0.06,-0.106997667463714,-0.0980216423208485,1.19642310745739,7,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",1,0.6,0.6,NA,0,0,0,1,3,0.640563751604802,0.614312763229752,0.20828735501725,0.334120289311031,-0.0452892709473291,-0.0507793625071262,2.26441249521125,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",60,0.339524972226565,0.310545186600445,0.191135653779321,0.25,-0.0463106819131206,-0.019406779402356,0.315904105985322,37,0.425881888820896,0.4,0.195330625154495,0.318936877076412,-0.21888698587876,-0.214434836833159,0.932651933043278,2,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",26,0.382839891874055,0.292419177774364,0.145860990314563,0.253333333333333,0.0524707674902179,-0.0496094852383199,1.13366356373857,13,0.387805736089825,0.567821873217307,0.383065581234609,0.575,0.187673774311326,-0.0191905741886296,0.899650625186805,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",3,0.294616390127057,0.244361698634457,0.165259156815956,0.306666666666667,-0.052953962337064,-0.0489523809523809,1.9527355772809,2,0.31487555010205,0.314875550102051,0.123743686707646,0.175,-0.0709902897103761,-0.0614130434782609,2.61763400915912,0,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",408,0.533382121086853,0.571428571428571,0.197745958890047,0.266666666666667,0.0322798804726279,0.00620523937464638,0.520271416842232,102,0.641450392948949,0.65,0.132624940997593,0.14429585603434,-0.021474746757025,-0.0134021219985373,4.26760536901438,7,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",1,0.727272727272727,0.727272727272727,NA,0,0,0,1,3,0.630217968260062,0.636930918290072,0.0723561921407331,0.063575386410032,-0.0409292794746353,-0.0117989082782277,2.90337182176901,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",2,0.0362995912197469,0.0362995912197469,0.00492125598628,0,0.000148142894731172,0.00057997557997558,1,1,0.571428571428571,0.571428571428571,NA,0,0,0,1,3,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",3,0.40005667003837,0.424380047502993,0.138868922802138,0.1,-0.0458344506497,-0.0678709055876686,0.664453489531074,3,0.162685660045319,0.175989146390637,0.185049005113485,0.28,-0.0865526388540796,-0.0494043887147335,3.17184808409934,0,"2013","Middle East and North Africa","Israel","High income"
"Kenya","Kenya2013",2,0.0687049107955402,0.0687049107955402,0.105535687092092,0.14925,-0.0648619167983189,-0.0709398148148148,21.9705925251035,2,0.067287103389835,0.067287103389835,0.00107028067220412,0,-0.000468319721805995,-0.000504535147392289,1.56262115405397,3,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",8,0.686425170823847,0.694911958378959,0.108157943750829,0,0.00894004309029006,0.0130233190663238,21.4316866107996,6,0.491035905527299,0.619387126261128,0.291344239948663,0.513953488372093,0.26140325871438,0.248464813094329,0.167594593924445,4,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",7,0.570852410196291,0.434097849445132,0.26043470805556,0.367567567567567,0.0130284990782032,0.0825692791032656,NA,1,0.666666666666667,0.666666666666667,NA,0,0,0,1,0,"2013","South Asia","Nepal","Low income"
"Pakistan","Pakistan2013",6,3.79699933048227,2.6994043457323,3.9006226542312,6.4952380952381,1.65544387433186,1.70951213503845,0.913690895386819,1,0.24,0.24,NA,0,0,0,1,1,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",5,0.392483720125036,0.268384418292228,0.34974163414163,0.7125,0.0676626093719868,0.0393468699137416,0.686733751685906,6,0.551516218200193,0.557149826457319,0.144128687407131,0.286661818181818,0.027815906233411,0.0763590472823485,0.6659516626762,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",33,0.598459638950117,0.650359539374509,0.259488055753607,0.3890660672263,-0.0292483824381303,-0.0302461036716941,2.31336972148334,48,0.42496268540891,0.496374051380175,0.32385451336434,0.580860698552244,-0.0510583780153596,-0.0506532570089789,1.98741120338158,4,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",45,0.433299300292159,0.47225833023985,0.238130691501493,0.34826398778802,-0.099405724598673,-0.0945750811046831,0.872429239743944,15,0.475064801112523,0.502154703982943,0.226410788718024,0.3,0.0271427506053101,0.0580121680533524,1.17071584267093,0,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",NA,NA,NA,NA,NA,NA,NA,NA,6,0.304883414233962,0.251796173023446,0.160529279517983,0.211633259714313,-0.0387289129856005,0.100242650062302,4.45403123139787,0,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",2,0.254419371829836,0.254419371829836,0.244007423027482,0.345078606965174,0.111339958723875,0.100919215244532,0.522609142844959,9,0.495701042320859,0.489303470065368,0.125767629649807,0.186688733333333,-0.0695451361442901,-0.0251253915056459,0.935504969567115,0,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",5,0.531933042317453,0.571961984436052,0.306868974959862,0.333578671900556,0.0128791023960714,-0.00433075141092624,1.31783346401138,1,0.647433747064743,0.647433747064743,NA,0,0,0,1,5,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",2,0.681215897026829,0.681215897026829,0.0171419825742193,0,-0.00300589674435231,-0.00574162679425836,1,8,0.551211060879033,0.664824839389046,0.368118165807445,0.712797619047619,0.0213514370540943,0.0767067998327922,1.16430118871647,2,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",3,0.142281542897546,0.130813594795734,0.0823916523390789,0,-0.00977373576409006,-0.0156571185306817,1.77918940757654,2,0.182544969581364,0.182544969581364,0.0612825877028341,0.0866666666666667,-0.00391518455964202,-0.00393939393939394,1.08643468558147,1,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
