"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",4,0.137747218112102,0.101562163326869,0.101762003536016,0.180395203530882,-0.0174732169576866,-0.000874521269549516,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",7,0.343266098069106,0.264603248105201,0.287268865738859,0.21010101010101,0.00877631006364002,0.0430524303450994,0.115401913541891,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",25,0.0308924352492583,0.00338777065449294,0.0546140098852629,0.0305268523219814,0.0440157394631678,0.040698922137981,0.20110378500468,-24,25,0.0308924352492583,0.00338777065449294,0.0546140098852629,0.0305268523219814,0.0440157394631678,0.040698922137981,0.20110378500468,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",8,0.335612528425309,0.324561403508772,0.0580643112575213,0.0380281690140846,-0.00490033888763902,-0.00451383183671406,2.16302523649511,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",141,0.50271104152403,0.501623847551555,0.236692384488604,0.378205128205129,-0.127225620888669,-0.0702367020708127,0.306094226593849,-139,141,0.50271104152403,0.501623847551555,0.236692384488604,0.378205128205129,-0.127225620888669,-0.0702367020708127,0.306094226593849,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",12,0.457133399886645,0.407565084120061,0.256409933242363,0.433547932101136,0.093988950944304,0.0327835975249968,0.367082008032202,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",23,0.393412847258232,0.444338414034444,0.205341404085369,0.22,0.0313304263615019,0.0411857103626301,0.511344808787338,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",18,0.476931104803829,0.480392156862745,0.0910993893774067,0.155328798185941,0.0203936520187167,0.0163248307398429,0.135135135135135,-18,18,0.476931104803829,0.480392156862745,0.0910993893774067,0.155328798185941,0.0203936520187167,0.0163248307398429,0.135135135135135,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",150,0.521647633832239,0.549461092040095,0.233718157705011,0.311546840958606,0.0412192888736661,0.0182304283060661,0.909090909090909,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",13,0.427497768750481,0.404761904761905,0.115527044802882,0.028571428571429,0.0793443934874224,0.0743864452713828,0.113326266195758,-8,13,0.427497768750481,0.404761904761905,0.115527044802882,0.028571428571429,0.0793443934874224,0.0743864452713828,0.113326266195758,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
