"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,32,257,0.359425588833672,0.365427727909622,1.14662106733076,1.15385065571235,0.12338080491053,-0.434255882968984,1.92307692307692,74,0.0502673118457495,0.0594093003859801,1.02758553412533,1.085880321807,0.192096179640261,0.0211644271585721,1.19512723743842,3,-0.268323102902709,-0.268243274189624,0.105144475485076,0.146069773870061,0.0417669585269857,0.0959765745399954,11.8098071624278,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.821172573878871,0.498825044943428,0.697801628761813,0.788570161127415,0.00892648062888104,0.0478572419358762,0.308,4,0.508124435112481,0.373822833519295,0.438314679607059,0.914139585055658,-0.0655715159304895,-0.0630353783941359,0.4625,3,0.48732052765168,0.318974708937101,0.602236199959093,0.978002673330987,-0.255919480522082,-0.249784789860061,0.162264150943396,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,535,-2.74796549019969,-2.27403710811859,2.01610856692272,2.75171981691225,1.10998968811615,0.639248693243039,1.75,364,-2.71597179083627,-2.13325291590005,2.01776646431057,2.57294001168962,0.980235781421444,0.778919661396718,1.76470588235294,129,-3.08421195330316,-3.0430851356056,1.84530373537744,2.20334281035599,0.874169749290807,0.543965604034499,1.82358077332091,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",NA,NA,NA,NA,NA,NA,NA,NA,1,18,1.43954234036708,1.45781441567972,0.462119450042622,0.602446917893655,0.166806259778205,0.187179748554179,4.09118013348639,6,1.38044530665977,1.38238140955542,0.168953357395497,0.163647514177816,0.0586315081261565,0.0533903260938081,1.3373078995029,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",NA,NA,NA,NA,NA,NA,NA,NA,3,8,-0.750136924927465,-0.802412672446861,0.764832291777085,1.18676309125234,-0.0638134583417002,-0.0611610659570965,0.665331923605335,4,-1.398018497972,-1.39850132975505,0.868921946924574,1.72034812910512,0.508634818146313,0.466337722588866,1.92941638615489,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,11,2.70345443504041,2.72509458641751,0.624770079052411,0.685430432153659,0.075345088374915,0.163801402132434,2.66596970484361,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,8,667,1.44969814991752,1.4269895575404,1.79782107419948,1.77823294137746,0.342078350851615,0.742145946103295,0.714285714285714,315,1.13565484628168,1.26544887536271,1.09282658806957,1.30464144559319,0.0731773227383149,0.22780517647142,0.882352941176471,4,-0.915133752466317,-1.46009981759226,2.91231076852177,4.18843429839391,0.0231547786323487,-0.786900792483243,1.13377330484319,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,6,441,-2.67472200653646,-3.82759940749211,3.06946439028635,3.11051299841388,-0.830538557788478,-0.828721559041536,0.956024667247096,95,-2.83609327133058,-3.67280460713862,3.34339286010845,3.88738030404351,0.942457528644644,0.404548037797577,0.900526629842541,7,-3.75974532605847,-5.60405076701225,4.56253010928197,8.99298275688411,0.86805884623148,2.23263426306699,3.30935353056521,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,0,264,-0.493875045025756,-0.423311073326983,1.98644909611735,2.73921239950267,0.145426151278955,0.206906362872183,0.92082032529451,731,-0.5702471318436,-0.620421391113602,1.813723054341,2.426308555739,0.454875336631256,0.167688014493952,1.210332067861,112,-1.83148197598165,-2.68002168137927,1.75741163790604,2.34048102614764,-0.0736910734916624,-2.05586744716105,1.08241941544601,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,3,316,-5.09103258848126,-4.36270325252088,1.69494255349426,2.31597129569034,0.865032798537061,0.932153816160937,19.2580192615731,144,-4.76951880825571,-4.89487397818366,1.41044781560742,1.45248002989977,0.680362330330569,1.23965559959691,1.66666666666667,9,-6.65189321168338,-6.56235796925102,0.998021336606167,1.10896550723543,0.935497181012033,0.909176122873585,1.54686450673798,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,0,59,-4.43431124285812,-4.44070283686221,1.13235150882137,1.44036636383266,0.712032608128949,0.839577722991577,2.39753248197976,33,-4.99613491190877,-4.88251431089243,1.11921060903227,2.11778527046615,1.30390722280507,0.958347717796305,1.647893991449,3,-4.01160745910789,-4.0376870985691,0.115177918867288,0.073360724436645,0.127150255500735,0.117641265896608,1.16469077794332,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",NA,NA,NA,NA,NA,NA,NA,NA,14,2,-3.42587295957303,-3.42587295957303,0.00432610824232444,0,0.000597517221082236,0.00169945581905257,3.14184172983886,19,-3.73217200802266,-3.74656211810087,0.388848438686241,0.266164084236134,-0.0183441360115779,0.00565644905816754,0.864767248227866,14,-3.03121100494537,-2.99549416078422,0.956891146011416,0.87524384232627,0.264829319463556,0.103394410869188,1.09090909090909,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",NA,NA,NA,NA,NA,NA,NA,NA,0,7,-1.19779434732204,-0.849877619374334,1.17966730394119,1.22316792585146,0.642909572576003,0.638480961396767,2.46131878177009,6,-0.920011882755091,-0.988112359423961,0.536393859375526,0.951955413069641,0.260693897868252,0.291373660993226,0.692307692307692,4,-0.652985663137849,-0.593503389490941,0.375652495390648,0.430881419561272,0.231082292947917,0.231168442819835,2.02271161404655,"2013","Europe and Central Asia","Croatia","High income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,0,22,-5.08850403111424,-5.73071350427993,1.84409661386157,3.39862835087986,-0.06200758816217,0.0650373232314123,0.725208725576284,26,-5.3104412067456,-6.18299821941297,2.21725123122604,2.83837143844752,-0.407142946746641,-0.419561326211068,1,43,-4.91718829605027,-4.67213185606896,2.08015003383198,3.28829162961775,2.29921127712431,2.04548060785784,1.08796010696742,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",NA,NA,NA,NA,NA,NA,NA,NA,0,17,2.68728380309814,2.59676834186046,0.831171658758606,0.973142402586566,0.367637942571,0.563256879591644,24.7178021784513,7,2.51836370448644,2.31442395213733,0.715198890653934,1.09622143676193,-0.348210331820665,-0.0377670959045129,0.248339144011165,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,8,485,-0.0285010566086274,0.198955653024698,1.65405715593768,1.87006432238041,-0.684551675618969,-0.345683416832499,1.11526710802117,368,0.41920716140762,0.421476782181226,1.22019393941897,1.44270033500874,0.123234376625852,-0.0137921019799545,0.537063020787706,363,-0.138233582807759,-0.061992922194877,1.53363203717037,1.73948690936693,0.350566896572629,0.592971936556928,0.961270044398559,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",NA,NA,NA,NA,NA,NA,NA,NA,1,19,1.49765250903813,1.69974875563829,1.00540580637575,1.36750187694243,0.795684449247882,0.47617820488355,1.15890247763662,6,1.89480071357156,1.57320805093162,1.23700383216712,1.81592942808387,0.892049802865582,0.697646071956435,0.884442617677584,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Fyrom","Fyrom2013",NA,NA,NA,NA,NA,NA,NA,NA,3,5,-1.58269827724968,-1.43133356864024,0.724716085381659,1.14386983354253,0.108742929290144,0.107463076071057,1.73777509666199,10,-1.91061100759524,-1.97728401970779,0.998066946395914,0.602491112019598,0.00774817896258271,0.125195700575944,1.4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,0.890379318639486,0.87514783049557,0.230215238957397,0.402947584888155,0.0839547344411374,0.156790372411475,6.04353199092594,7,0.802721861385646,0.705729376221107,0.926322428367724,1.86439218737958,0.60009555555388,0.809593736238856,3.11019636441595,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,2,40,0.758352500546706,1.14114584726537,2.3607065621002,3.1383766269113,2.26133645711986,2.17335919311405,0.448191510434801,40,1.24978137924604,1.39233282968334,1.65253521212445,1.99621134338394,0.410868661997844,0.423591829839301,1.80660989893338,15,0.913398314303629,0.973174530407624,1.00887271634839,0.624797162256396,-0.0261101266227989,0.0443318739142652,1.11146895852893,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,1,91,-0.493683993569336,-0.332367714840576,1.08619260482828,1.39333700694607,0.698451688678445,0.829732816265122,0.958263282787883,22,-0.407243728772585,-0.31705920719507,0.912648525622842,0.565324254752706,0.439383006083541,0.551407307896506,1,2,1.1913112408437,1.1913112408437,0.014237022849453,0.020134190801512,0.00516958953011795,0.00516958953011795,2.05555555555556,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",NA,NA,NA,NA,NA,NA,NA,NA,1,14,-2.99895972792783,-3.03836338827108,0.949777387427262,1.0714805266576,0.242793240530144,0.176036282915138,1.07142857142857,3,-2.17526424553113,-1.74190850140522,0.86459545938823,1.55432616306822,-0.30673610280558,-0.304865051319783,0.480769230769231,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",NA,NA,NA,NA,NA,NA,NA,NA,1,9,-0.13529932090094,-0.0962915344528845,0.648335082703114,0,0.161989341854581,0.334090617496533,0.31530353339603,7,-0.447256006005134,-0.229631345497987,1.09892103409068,2.40865295441238,0.363548891592773,0.4073442742691,3.36848870653038,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,3,1170,-2.50252537204538,-2.30808887584387,1.8162051581665,2.13711499048835,0.0598010848491649,0.246803405510497,0.75,853,-2.03357082259801,-1.75828126355988,1.77093128523955,1.86652260119454,-0.0369256004171227,-0.0662422608463608,0.966666666666667,309,-2.22244803556136,-2.27022942525693,1.54779813595382,2.03670137116494,-0.015372326835643,0.000857516201667112,1.06423712516148,"2014","South Asia","India","Lower middle income"
