"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",20,18409.4800647838,19526.1511992866,10904.0565238123,15253.5170448976,787.688357438195,153.425046217671,0.5,18,46088.4060337216,31855.9815976169,29650.8104016666,34374.2504568673,10991.8221430724,6353.2733984693,0.997981496035438,1,28310.056322157,28310.056322157,NA,0,0,0,NA,13,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",19,4920.36977129078,3910.03006496237,5227.5851874457,5921.64862097802,418.218827004775,552.512521840578,0.981249200258236,1,1638.27558238848,1638.27558238848,NA,0,0,0,1,12,2172.35021260566,1306.92730716035,1811.21706765516,2814.61450491692,-252.630552019488,-278.638450242323,0.83465990823641,9,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",3,19934.3088277403,18426.6576920246,8148.51392740342,16015.5307962695,3342.67448289213,3359.52139009005,0.999316105856567,1,3575.48632032351,3575.48632032351,NA,0,0,0,1,1,31196.0326520096,31196.0326520096,NA,0,0,0,1,5,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",1,70255.1326457503,70255.1326457503,NA,0,0,0,1,1,145237.164038117,145237.164038117,NA,0,0,0,1,7,48628.4774482464,45056.2083750986,30535.8397733559,57874.4896487191,-1269.51367680346,-256.804703801248,0.93216869450134,1,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",4,17459.1203188629,20888.3273856137,7631.34106623522,12142.3157075287,2465.49114303953,2878.41649680265,1.35475678878334,2,28414.5073345773,28414.5073345773,26065.976075969,36862.856883128,-19425.9063056912,-15213.2425231957,0.322313013287597,1,31082.2189954384,31082.2189954384,Inf,0,-4.29640822421525e-28,0,1,30,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14792.058408342,12068.6051073712,8581.11576388662,8446.41233731606,1509.47220037607,23.8901008531986,1.82212512213667,2,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Cameroon","Cameroon2009",2,6074.81148185545,6074.81148185545,7881.49927366446,11146.12316465,-1168.87546651516,-1460.89963808519,0.865905556973043,3,305374.18963169,37242.8688333757,439748.968606829,738275.471879286,-78280.3382497279,-60033.7165808258,0.577647108318728,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",25,45658.2590014288,38947.7388733692,31441.9387755173,46487.2016297809,1273.39925421638,1458.5426470902,1.0911590317411,22,53163.6313192309,41282.6722695524,37233.331059091,35838.808277127,12478.4999903063,10905.3692884113,1.55658039502236,24,17954.2834454952,17188.7684492242,10589.9511881795,12726.6162767562,-40.4614587982424,736.887943159959,0.94589085207059,14,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",59,17892.6759555528,15570.2466148581,9409.58543268877,12335.9926077474,-947.12509291249,-865.005226594468,0.925444166203568,48,21779.2554713751,16012.0230027675,18888.610888913,22199.427709489,8023.08822858869,5717.79932594963,1.21889151811943,13,25602.8834057061,23059.8148382141,15210.5400403337,33288.4333968472,1882.09636047613,1055.89347741423,1.39644974753134,26,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",18,26876.1463869716,19088.4050219724,19607.9655404419,18842.3748130716,1938.49557849809,1823.61704993679,0.984325798931047,16,31300.7654960368,24000.6080612245,21930.3343567975,23582.3036055252,8115.68398163131,7429.98409330567,2.56463319215422,8,14638.6477437312,15476.786018637,5075.76142493953,1416.74224240781,215.391125209107,-434.285200089098,2.49115892549603,14,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",9,30045.1411191605,18179.4949341493,21333.5651383441,18845.6222166824,-501.756367255988,-1452.5790390406,0.734849040380151,1,15306.4439902115,15306.4439902115,NA,0,0,0,1,1,29944.2304082011,29944.2304082011,NA,0,0,0,1,6,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",1,13416.9644550687,13416.9644550687,NA,0,0,0,1,4,30516.3551937004,28794.1772983765,22307.6170182962,37679.453950889,-3409.4693260486,2299.92492032621,1.14814409534744,2,32490.7794865681,32490.7794865681,30319.214886037,10719.4612230844,3238.62341327114,4764.20498803752,1.42724708001717,5,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",1,36031.133086823,36031.133086823,NA,0,0,0,1,2,67997.4900573181,67997.4900573181,107106.53918921,151471.520340226,5867.08604595002,6977.90149881938,1,4,40078.0484556638,33447.4416682982,17441.1213778616,32627.8333627833,-2176.24665060021,-2151.26257708387,0.767333550041037,1,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",2,21588.939818826,21588.939818826,8907.41402293653,12596.9857169091,3149.24642922728,3149.24642922728,2,2,5759.00312795815,5759.00312795815,6474.84519913869,9156.81389488826,-1164.73685877488,-1594.72601540189,0.846915424416515,1,15506.4293694458,15506.4293694458,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",1,19520,19520,NA,0,0,0,1,3,32536.5336162261,31784.6235388268,8183.8239727763,7513.32734351602,-1132.93863285618,-1165.30483704019,0.870020603643578,2,23797.8821187929,23797.8821187929,1406.46485056259,1989.04166666667,395.544990370214,382.508012820513,1.54690729546864,4,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",29,8813.85988577786,8741.24372679277,5923.58670053993,10362.0454899208,1004.0659968788,1900.32506966783,1.16832366396741,11,9855.19909657689,9808.54341647859,3300.70879748798,0,-136.987608238187,-1149.57749686988,1,39,15351.0052194365,13224.3839296479,14724.9532702087,24066.2867633668,-2077.78121936554,1193.31301309696,0.681307712247324,42,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",1,17442.3076923077,17442.3076923077,NA,0,0,0,1,3,11762.5344141657,6133.13591286537,15602.3932640438,28280,4097.00452143544,3815.26613333333,1.14472634795226,1,13051.4666666667,13051.4666666667,NA,0,0,0,1,2,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",5,1663.29139519737,1666.96244668312,428.773790154982,642.304573165309,-101.829875489699,-100.695513831152,0.552555555555555,5,-820.145284872306,478.062325220794,3257.77983212898,1534.11933698269,810.574901473646,830.265921134626,1.18180076628352,3,76482.8825055679,25774.0297901014,137034.204393814,259613.808308082,7624.82160100891,7624.82160100891,1,14,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",1,11172.3876011054,11172.3876011054,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,6084.16769345223,5358.21769754546,8820.53544029572,17398.8244298814,-1406.08577303896,-632.069941265155,0.741363287899649,1,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",4,4733.40872294006,5634.50295712243,4602.78687902905,7978.94120223273,556.235232424831,669.256567855626,0.883195502149713,10,24901.5929132986,20735.8525079687,21431.0122249188,30395.1680991486,4438.30133701128,2597.98184710413,1.74187534644154,3,9378.25058671366,5260.01319814342,9088.41779060507,15874.0913989325,1828.12007545672,1536.40839275421,NA,8,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",1,1605.09902615023,1605.09902615023,NA,0,0,0,1,5,32737.6232169818,35704.4540498253,14762.1458874086,13330.7922871932,1654.16370058124,1662.76754177709,2.17391304347826,NA,NA,NA,NA,NA,NA,NA,NA,9,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
