"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",5,0.015735943855114,0.00340970029869418,0.0207800899984917,0.0391345168266168,0.017806134680201,0.0178145536722566,0.0739741213374962,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",40,0.505826317596021,0.583589610027037,0.380409035929952,0.370384378975249,0.0344791585680071,0.120069745226319,1.18447862022382,2,4,0.407713635773314,0.433382397220191,0.125500652058269,0.160981691913511,0.000238415484789766,0.0292851765147445,0.18543017795018,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",8,0.307082042321759,0.220102541986497,0.394779157736491,0.528624856156502,-0.00959280152602563,-0.14944914751322,0.340379751703503,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",29,0.385307721703096,0.38778096194842,0.207665429821246,0.304228884076143,-0.11127238150853,-0.120645173411578,1.24794877222162,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",7,0.261636274551421,0.198011201050816,0.202687544778293,0.295663185421623,0.131951866776302,0.113684472491324,0.222482626838524,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",5,0.919346953391097,0.439791579501997,1.12225271262869,2.24818286375997,-0.182985224742225,-0.12150130113126,1.58940058603593,0,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",11,0.255143143146895,0.250886468780375,0.196888301196984,0.207992192243758,-0.0124672219083452,-0.0262832758173639,1.69065930290434,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",6,0.403484061076654,0.270706624802822,0.331888774958812,0.396558025256404,0.18873716661187,0.178104249856593,0.224510392601307,1,2,0.412258073630848,0.412258073630848,0.286850579371977,0.40566797972243,-0.161811385170183,-0.161811385170183,4.94444444444444,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",30,0.284077501825189,0.288118553366484,0.235977052986131,0.37387311007489,0.0189422460422274,-0.0067672316386842,1.59705334286531,2,24,0.335709582731631,0.176377587124384,0.341083418286271,0.49245871559633,-0.0799933942234539,-0.0941371027454079,1.10515132089626,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",9,0.299225450537411,0.172460490265709,0.317444301817481,0.593383975953582,0.0154978163780283,0.0391403623797955,2.3382330153424,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
