"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,0,24,1.0873244902934,1.23058827842442,0.719837916216882,0.647473043332738,0.11785238165604,0.115635529433272,1.66933936041676,20,1.32472886929242,0.963840273115469,1.0005802301151,1.11384338941278,-0.09461431478643,-0.021200565368421,0.748205812074283,11,1.51751216709489,1.51537615246291,0.683401272450455,1.37392604968998,0.106121769355128,0.128614492385251,1.13032365435822,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,10,13,-1.89719679487631,-1.83711028483111,0.155979976606862,0.161998257641445,-0.00225154529838986,-0.00161604376681484,0.88186542460068,18,-1.3896786653969,-1.63409773839339,0.971196381205942,0.77293471427925,-0.0213178931736644,-0.0108781718257826,0.686604999162993,121,-1.06449467353807,-1.2009388372167,0.902002653261887,1.51779302855241,0.252884747251598,0.172318620775008,0.929391953769727,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,5,68,1.95687935440933,1.76822746369657,0.952762013568484,0.825209012062091,-0.0380566136237862,-0.0382248958207752,0.9728744059332,39,1.71881929994028,1.63696067490688,0.805847153048886,0.973784399365449,0.0149460443861549,-0.0256883337956586,1.64135972416784,23,2.26805279338481,2.00819783619645,0.795761163544815,0.892181826155239,0.459643256774639,1.04827460544409,1.71333491880196,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,7,19,-3.06178030575269,-2.92491169441179,0.899380347396406,1.03792040467244,-0.0468740529181751,-0.0482506102768303,0.723962492969467,4,-2.99948573926809,-2.98320765810232,0.222383575824268,0,-0.0292068296417819,-0.0101082501295648,0.410513200261114,6,-3.8150880467992,-3.35473688131055,1.55687877964887,3.46215347645021,0.253971493833817,0.225912128984221,1.15518837326904,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,1,34,0.977436041316979,0.960429208404011,0.405053863546691,0.375963615107219,0.0343055344224548,0.0376825687627121,2.11062226755772,10,1.23250798351684,1.37739033667179,1.06526837852635,1.79869254666613,-0.0254125525879208,-0.0327588641057531,0.902390286218693,42,1.34104630650046,1.43060551265265,0.968833248140299,1.23515406797546,0.506404164688715,0.52746491273166,1.07752340443594,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,4,38,-4.30119351763526,-4.16867132817472,0.626555731796251,0.592170665264783,0.00398376032612908,-0.00649720996535905,0.880665592744591,28,-4.79591586243449,-5.02528752773712,0.944908018227512,1.15151119474919,0.179641710960406,0.156159705145543,1.4417742005079,18,-4.3402926729998,-4.27191190942062,0.283974886338791,0.271847685661733,0.0198140570498839,0.0786916145006722,1.07175615221019,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",NA,NA,NA,NA,NA,NA,NA,NA,0,8,-3.74837051688265,-3.74364341576938,0.154786509629914,0.186020287338851,-0.00252862876384153,-0.00126712019195213,0.932634153883921,21,-2.9981563553672,-3.27125555127474,0.763857340014851,0.87524384232627,0.282750305633319,0.186825988322092,3,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,23,-3.38771014340683,-3.66628027577982,0.899174244864988,0.930573671137996,0.0384587653512469,0.0352548488686167,0.989147072902155,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,2,50,0.943442422792575,0.916138859268046,0.708611001084216,0.694898487248734,0.0567223657305135,0.0322458894967602,1.02157708969656,35,0.913557733301479,0.567619087121399,1.00332348518403,1.5683735065761,-0.015744646725517,0.0221869028995514,0.971260996810251,37,0.855407468540688,1.0656918916872,1.06284369690196,1.72670284580314,0.545349964646753,0.135035355697431,1.18507552295828,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,2,4,1.14464107144237,1.08020760745422,0.162179219478775,0.156183169081048,-0.00583986196966875,-0.0101947796135929,1,7,-0.400346535003734,-0.038839718811634,1.6210437046963,1.12758067300738,0.0679600950561732,0.0528110144497685,0.909966937034157,5,0.807871019446137,0.838415833657785,0.68492941068507,0.949613581920679,-0.197055768838016,-0.0756482148879065,0.574798939689217,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
