"countryOnly","country","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",1,0.0058540392871081,0.0058540392871081,NA,0,0,0,1,4,0.003516121198056,0.00101636416059169,0.00604202659804357,0.00238647896238261,0.00752358957806233,0.00743208674112142,0.0677241213374962,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",29,1.13768011075098,0.745082886169154,1.06112835691607,1.84853176462079,-0.0404789848991352,0.167695516837956,1.32034249937675,17,0.288667643161577,0.356499857271116,1.58083497924803,3.09287959961396,0.236973177834846,0.368432166697229,1.02225277793069,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",1,0.258264465392562,0.258264465392562,NA,0,0,0,1,5,0.394287705304465,0.373229549392031,0.0860683397250214,0.134613179972757,-0.0413050506270947,-0.0375225717760943,5.3940249272468,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,27,1.61078304566762,1.0266153679993,1.74419979952504,1.57364868370235,-0.0148694710353162,-0.203406703522044,0.648790123810022,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",2,0.727890584315127,0.727890584315127,0.510895507038391,0.722515355009172,-0.238795411147285,-0.224565583313661,2.45173112305427,6,0.704745045672877,0.398004081449749,0.9587929232041,0.634609847394184,-0.376182149436774,-0.355524194577481,4.713915861446,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",1,0.85164585702084,0.85164585702084,NA,0,0,0,1,4,2.12495803794869,1.116407987596,2.60402988301808,5.11745177540395,-0.480861180401591,-0.490603382749262,1.53075345399167,0,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",7,0.438921417798683,0.398435479287104,0.402244228497512,0.744069060650402,0.103206339964236,0.149500555617956,0.732878850480726,2,0.0386009270494895,0.0386009270494895,0.0207945636966024,0.0294079540033664,-0.00113107515397563,-0.00113107515397563,1.08333333333333,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",1,0.238359971250645,0.238359971250645,Inf,0,0,0,1,7,1.9818516157963,1.40514873640099,2.03971820020064,3.07841581576166,1.28898583435818,1.13895478391294,0.168261029643911,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",16,0.539244421920582,0.457929031932012,0.510865310765876,0.647770614382054,-0.0209714104624269,0.008627310447767,0.636458048744461,37,0.487521538080833,0.336139806743164,0.461120398082509,0.43702957804273,0.252109987212875,0.260314378618398,0.696418455864064,3,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",4,1.11509907458816,1.34177138927434,1.00600723921586,1.75787284268893,0.519654869089873,0.446302033257541,0.107506384169708,5,1.33039467103567,1.46902661096566,0.842597851402545,1.58926544757962,-0.0918384508855967,-0.217810605469988,1.00803683973313,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
