"countryOnly","country","N","mean","median","sd","iqr","OPcov","OPcovNoWeights","indAlloc","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Antiguaandbarbuda","Antiguaandbarbuda2010",15,0.181699190115628,0.132977155796488,0.133919134314929,0.145833333333333,0.0391638932568176,0.0403540115594897,0.722576662980017,1,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Bahamas","Bahamas2010",13,0.322797046582324,0.268711305039454,0.199982505554431,0.276697692935081,-0.0584945537406502,-0.083132625431901,0.934767020785102,0,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Barbados","Barbados2010",6,0.164190477747238,0.148267255340222,0.128806275513756,0.224444444444444,-0.0328036895082286,-0.000864796682352279,1.0882208693406,0,"2010","Latin America and Caribbean","Barbados","High income"
"Belize","Belize2010",8,0.276069639653026,0.278749368486579,0.0682030531297649,0.101503759398496,-0.0240423553041535,-0.00684485545925883,1.52294704760601,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Dominica","Dominica2010",10,0.0787532255648792,0.0761494252873563,0.0321266346081557,0.0636363636363636,0.000103291023703337,0.000103291023703337,1.23076923076923,0,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Egypt","Egypt2013",1,0.375,0.375,NA,0,0,0,1,4,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Grenada","Grenada2010",19,0.382961075957706,0.4,0.201160435530475,0.300588235294118,0.025483842215678,0.0478587163114367,1.07145485778298,0,"2010","Latin America and Caribbean","Grenada","Upper middle income"
"Guyana","Guyana2010",9,0.430807004919498,0.314538141975994,0.289217345843134,0.491515151515151,-0.0294048539244457,-0.0469924190353736,0.866007340499955,0,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"India","India2014",53,0.439825447042591,0.420493457452347,0.158007974643867,0.214,-0.00287920757737793,-0.0106802483195324,0.977955179230806,0,"2014","South Asia","India","Lower middle income"
"Iraq","Iraq2011",89,0.0371427618080592,0.025,0.0296216932670383,0.0333333333333333,0.000411455254053842,-0.00355938462009505,0.804972035232491,6,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Laos","Laos2012",6,0.447321532163354,0.408276721143614,0.20444039003321,0.166666666666667,0.0463274149107881,0.0642496499464624,0.147055189912256,30,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Morocco","Morocco2013",11,0.257855864108942,0.225591499545052,0.186819226070534,0.395656565656566,-0.0232548257177157,-0.0101209674122859,0.836712135099134,2,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Nigeria","Nigeria2014",13,0.0284442149192159,8.66212576817796e-06,0.0921776736687688,0.0159993055555556,-0.00267879083887541,-0.00777856421815099,1.17865197927354,8,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Stkittsandnevis","Stkittsandnevis2010",10,0.317070131208932,0.311170259762359,0.0887883306438721,0.159114219114219,-0.0457801421743943,-0.0389558430748214,0.780645713476581,0,"2010","Latin America and Caribbean","St. Kitts and Nevis","High income"
"Stlucia","Stlucia2010",11,0.0747172317821894,0.0703652655166514,0.0467898696083957,0.064166666666667,-0.0154910783618828,-0.0157802392604769,0.881783938591877,0,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",5,0.33594990444696,0.301402760457137,0.186086491973496,0.421428571428571,-0.0647555260192973,-0.0478700222090288,0.93210660149012,0,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Suriname","Suriname2010",7,0.209651123095625,0.0655770471131133,0.267799115223121,0.31875,-0.0296886898410029,-0.0359536828473847,1,0,"2010","Latin America and Caribbean","Suriname","Upper middle income"
