"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",6,0.018071838269775,0.00357333734130822,0.0364026272631211,0.0124675,0.00308388630450875,0.00194588113638168,0.449332599563326,6,0.018071838269775,0.00357333734130822,0.0364026272631211,0.0124675,0.00308388630450875,0.00194588113638168,0.449332599563326,6,0.018071838269775,0.00357333734130822,0.0364026272631211,0.0124675,0.00308388630450875,0.00194588113638168,0.449332599563326,-12,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",52,0.619106475621941,0.454617902888414,0.84291812241275,0.472328379334749,-0.142147100698947,-0.0129652735722958,1.33067498081264,52,0.619106475621941,0.454617902888414,0.84291812241275,0.472328379334749,-0.142147100698947,-0.0129652735722958,1.33067498081264,52,0.619106475621941,0.454617902888414,0.84291812241275,0.472328379334749,-0.142147100698947,-0.0129652735722958,1.33067498081264,-101,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",7,0.333918765437105,0.299152495783731,0.132167482872289,0.0833333333333333,-0.0666193113608393,-0.0781977802193528,3.049455878792,7,0.333918765437105,0.299152495783731,0.132167482872289,0.0833333333333333,-0.0666193113608393,-0.0781977802193528,3.049455878792,NA,NA,NA,NA,NA,NA,NA,NA,-6,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",29,0.504090262352008,0.485218982554488,0.26527737775857,0.365,-0.0199730124392635,0.00749276734502288,0.756096648427017,29,0.504090262352008,0.485218982554488,0.26527737775857,0.365,-0.0199730124392635,0.00749276734502288,0.756096648427017,29,0.504090262352008,0.485218982554488,0.26527737775857,0.365,-0.0199730124392635,0.00749276734502288,0.756096648427017,-57,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",8,0.315591860396318,0.274815289342691,0.232933320722131,0.4,-0.101787221961909,-0.0908300336700337,4.39385653740644,8,0.315591860396318,0.274815289342691,0.232933320722131,0.4,-0.101787221961909,-0.0908300336700337,4.39385653740644,8,0.315591860396318,0.274815289342691,0.232933320722131,0.4,-0.101787221961909,-0.0908300336700337,4.39385653740644,-16,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",NA,NA,NA,NA,NA,NA,NA,NA,5,0.479667611720961,0.493688538746529,0.299591253326935,0.678022839186748,-0.0276840469704233,-0.0212444169266708,1.58940058603593,5,0.479667611720961,0.493688538746529,0.299591253326935,0.678022839186748,-0.0276840469704233,-0.0212444169266708,1.58940058603593,-5,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",3,0.24265640819005,0.26,0.19923668798045,0.389866945520463,0.0176498125597649,0.0170117560422463,0.78185605494774,3,0.24265640819005,0.26,0.19923668798045,0.389866945520463,0.0176498125597649,0.0170117560422463,0.78185605494774,3,0.24265640819005,0.26,0.19923668798045,0.389866945520463,0.0176498125597649,0.0170117560422463,0.78185605494774,2,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",NA,NA,NA,NA,NA,NA,NA,NA,9,0.474304004354543,0.517253066195206,0.304131926439804,0.567441860465116,0.099374322657983,0.0901494424940247,0.358165478408626,9,0.474304004354543,0.517253066195206,0.304131926439804,0.567441860465116,0.099374322657983,0.0901494424940247,0.358165478408626,-9,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",57,0.275571737609779,0.280429690721043,0.193315783712053,0.32,0.0139528647931982,0.00741794438153081,0.626601405590142,57,0.275571737609779,0.280429690721043,0.193315783712053,0.32,0.0139528647931982,0.00741794438153081,0.626601405590142,57,0.275571737609779,0.280429690721043,0.193315783712053,0.32,0.0139528647931982,0.00741794438153081,0.626601405590142,-114,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",8,0.471559197578861,0.599682475612731,0.236800990076715,0.290196078431373,0.0842772492367309,0.0818103000320982,1.16180774118998,8,0.471559197578861,0.599682475612731,0.236800990076715,0.290196078431373,0.0842772492367309,0.0818103000320982,1.16180774118998,8,0.471559197578861,0.599682475612731,0.236800990076715,0.290196078431373,0.0842772492367309,0.0818103000320982,1.16180774118998,-15,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
