"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",2,32724.155614613,32724.155614613,227.777241321038,0,-16.9386452156911,-122.407752272933,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",6,1804292.39120234,10638.0806065357,4211143.09410717,79206.8391008658,-1344839.09117948,-1296082.60951775,0.691194789085869,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",55,44435.0745726774,39922.7805193248,30855.7843635085,23584.2265457512,900.223002899709,-1915.13387089149,1.510814545028,12,5,155835.9908902,134821.835200142,57201.9098419282,112570.089730981,2421.02957284044,730.655934133371,1.46829551688432,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",10,20503.0383249035,14624.9817055211,18746.7980027075,23266.6838172475,2201.61978752582,12052.3219873196,0.381771167292776,1,1,64960.4952533672,64960.4952533672,NA,0,0,0,1,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",29,7077.22428941819,6877.57460740186,5560.65038053635,5962.18203242374,2149.77186744032,3112.15391670847,3.58362118059401,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",9,20902.7182409582,19628.4072652942,13237.3912479595,13786.6636727622,-5390.6661471523,-3967.97343835069,0.506012819200853,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",5,10993.104115318,10418.0530461775,7745.63872195382,16973.4414628522,1212.49854088266,1052.48793657359,1.58940058603593,1,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",13,70755.5829586318,68620.0553062556,36279.3207731203,72963.7577321527,-3048.14239328045,-13904.1974971587,1.04149812973036,6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",6,17294.9714135877,11736.0646913399,12831.0727116429,14311.9322792579,1733.16933179581,2700.20954652182,1.6198408689213,1,4,19655.0628048237,16092.5180638566,16133.6714269883,20808.6685700301,13390.0521806177,13142.9272604947,2.08776251155256,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",1,14070.1402860009,14070.1402860009,NA,0,0,0,1,72,31,19455.0794260076,20269.2746671691,11593.9503907027,9893.0673885944,-1801.48937890433,10463.8961023501,0.213144841244864,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",10,59439.171396043,45980.0667604957,65231.3985137424,50532.9901916224,-11885.2764323469,-8515.65561508706,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",8,9538.50759406241,8627.34353360661,11273.0781320513,10578.3566010895,1835.0686049488,710.459809844152,1.29286419512921,2,4,15306.6057786082,12312.148797754,19476.4947434153,21878.2656862332,11741.1811072473,26157.7814994065,1,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Cameroon","Cameroon2009",9,24737.0325559591,10842.5641815554,28526.5064718291,27516.0855128119,3547.26488506228,1064.69540012023,1.73147419646064,1,1,30009.5222725942,30009.5222725943,Inf,0,4.62982263397454e-28,0,1,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",125,58258.0081030238,40404.6757918743,50795.2734939008,43660.774936817,14609.8883840423,7386.82674506976,1.28131787339882,16,8,54268.3625854519,30907.2707021777,56346.2399265117,35794.863920765,18295.8072533026,-2725.50043378331,1.16920362511151,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",159,56038.9756785455,31207.9063095442,59670.6318145116,46331.7378287849,-11905.3749437517,825.330966868308,3.65816379287105,13,5,19942.8321856762,14682.2348930758,25608.9783227924,38697.8038238348,13206.3260910993,12509.141240297,1.29170675550264,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",98,18530.6843242089,14533.1883384831,14727.0649088075,15959.3885028748,9389.90299014684,6458.95688304472,0.957513123574334,24,3,53763.5558465826,50903.9617549882,22486.0932454595,19807.6604080036,-12159.0947776617,-16646.6564370149,0.523190410185773,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",1,16745.5113739066,16745.5113739066,NA,0,0,0,1,27,6,40200.9001339833,26401.1112471037,35870.3905786545,45980.8963506857,42851.0681576787,43175.3644022152,1.77804643050184,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",2,1429.02579994815,1429.02579994815,0,0,0,0,1,4,1,1143.22063995852,1143.22063995852,NA,0,0,0,1,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",15,75370.6742193871,63817.6468732109,45853.5800491859,50809.3667161989,-2789.74650882701,-1057.75499199087,0.785052464275997,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",12,63709.6315992701,62071.1762186783,32045.489965938,32377.4854609763,-5206.16671969072,-8188.52595713417,0.977604731308549,5,1,570230.340954509,570230.340954509,NA,0,0,0,1,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",6,42180.1215245752,45296.3606448861,16791.3694722899,10828.544595701,-18199.4678737618,-7485.34961153534,0.0847202029588313,1,2,44749.2350843207,44749.2350843207,33947.3223674566,48008.7636983087,14655.5343705829,15944.5164107522,3.1996309846456,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",21,9824.71054591168,1326.51164800511,23353.3220414354,2757.55184611743,16196.6122268521,16421.2238635737,0.257475579760455,4,5,16723.5553976066,7331.96300142847,21419.4924922368,26244.5538869002,9586.26388354909,9031.7621138474,1.1386384608175,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",9,39192.1238592564,40000.342765922,20881.5684210625,33333.3333333333,-2770.87677418335,-2454.24969870903,0.291285178354176,2,1,142500,142500,NA,0,0,0,1,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",70,17738.6608709364,12872.7315833012,15337.7703111888,15961.7367395245,6874.47169555626,5765.15672334525,3.43704030471134,20,1,66725.2929275206,66725.2929275206,NA,0,0,0,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",4,12007.9786951824,12795.8064086133,3481.33833217765,5702.47619047619,145.125593963455,165.928968253968,0.7649164471892,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
