"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",4,33529.9696423747,7151.08791605695,45143.788880113,78774.5425436444,-5849.94260611637,-8488.16674621389,1.31872128826295,2,37308.916318888,37308.916318888,5718.77474858825,8087.56880961028,308.576245663734,311.060338831164,1.08825114524387,1,32704.3673968917,32704.3673968917,NA,0,0,0,1,1,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",2,375155322.042749,375155322.042749,505099697.24435,714318842.193504,-165726424.109571,-162345191.407615,0.671766035912134,2,402.345035415687,402.345035415687,310.196453785333,438.684031943257,153.978741841002,150.076116191114,3.08165538649904,3,3390276.81774793,79837.1322502095,5797648.8011879,10078387.4580067,-220690.142985503,-220690.142985502,0.625,0,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",18,32751.9574882569,30050.5435198503,25477.7700300497,41396.5438236014,3107.5136394365,5189.75802384107,0.933321394270122,25,89099.3399322571,64643.0029646285,61013.1151230156,81224.4404587261,6252.13971142162,8100.97098458035,0.944411859420742,20,28860.6476518279,27018.4178823922,15561.1146532941,25875.2656959099,5133.24755590282,-3359.44763033042,2.56572354672512,9,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",NA,NA,NA,NA,NA,NA,NA,NA,4,29522.6668655271,21952.9727179797,33366.4554802885,53204.2697424513,24357.972687265,16964.0523707606,1.78521297249979,7,19517.2981525763,15778.5185796169,17154.3844804389,37615.2197324642,-4473.49194434735,-3667.01321728158,0.428571428571429,1,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",20,7265.46446443716,6991.80951622459,5928.82707639679,6858.16857161915,2710.9415129299,2752.95728265699,2.4531464553406,3,14900.1272332601,8142.31555810887,16245.3477339066,7109.35821352321,-276.378984876061,332.674119952921,0.956466188603835,7,6219.66809168113,4113.35572116309,5782.4563555817,5807.3201614517,3119.64104302485,5309.39478426754,1.21956616323441,1,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",1,40962.0737306178,40962.0737306178,NA,0,0,0,1,5,72679.6848701697,28377.9912165956,108078.383210785,218474.146104659,-52736.1818279236,-38303.7383718033,0.588724256540583,4,18911.0524245704,17285.9744782017,7563.28667139572,13786.6636727622,-2822.05430430717,-2159.85168150541,0.585310768032642,3,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",2,11688.6639904408,11688.6639904408,12002.0355584557,16973.4414628522,2582.91500521664,2582.91500521664,1.4375,1,10087.6923609335,10087.6923609335,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",7,69385.5074170604,68611.0116474582,27209.0012103056,20474.9485773435,-169.218213675387,3037.86295866871,0.941626849325655,1,111183.661743194,111183.661743194,NA,0,0,0,1,1,38219.9040110412,38219.9040110412,Inf,0,0,0,1,10,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",3,21723.9679148169,18607.7293554343,18431.0944105076,32610.5999978083,4687.67305976495,4503.36857112591,1.18111829968948,6,17386.2558370078,12897.7381736858,13563.9957117155,15452.3327256098,6693.3354736584,6651.46948865258,4.42886684393779,1,13898.3271419231,13898.3271419231,NA,0,0,0,1,1,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",42,13861.1495050374,14231.7218938834,7439.42183886187,0,-2373.05359452023,-5718.41748214541,0.571786442839632,14,63401.5719818332,62816.9719711789,49719.4632496745,80023.9228766303,-8193.5474879823,-6634.30470716566,12.3770945386372,5,37109.6945052009,39302.3961132979,26345.2905269024,43969.1883937529,20003.9529682028,16885.8503725316,1.90993988081921,43,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",4,87509.4796863441,66111.6370113982,92012.9984252714,180181.232024124,1008.70914803323,5821.4460552666,0.999076106599331,4,39978.2836373019,43303.8958341339,20214.7269807842,40066.6597394198,2477.00806885895,2869.13991540661,2.31552212057832,1,11404.3083166702,11404.3083166702,NA,0,0,0,1,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",3,2256.4714047322,1500.47611362971,1324.09676394362,2129.35213184217,431.74719985468,326.258986892175,2,3,24562.2093188532,18474.361638235,25486.2198600845,13079.1501238057,8205.72349793163,8345.47754724102,1.18600501949573,6,18355.7328829987,17461.9709558232,17974.8838895341,23970.1059152347,17601.7313185141,25989.2368787917,0.991682969694743,2,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Cameroon","Cameroon2009",2,8186.42040542857,8186.42040542857,2746.11050726115,3883.58672314397,342.669416747998,342.669416747998,1,6,23873.0869268761,27383.451211382,11077.5250949754,23169.1164604588,756.700954233739,254.42095551905,1.88281557966999,2,45121.4602741506,45121.4602741506,57445.4000640466,81240.063866523,22566.6844073675,22566.6844073675,2.25,1,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",35,35951.1562445872,27675.8994458754,24065.2082590719,20417.0041252592,808.807804664372,2129.73911131577,0.711054495490241,58,94113.2363591619,70694.6022709723,66768.5760590789,99252.3572797459,-245.434676348135,-2697.34116983503,2.35597745506549,37,28889.9289901449,26735.6304047537,11630.4964222325,9554.9252286813,169.422993826655,2257.90354042156,1.18973203374378,19,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",154,47982.9086897008,30671.5352234029,44349.1191613933,41194.4363285984,-16425.8335155182,-20812.1730774844,3.38934591833602,4,10118.8341736447,6642.62124506311,17630.1738361772,0,20097.6764809,9994.83453144757,2.38338677485426,1,60728.8987645185,60728.8987645185,NA,0,0,0,1,18,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",22,11201.2453237169,7413.39336907736,9818.26753904329,4964.32591679284,3307.11576518006,2082.31878199814,0.967908562995589,30,29048.0666929087,22424.3344951043,20486.6808863925,21641.7030383743,7528.15145034265,2559.33614188195,0.780627174288408,43,21081.5302684426,20796.6937950515,12413.9230746942,11789.3547327688,3535.91170047943,6369.44615905102,1.83042635061285,30,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",1,16745.5113739066,16745.5113739066,NA,0,0,0,1,11,38554.2570875488,28657.5333406835,29324.331525435,25515.0152878561,26939.9389695845,28015.400756196,NA,13,15832.0092634526,13699.8527764565,6888.25910759705,10465.9446086916,-3052.56828290517,-1829.51881180956,0.120756429090683,9,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",4,1945.94964671028,1354.06053961957,1782.98945305382,3806.92473106187,30.8934559582023,46.9322157456655,1,1,17652.6716464183,17652.6716464183,NA,0,0,0,1,1,1429.02579994815,1429.02579994815,NA,0,0,0,1,1,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",2,39389.7166033095,39389.7166033095,6403.77054853475,9056.29916006324,-1789.32632706042,-2264.07479001581,0.767048334194348,9,76882.1709201153,69917.137524667,42385.0660162528,32017.2192527488,-2717.00987746093,-1984.5816856013,1,4,86339.9974555881,89797.3965087283,61445.5493199713,112488.76851447,-9894.68653634844,-10532.1103887547,0.635624172157982,0,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",5,676383.79997247,125978.723436441,962952.773935549,1815837.30960309,-3991.6223622907,96887.172402164,1,6,194306.919176614,48936.1073210428,264224.662547222,529758.484128288,196292.545971767,142217.404558857,2.28821642768282,5,64131.2829799709,64989.0010903348,30460.8938295672,16998.1798670126,-1638.06029038559,-1275.08424560863,0.806224874245085,2,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",2,19790.2880490994,19790.2880490994,3547.06953905453,5016.3138488114,1947.19560083414,1701.33721445701,2.45578181266634,1,49842.0944017901,49842.0944017901,NA,0,0,0,1,2,31670.6193701481,31670.6193701481,10384.4718100699,14685.860871882,-179.095864291244,-179.095864291244,0.976190476190476,4,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",17,1255.83299932239,804.02749354749,1128.65497146724,1791.71091272379,-460.497606622006,-445.77222414604,0.257475579760455,4,41315.8204274666,38790.1409138445,33702.3010404675,77627.2594097313,-7832.14279136036,-8054.1461998101,1.5375,6,187562.984566693,49778.7227138518,241610.232281811,455874.74966812,103650.436686311,78114.0322669747,1.14285714285714,3,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",3,36335.4832413518,40002.2222222222,18975.6297934138,40760.9223744292,-13563.8503908071,-13881.9750924488,0.181066990326771,6,49275.8020539362,47732.6593009883,30463.4741052488,50230.7692307692,45471.7877162124,62689.3260542546,0.717424758383652,1,20000,20000,NA,0,0,0,1,2,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",38,15528.0673084817,6269.4401154585,18233.6536410179,21980.0964937714,10571.8421460836,4792.04432222886,2.2,10,18065.4020640238,18873.0642780992,8324.61179178977,9061.03311174189,-2599.3680748378,-4130.617288464,0.600729335335697,23,20177.6471731776,13928.3507556158,14785.8882396768,9245.5961442055,12443.7668953801,5256.3001288822,0.811672164010266,20,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",NA,NA,NA,NA,NA,NA,NA,NA,4,12007.9786951824,12795.8064086133,3481.33833217765,5702.47619047619,145.125593963455,165.928968253968,0.7649164471892,NA,NA,NA,NA,NA,NA,NA,NA,3,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
