"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",8,0.493061917686961,0.412985596826622,0.231904865706576,0.327643774976015,0.176827145434701,0.124459312967731,0.277686660746261,3,0.244277035524885,0.230879039265276,0.227298841626207,0.247933884297521,0.0277215318388346,-0.0224800350372515,2.50093942049014,0,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",105,0.472434873845404,0.5,0.236907051639294,0.375,0.0798959466782238,0.0599075117031157,0.186874983866994,4,0.651760052542317,0.656795314432451,0.0271256102375954,0.0416666666666666,0.0280003481311814,0.0200309747300066,0.00255625189042627,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",78,0.345473250446124,0.336602606300986,0.210861719620722,0.271666666666667,-0.00437552222570607,0.0278599168308531,0.939019946262399,45,0.292768384490866,0.311457795638803,0.20932781396719,0.395609756097561,0.0305167340769459,0.0453500366960107,1.26534640834311,0,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",9,0.444896540115801,0.512560415260457,0.22094591052876,0.402466023659293,-0.22789933483596,-0.200202329868839,0.325859568372519,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",18,0.588074863249904,0.677857651187978,0.1712468460367,0.18,-0.151036175488143,-0.135762616596125,0.713528623120877,NA,NA,NA,NA,NA,NA,NA,NA,0,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",9,0.315660554000959,0.190120759543222,0.205948804834103,0.359418265306122,-0.0625821370945423,-0.133863417974726,3.7800490121455,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",6,0.0362803515380458,0.0390736473240339,0.0110376475757696,0.0224355959941874,0.000482445630292626,7.67354581209277e-05,0.826011744418248,1,0.462962962962963,0.462962962962963,NA,0,0,0,1,2,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Egypt","Egypt2013",80,0.56553935561656,0.4,0.406781145578719,0.366666666666667,0.0599821819065768,-0.0975151586029889,0.314285714285714,3,0.705795283296694,0.697522082430112,0.0456139825613614,0.0655045895348233,-0.00810037006851744,-0.00544001549919369,1.32617886162886,4,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",11,3.76700017042377,0.326886861313869,7.47799070149586,1.07003418411006,2.40702795361477,2.38754746863532,0.0800420178184445,4,0.0890157156152267,0.0944444444444445,0.0751599231926487,0.0998731732736622,-0.00337899095481494,-0.00337899095481494,1.64285714285714,3,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",3,0.018888093783002,0.0188896058966986,0.00163319709820612,0.00229561014901329,0.00103798955943416,0.00093132695892682,0.538765898300738,NA,NA,NA,NA,NA,NA,NA,NA,6,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Guatemala","Guatemala2010",5,0.513436871415548,0.504054411215986,0.190656132136481,0.266666666666667,-0.200320197963261,-0.177024738210697,0.132833056415747,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",89,0.550041380353787,0.575364602609206,0.16960326623455,0.157142857142857,-0.0340163888374463,-0.0120289023450239,0.876126144689503,NA,NA,NA,NA,NA,NA,NA,NA,2,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",13,0.310046193062195,0.306768547231362,0.135354684325701,0.210526315789474,0.0127488297486675,0.0280212255057091,0.204966503050359,NA,NA,NA,NA,NA,NA,NA,NA,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",7,0.316726956676015,0.34417334179482,0.237217453503754,0.463777777777778,0.00684865749323507,-0.00462744864628499,1.44374309462044,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",5,0.169808759619797,0.182857093211025,0.170139809248918,0.179365079365079,0.0541447618200212,0.0158974358974359,0.446566266263324,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",16,0.234939529834212,0.262022021064402,0.109695463502545,0.092727272727273,0.147724948276305,0.109124750731486,0.965602138903635,1,0.2,0.2,Inf,0,0,0,1,8,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",2,0.131282051282051,0.131282051282051,0.0406133125604581,0.0574358974358974,-0.00717948717948718,-0.00717948717948718,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,4,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",5,0.339187068868657,0.315059434959201,0.139892052080247,0.207407407407407,-0.0507420456852035,-0.0580054794520548,1.63184842272411,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",4,0.00343521463098144,0.000124818713934095,0.0090409366568897,0.000154509803921569,0.00156125219452513,0.00262384515570934,0.652170611841114,3,0.753904027778725,0.794244127466035,0.503059247197876,0.5,-0.0249734552070409,-0.0249999876176325,1.07568050231985,4,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",10,0.478151598345151,0.3,0.628055939319298,0.692857142857143,0.541915149725239,0.69839888457353,0.199605180304787,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",15,0.282207098388922,0.333680567192075,0.187129389490296,0.279066666666667,0.0691458290795623,0.0499486451650457,0.785520423262339,1,0.625,0.625,NA,0,0,0,NA,1,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",6,0.361259527855316,0.296420411404951,0.200859533239429,0.25,-0.103665624051817,-0.133748292349727,1.33956050618462,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Senegal","Senegal2014",5,0.372340072572561,0.397331886032403,0.177609528405224,0.166666666666667,-0.0381188858286197,-0.0375287356321839,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Tunisia","Tunisia2013",3,0.488745753596584,0.492743616140759,0.0131445608618025,0.02,0.00234907592692895,0.00245614035087721,1,1,0.0115384615384615,0.0115384615384615,NA,0,0,0,1,7,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Ukraine","Ukraine2013",5,0.0211317307069041,0.027717999491173,0.0191933179711804,0.03,-0.0115205896066657,-0.014401473234578,4.09367841824174,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Vietnam","Vietnam2009",4,0.375323890126603,0.33764142495883,0.223500143183277,0.234625668449198,0.0874132306405106,0.106016363123815,1,1,0.550628233555063,0.550628233555063,NA,0,0,0,1,2,"2009","East Asia and Pacific","Vietnam","Lower middle income"
