"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",3,0.0142973543169047,0.00371254309201803,0.0216080140992423,0.0391345168266168,0.00598428840793928,0.00598428840793928,0.625,2,0.103918561719317,0.103918561719317,0.0873564878305631,0.123540729851263,-0.0433629782792666,-0.0422639338964846,3.08165538649904,1,5.88235796713232e-07,5.88235796713232e-07,NA,0,0,0,1,0,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",9,0.560489634429704,0.565586552534198,0.0318746629366546,0.0380952380952381,-0.0162971622917061,-0.0154916584616642,1.13077866567009,19,0.500265810222304,0.52242794290968,0.220937129298247,0.398475146194833,-0.0299864535678347,0.00974471021118221,1.16220048439347,12,0.492658041016937,0.612781597381472,0.736466203781303,1.36278962867542,-0.0198760368406944,-0.194347678784868,1.06903048700717,6,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",6,0.337386238823529,0.172311210801264,0.446752263628692,0.528624856156502,0.0546863185543007,-0.0270971873502206,0.357677000918557,1,0.236430921052632,0.236430921052632,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",6,0.500849058744024,0.519894242180788,0.175551583403865,0.163756265921604,-0.110235629167021,-0.152892246782033,1.11167279128488,3,0.153433977099118,0.129432193255635,0.176841617150449,0.0712799413531469,-0.000813307916472157,0.00748419448083882,1.06274020955982,20,0.378967240287479,0.379993744310048,0.203069969579268,0.350193548387097,-0.074976151503614,-0.0829941768861272,1.51429223021859,1,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",3,0.208007210993463,0.197368421052632,0.134624193054053,0.296926929205554,-0.00141947147542453,0.000952170016590689,1.7881597213562,3,0.36207972081743,0.382567279328932,0.354537103999994,0.5088811837523,0.189703954774121,0.13314137072963,0.775339562290315,1,0.198675496688742,0.198675496688742,NA,0,0,0,1,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",NA,NA,NA,NA,NA,NA,NA,NA,3,0.349652745998649,0.381263357750657,0.382306205943038,0.524666278406975,0.274540519001047,0.162857281676288,0.192371389183962,2,1.34001004642642,1.34001004642642,1.51960545330879,2.14904664152541,-0.327028836753866,-0.327028836753866,1.4375,0,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",1,0.317834020011772,0.317834020011772,NA,0,0,0,1,1,0.250149309207699,0.250149309207699,NA,0,0,0,1,5,0.224449637593336,0.165170398215218,0.368594172631919,0,0.00736376036553892,-0.000711331181769489,0.959692327676752,4,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",NA,NA,NA,NA,NA,NA,NA,NA,6,0.413826856939637,0.282305509469737,0.344168345589439,0.40566797972243,0.116894426390083,0.0888731851215429,0.362136753620843,3,2.21592012901506,0.521091679386843,3.80671970582613,7.01683392739965,-0.38685298774332,-0.285423843327083,1.18111829968948,0,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",5,0.340501052909799,0.420978468368783,0.279999415214223,0.568407868562588,-0.201173730793575,-0.154035662595887,2.60446347384438,14,0.29009782266183,0.311417718480282,0.16331815902557,0.212581373274438,-0.0156379552889139,-0.0346182169837758,2.61517359051149,35,0.305408156056471,0.238380746072117,0.323610615494132,0.390735979944442,0.0375794233363965,0.0229274467032526,0.598225508283663,2,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",1,0.763195652837561,0.763195652837561,NA,0,0,0,1,4,0.343989277964663,0.347076697172783,0.298598346400805,0.593383975953582,-0.013308415290662,-0.0233276994447658,2.31552212057832,3,0.0617168754661969,0.0864197530864198,0.041176822919025,0.058864981938775,-0.00147209336840419,-0.00312975648732353,1.04902733790699,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
