"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",40,1.53931237699394,0.680926351398106,2.29180837972105,1.06458027312115,-0.0767530858735213,-0.428103866421158,0.537112983026137,40,1.53931237699394,0.680926351398106,2.29180837972105,1.06458027312115,-0.0767530858735213,-0.428103866421158,0.537112983026137,40,1.53931237699394,0.680926351398106,2.29180837972105,1.06458027312115,-0.0767530858735213,-0.428103866421158,0.537112983026137,-77,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",34,1.71179285597302,1.04865642343578,1.91020703051265,1.36199327340913,-0.197275671953218,-0.0955266973146181,1.01521844637869,34,1.71179285597302,1.04865642343578,1.91020703051265,1.36199327340913,-0.197275671953218,-0.0955266973146181,1.01521844637869,34,1.71179285597302,1.04865642343578,1.91020703051265,1.36199327340913,-0.197275671953218,-0.0955266973146181,1.01521844637869,-66,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",5,1.96177145738191,1.93035491481025,1.04600703161141,2.06703872021475,-0.20044171233203,-0.687641922990268,NA,5,1.96177145738191,1.93035491481025,1.04600703161141,2.06703872021475,-0.20044171233203,-0.687641922990268,NA,5,1.96177145738191,1.93035491481025,1.04600703161141,2.06703872021475,-0.20044171233203,-0.687641922990268,NA,-10,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",8,1.20203192098845,1.028145698661,0.727031177285288,0.692366367423576,0.0327740505345934,-0.349874117708764,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1.20203192098845,1.028145698661,0.727031177285288,0.692366367423576,0.0327740505345934,-0.349874117708764,NA,-7,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",5,0.568199246340434,0.58092597075652,0.194353299339129,0.144808050059191,-0.00242913345648512,-0.0427340205057536,0.638152124429396,NA,NA,NA,NA,NA,NA,NA,NA,5,0.568199246340434,0.58092597075652,0.194353299339129,0.144808050059191,-0.00242913345648512,-0.0427340205057536,0.638152124429396,-1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",NA,NA,NA,NA,NA,NA,NA,NA,2,1.91047169005861,1.91047169005861,0.124186246232025,0.175625873681535,0.0337011923831361,0.0361582681109042,0.746774728865077,2,1.91047169005861,1.91047169005861,0.124186246232025,0.175625873681535,0.0337011923831361,0.0361582681109042,0.746774728865077,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",70,1.03182146906979,0.882596239797533,0.826683234351187,1.01212796864971,0.243980918570633,0.147343834352866,0.113866055705422,NA,NA,NA,NA,NA,NA,NA,NA,70,1.03182146906979,0.882596239797533,0.826683234351187,1.01212796864971,0.243980918570633,0.147343834352866,0.113866055705422,-68,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",121,0.909394921538258,0.536092588382748,0.853668618994502,0.944700460829497,-0.194051425578917,-0.219211617464876,2.40359403922083,121,0.909394921538258,0.536092588382748,0.853668618994502,0.944700460829497,-0.194051425578917,-0.219211617464876,2.40359403922083,121,0.909394921538258,0.536092588382748,0.853668618994502,0.944700460829497,-0.194051425578917,-0.219211617464876,2.40359403922083,-240,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",45,-1.80382208774463,0.480907818121645,12.8735789356026,0.7122061603851,2.36289111064136,1.43816083408534,1.50798509837964,45,-1.80382208774463,0.480907818121645,12.8735789356026,0.7122061603851,2.36289111064136,1.43816083408534,1.50798509837964,45,-1.80382208774463,0.480907818121645,12.8735789356026,0.7122061603851,2.36289111064136,1.43816083408534,1.50798509837964,-87,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",13,0.892196290256011,0.452181126341353,1.05653089601474,0.725236231539343,0.667762479854514,0.757640238406055,0.8635703934142,13,0.892196290256011,0.452181126341353,1.05653089601474,0.725236231539343,0.667762479854514,0.757640238406055,0.8635703934142,13,0.892196290256011,0.452181126341353,1.05653089601474,0.725236231539343,0.667762479854514,0.757640238406055,0.8635703934142,-26,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",6,0.0983671522283915,0.0626312701795504,0.194210806132859,0,-0.0400937486708961,-0.1727319180808,0.370537198196162,NA,NA,NA,NA,NA,NA,NA,NA,6,0.0983671522283915,0.0626312701795504,0.194210806132859,0,-0.0400937486708961,-0.1727319180808,0.370537198196162,-2,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",6,0.866294182932704,0.807050298354445,0.424753778757919,0.121139108837328,-0.2096839806269,-0.390678199474173,0.842534220673194,NA,NA,NA,NA,NA,NA,NA,NA,6,0.866294182932704,0.807050298354445,0.424753778757919,0.121139108837328,-0.2096839806269,-0.390678199474173,0.842534220673194,-5,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",4,0.930847556941933,0.816668156243772,0.33844150859408,0,0.284093199768807,0.347427920976807,0.210529618751906,NA,NA,NA,NA,NA,NA,NA,NA,4,0.930847556941933,0.816668156243772,0.33844150859408,0,0.284093199768807,0.347427920976807,0.210529618751906,-3,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",7,1.81377963633424,2.12281397963496,0.758146917882023,0.067655477491543,0.198787348439292,0.445044482720171,0.113655289081765,NA,NA,NA,NA,NA,NA,NA,NA,7,1.81377963633424,2.12281397963496,0.758146917882023,0.067655477491543,0.198787348439292,0.445044482720171,0.113655289081765,-6,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",81,1.80784221336942,1.21316793927069,2.0792176782371,1.11511829828473,1.69124419681522,0.521805613419039,1.33333333333333,81,1.80784221336942,1.21316793927069,2.0792176782371,1.11511829828473,1.69124419681522,0.521805613419039,1.33333333333333,81,1.80784221336942,1.21316793927069,2.0792176782371,1.11511829828473,1.69124419681522,0.521805613419039,1.33333333333333,-154,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",6,5.59843126641015,0.757690763073138,9.5636008381054,19.8340321810481,0.801736323211048,0.987545579799308,1.00181791539572,NA,NA,NA,NA,NA,NA,NA,NA,6,5.59843126641015,0.757690763073138,9.5636008381054,19.8340321810481,0.801736323211048,0.987545579799308,1.00181791539572,-6,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",13,1.67521635483306,0.811596934078354,3.16015832873526,1.80279696133289,0.828040198046113,0.783552358861897,0.762889733840304,13,1.67521635483306,0.811596934078354,3.16015832873526,1.80279696133289,0.828040198046113,0.783552358861897,0.762889733840304,13,1.67521635483306,0.811596934078354,3.16015832873526,1.80279696133289,0.828040198046113,0.783552358861897,0.762889733840304,-24,"2011","Sub-Saharan Africa","Ethiopia","Low income"
