"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",6,71385.1293230034,52473.2199722145,65838.9745679752,48884.5761819801,-15009.62210808,-22846.0177334987,0.235167025197578,3,19379.5641273625,19275.0319806146,9020.86109058512,12148.7110565651,-2093.16624837849,-4876.64817449713,0.757142857142857,6,40655.0167645616,42960.7338254705,16986.3601754341,26594.0230763518,1324.3459725839,5687.19000017614,0.625894174558853,5,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",11,13637.1215989918,12323.5989479312,10146.3467409902,13418.2397653531,-988.079839356874,-810.155792700738,0.990288935510053,NA,NA,NA,NA,NA,NA,NA,NA,3,3328.55146553173,7161.24492511875,11834.2977672121,22346.4101436942,5654.798015865,5484.74298057545,1.24365228267667,3,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",23,2807.4284284613,2009.36690510706,2203.23361609169,2359.70775893654,56.1169724041303,518.290654210916,1.4737156994622,26,1526.31728068916,1393.75683874841,707.595106275965,808.204746869233,-359.258787960129,-362.800112362839,0.181563765531814,2,4697.38832508371,4697.38832508371,1236.24116154903,1748.30901702651,-796.929661428515,-670.862762347382,0.429058768679308,6,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",3,30711.6619794653,29467.43015125,11611.2799231945,10927.0833333333,1130.54351136147,1928.34595959596,1.04301705081157,NA,NA,NA,NA,NA,NA,NA,NA,1,15142.8571428571,15142.8571428571,Inf,0,0,0,1,3,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",3,11446.827948774,11362.4353109524,12657.0850781015,18070.051217908,3460.14589605799,3793.4551981802,1.46463246987154,1,8874.54705727648,8874.54705727648,NA,0,0,0,1,1,15658.2403272635,15658.2403272635,NA,0,0,0,1,5,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",6,27385.4058784484,26328.4313595548,11992.2130107272,17868.3333333333,-386.590656337764,-738.257080610022,1,1,12366.6666666667,12366.6666666667,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",2,1074.7123664239,1074.7123664239,377.11128266736,533.315890472095,50.448800450063,50.448800450063,1.23333333333333,5,10981.4635070677,2006.60166456006,18570.1087794757,36911.5963790237,1500.0052925683,3095.30855175989,1.14445642132631,5,4988.35679495662,4415.12255868163,5793.33618552891,7035.78713328755,2546.74454397927,2263.82587843161,3.65018483863262,4,"2015","South Asia","Bhutan","Lower middle income"
"Botswana","Botswana2010",2,15015.6902465483,15015.6902465483,22522.9211320366,31852.2205291858,15601.6389062103,12598.2663287078,NA,1,37951.750411735,37951.750411735,NA,0,0,0,1,6,15779.2038394003,13161.2583056152,12421.8474235148,19903.9334623986,252.969249632093,90.5402479556402,5.58819988067139,1,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Burkinafaso","Burkinafaso2009",1,79150.1149939673,79150.1149939673,NA,0,0,0,1,3,2185.46789180606,1852.74851636045,1288.81857112484,2050.75659723296,-141.537586385352,-165.565546047816,0.571428571428571,1,15754.999193112,15754.999193112,NA,0,0,0,1,8,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",1,4762.77112897754,4762.77112897754,NA,0,0,0,1,2,4227.21118983728,4227.21118983728,1022.48011179868,1446.00524136246,-629.620230556288,-570.791542643076,0.496499561155184,8,6721.87330185124,7426.66288443058,2759.34729101424,3044.03100405417,-457.907002416376,-457.907002416376,0.692307692307692,2,"2014","Sub-Saharan Africa","Burundi","Low income"
