"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",4,37521.2646829748,38826.2120420315,11619.0439733093,23329.666640178,-230.505881468108,-287.166213770868,0.989841408820955,4,17899.1083517491,18607.0553774933,6616.48248980026,8884.35462039128,1186.35875422085,864.747333491103,1.12537342626155,5,42282.261698877,41818.317090356,12446.115655395,18586.6166348658,4831.86144917533,4966.33808008381,0.873943549355845,7,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",12,10874.7743439059,9249.92029424714,12124.8328243899,15406.0309002282,-1205.37688416405,-587.633160714465,0.593795497291895,2,12275.041655065,12275.041655065,822.437445122651,1163.10218909593,-44.7698661842825,-44.7346995806127,0.923938275363422,NA,NA,NA,NA,NA,NA,NA,NA,3,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",30,1810.90814170931,1616.70445269502,1056.7548181695,787.214510774563,-29.507969306449,-118.821936081288,0.989537165972967,17,2218.14022821496,1716.61302874265,1627.16340936437,1416.98611939421,17.960807086158,-0.452180768710684,1.11111111111111,2,1684.62258693303,1684.62258693303,1879.3267056403,2657.76931524646,-388.980089925311,-539.859392159438,0.827298377941528,8,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",3,23634.4246031746,22416.6666666667,9161.34957270186,18200.8928571429,2043.20697577277,2043.20697577277,2.14285714285714,1,50204.5454545455,50204.5454545455,NA,0,0,0,1,1,105493.471794872,105493.471794872,Inf,0,0,0,1,2,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",7,10399.0154752251,8625.57970763085,8603.07444830051,4658.86696916707,2038.28820302349,994.995384206247,1.43483190381738,1,15658.2403272635,15658.2403272635,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",6,25440.7407407407,25701.3888888889,12933.161709756,26341.6666666667,-317.407407407408,-317.407407407408,1,1,20840,20840,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",6,1343.39003872598,1084.66023260522,620.834588254734,1323.10332285356,52.7949033800154,34.7024650710466,1.04708784970463,2,1627.78871489015,1627.78871489015,442.457713156197,625.729698722078,19.9349638834655,19.9700967677259,1.06241841335916,1,9499.243639879,9499.243639879,NA,0,0,0,1,7,"2015","South Asia","Bhutan","Lower middle income"
"Botswana","Botswana2010",2,5424.13473653358,5424.13473653358,2004.36949578944,2834.60652495235,348.522544793538,472.434420825392,1.70186806352355,4,25789.2240893249,30250.4237541921,15145.642409468,32892.4487549322,2355.09891168161,2374.2805614842,1.15340404501438,3,21337.1124875953,13776.5619557491,14315.6202566198,25493.1535296132,-1293.513045933,-1310.98864445962,1.00340559320063,1,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Burkinafaso","Burkinafaso2009",3,56463.8783812296,52881.1301498083,51583.1545916245,75650.4611495107,0,0,1,2,11624.7578120582,11624.7578120582,10268.9336526099,14522.4652426304,1267.95793137225,1716.29134685632,1.442988248251,NA,NA,NA,NA,NA,NA,NA,NA,8,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",2,4810.0179357739,4810.0179357739,60.3203040999212,85.3057921445779,-3.27002364756418,-3.28099200556069,0.92087824685325,9,6436.47365456571,7327.72448058193,2798.43245445345,2819.43411537534,-478.9556869489,-482.454240701773,0.706777640062961,NA,NA,NA,NA,NA,NA,NA,NA,2,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",3,10817.7269711709,9478.65654684105,10268.0976429263,15728.8153847704,-2818.16831086901,-1651.90108732864,1.96051625579258,5,8753.82384970728,7708.39866006736,3518.59031652717,5221.05467766004,1380.36015535621,1773.30000273066,1.02392922742233,2,7290.39501724131,7290.39501724131,1641.64177944688,2321.63206905208,-117.615721559907,-117.615721559907,0.908,3,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",11,20614.6916705327,18356.4421509997,17690.9905439907,21191.1998468187,3742.32809750378,3219.4175454873,0.757981147085457,4,17875.3967326097,17903.8044214105,1406.86859884511,0,-17.1225574104698,58.8472287083235,0.990441242911768,7,33123.2168942919,31053.3767573121,16121.1789766359,26803.7401058912,628.097032638261,1034.07494658822,1.44879663500998,6,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",4,29415.9985347088,34385.3316503458,14285.4106433737,24404.5827340636,3486.24511252522,2813.91288557724,0.990682222724013,13,29625.8917011347,25407.1174087037,18392.0895305897,34253.87316513,-1474.03120675017,1138.61413906744,0.486289437261695,4,8025.91800671129,7639.85606315806,6108.71249291853,12335.8612060366,-685.363932609013,-307.447835751626,0.99191067523917,5,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",8,12912.1682590115,11047.0954277112,4801.32673846955,6029.0414439205,-638.777103751158,-20.8745124878333,0.557289995991307,3,11330.105463559,11021.6731847519,7194.86014034577,8130.99842557717,255.246329596006,469.829389952481,1.01424435459608,2,40685.7355593822,40685.7355593822,8591.79689331353,12150.635691679,-2609.00691501224,-2516.04072403454,0.61623730183777,5,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",4,22012.5464570562,12533.5597758108,23486.8841939063,45236.1383642338,-3836.74951375823,-2720.83411181314,1.06532803636639,4,13543.3377249262,13692.2439259791,5724.57805091963,6500.66704966071,-247.185708285275,-216.846552354441,0.916124691634896,3,14589.7453179995,16873.0832881552,8618.33850561161,13979.6632160837,2467.19134677203,2412.21477715719,1.7199575259251,7,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",5,3004.80234222383,2962.37048329251,2208.92296476559,2665.89866643899,149.874184433133,149.874184433133,1.2,3,956.886459742935,591.616681178534,671.626435367394,1089.79920145007,2.20597067283332,-6.63539946338288,1.03184443572165,NA,NA,NA,NA,NA,NA,NA,NA,7,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Dominicanrepublic","Dominicanrepublic2010",5,16801.2892482405,13282.812765674,10607.5482641378,19419.0337799863,-2563.02045045526,-1591.49895004086,1.21607101024061,4,15436.4697425528,16247.14621623,10521.2128359075,15437.4471335291,-648.672117439642,-1915.81684150404,0.66875,4,20923.6890023017,12894.1139610166,15455.6012873002,29599.3880617537,-5947.01969650419,-4972.91775948747,1.03157909152635,0,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",3,2016.27470359504,2099.73130277313,355.191770394305,688.6445165924,-113.809164667295,-109.387823075892,0.972569986316589,1,135463.262508823,135463.262508823,NA,0,0,0,1,1,38.9568062695676,38.9568062695676,Inf,0,0,0,1,4,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",4,14548.1342214371,16211.5384078468,11876.917153626,22888.8888888889,-1778.7448064124,-1437.89682539683,0.687700516024191,3,13198.1389644401,15103.728742598,9633.2902124867,15448,1395.5656918409,1078.80701754386,1.2,1,17620,17620,NA,0,0,0,1,2,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
