"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",19,0.226013836980024,0.078748088621411,0.268957658655685,0.391904761904762,0.0436020712900127,0.00223040985816984,0.634069506766987,8,0.190909948264439,0.0957469238310709,0.215048028082738,0.2,-0.0331458075973965,-0.0590293025751073,1.6116375569922,7,0.079016623108348,0.0294117647058824,0.0947141824267889,0.106666666666667,-0.00762415347593193,0.014064391023585,1.02568124141948,1,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",32,0.165430982708285,0.0727553255974139,0.211688680041698,0.14724907063197,0.0197852153281745,0.0572540873347658,1.92259838548506,38,0.309084976079633,0.257626388476114,0.267809909891646,0.4273825,-0.0719478805208174,-0.0126438749172318,1.39492734643252,28,0.278821699137381,0.157587066355293,0.285523502713733,0.331666666666667,0.0125681236773465,0.013599683585569,0.418420218049915,13,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",33,0.0372183277274645,0.00652163307090671,0.0580954976124578,0.0459671590385409,0.0174205234908276,0.0202026555169196,0.333297795583513,53,0.0451348730143957,0.00931942260618791,0.0701371067606659,0.0501869747899159,0.00876737244379759,0.0112318359643752,1.0461786257386,39,0.0714674001447632,0.0130716844735102,0.104057731553674,0.11157002676182,-0.0210418465660213,-0.0210003795304703,1.28351317282836,4,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",4,0.122122781796763,0.110145211112491,0.0522536661860923,0.121795353535354,-0.0103337774829078,-0.0103863364941936,1.58343341579571,11,0.211170356744514,0.233333333333333,0.0634807975584834,0.131048387096774,-0.00395554395029359,-0.00389449117423563,0.934173676804197,16,0.21652225362194,0.240966384078584,0.0846957200411954,0.106944444444444,-0.0096169741266912,-0.010015672948471,1.21195145458197,0,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",346,0.206401837332028,0.184291354637505,0.111655390203873,0.144953086019875,-0.0222835337281297,-0.0291049441470915,1.21009829710468,128,0.211864781397672,0.169540674930144,0.167291114821433,0.245936523404045,-0.0391176385425296,-0.0388923635220692,1.47043774449467,196,0.259400327688925,0.235512312990156,0.155293383006835,0.216666666666667,-0.0226159287152982,-0.0246489268631676,1.9,8,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",20,0.227161186043748,0.250285172869017,0.157606439830483,0.240695416666666,-0.0331769238387865,-0.0376723319454522,3.3284083894117,12,0.184369754816777,0.135417252616174,0.165374913938254,0.102519324363012,0.0850806153363662,0.0330319002802716,0.281990968278595,39,0.138484403167553,0.116393557032442,0.133134257501348,0.178571428571429,0.030785659623942,0.0152884531891573,0.629150988173725,2,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",3,0.344220013555595,0.333333333333333,0.0504472858876419,0.1,-0.00321252028469091,-0.00340858787073925,0.974595871208742,81,0.355835685988045,0.36,0.176984833096775,0.216666666666667,0.0767326528640424,0.118557494197203,0.704209255900895,4,0.24594923976924,0.20098466137728,0.160019092944611,0.15,-0.0482614494086058,-0.0691312893081761,1.84832811224894,0,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",22,0.197202867418452,0.200555555555556,0.122662215770357,0.2,-0.0577531609625302,-0.0488238463651116,0.564102564102564,11,0.256283013523273,0.252222222222222,0.12269761848159,0.225,0.00119169680517207,0.0056349214801349,0.194444444444444,3,0.210476190476191,0.15,0.140816375825684,0.261428571428571,-0.0612224591329069,-0.0612224591329069,2.85714285714286,0,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",291,0.143478901310155,0.107176283885599,0.125283066244007,0.116842105263158,-0.0127959245122147,0.0147055873293993,1.18290480514729,543,0.193430990017922,0.15,0.153383630771687,0.210777777777778,-0.0539335785825877,-0.0382939694566959,1.48519647990091,295,0.217555214993299,0.179201499546546,0.177157267347546,0.223507462686567,-0.043176753624046,-0.0358875608723429,1,9,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",49,0.249547757469629,0.270564029067755,0.105520458054415,0.124025974025974,-0.00139329359233898,-0.0108326791433046,0.593287404475615,3,0.278097684802122,0.18,0.254537170765906,0.41530612244898,-0.029791413528943,-0.0447742733457019,0.911313940543375,12,0.286394864052103,0.285714285714286,0.0150475867955101,0,-0.0025809583222694,-0.00270991225669102,0.59357672865205,4,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",34,0.222988302714689,0.201009178478895,0.152171611286703,0.17125,-0.0166715357553001,0.0229642607369101,0.325259104379287,20,0.291345640066551,0.15206073114511,0.246902015955017,0.331944444444444,-0.0478823510098527,0.00281013674962195,1.1627620468091,28,0.22355309164608,0.172301116089875,0.155462867701282,0.247564100434777,-0.0428671866305787,-0.105658007059996,0.322244574722484,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",8,0.117618861024033,0.1225,0.0738426713341434,0.106479885057471,-0.00297849125399251,-0.00297849125399251,1.74242424242424,18,0.215999277020203,0.193168772560664,0.0700210793309052,0.101136363636363,0.0334597160537035,0.0252170809354743,1.12138333379355,46,0.26714408119047,0.2,0.159973802981096,0.271428571428572,-0.0287263730460363,0.00131318951781304,2.4,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",31,0.277053289757849,0.288922516839868,0.203985599332931,0.4205824,-0.0559216458632583,-0.0232347128734027,2.0994342690154,39,0.349524330060294,0.266489224324809,0.253517015366314,0.472742638977709,0.024291820461452,-0.0377132272227403,0.742509158158324,10,0.290808161647023,0.301934960404759,0.188356465470011,0.392558831535215,-0.0411748678667407,-0.125894312387573,0.659198696168046,0,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",42,0.259566874216983,0.190106835410272,0.213017780651969,0.225754120789628,0.0620093936028105,-0.0107288556624795,0.304278646593054,35,0.280220655113414,0.250179758119019,0.207618406007083,0.341494121172747,0.0973803823628861,0.314960230837361,0.949853188505218,10,0.14464004038109,0.178570140665104,0.12446983262072,0.199,0.080341552308081,0.0595621643271537,0.178084054394675,0,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",27,0.0869632034982365,0.0518859683758548,0.134633553572884,0.119,0.0295310886116081,-0.0355920795244356,0.197179687343303,29,0.447448199486235,0.501161847491022,0.318839776565032,0.617272727272727,-0.149148569695665,0.0162779697795094,2.59977635041262,8,0.174470007478245,0.200034769862526,0.0784111013526635,0.0788307402168789,-0.0364768645038978,-0.0539802556856661,1.71848410961831,4,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",45,0.182194123348907,0.147319372805984,0.112775162644976,0.0925,-0.0355820821613085,-0.0401357763019533,3.33333333333333,9,0.269380554739329,0.231807884322411,0.143206766245759,0.1,-0.081474542654187,-0.0983532916392346,1.10568524640574,13,0.225173966999289,0.276167362403973,0.138431871150018,0.245,-0.0115186070844742,-0.00268729951334558,1.23396461234526,2,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",214,0.225117559231059,0.166365061165416,0.170570023236446,0.291999969650171,-0.044180227051423,-0.0132526809077185,1.66666666666667,764,0.230805952035703,0.233333333333333,0.132367232109998,0.141666666666667,0.012485538972641,-0.0126118791167912,0.537124327343464,295,0.203740147901011,0.2,0.133212969792191,0.195833333333333,0.00118330000211029,-0.0911767753449663,0.633333333333333,32,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",34,0.301970687244865,0.217323801589847,0.226405323726074,0.358948685857322,0.143334166799716,0.213230358587529,2.84397391851951,40,0.200129398421703,0.117225820195384,0.19377319198606,0.232954545454545,0.04338369950885,0.0248077894677743,0.682219835728633,24,0.225682242877963,0.191993466452842,0.148959058545012,0.185895467212649,0.0927629333631449,0.0973701610282141,0.13088537578623,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",24,0.109459659598332,0.0677103118287472,0.104640696416443,0.113530751708428,-0.0171481384971997,-0.0140222931401602,0.848149619820492,25,0.129256289733593,0.114930427185037,0.0849750409445309,0.116434474616293,-0.0192957122303297,-0.0397233601636417,0.873015434130151,32,0.166066161699464,0.196804617635438,0.107993951377406,0.12421052631579,-0.0749176062709127,-0.0408283140547602,0.585446712129399,1,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",27,0.11098519890248,0.0637876084905958,0.0936272885577086,0.123139060459094,-0.0164975194481531,-0.0188714512661375,1.59066879604377,15,0.150533224869595,0.142238873841477,0.0746151315350256,0.095525910899662,0.00758136930952906,0.00852399027502828,0.703294314890664,15,0.149873195948948,0.0820856777656366,0.14988572007305,0.109175824175824,-0.0388845497343537,-0.0862851443866393,4.32920437509059,0,"2014","Sub-Saharan Africa","Burundi","Low income"
