"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",5,2145558.30590425,15569.029526343,4592412.1365289,78632.85213953,-1619295.07377308,-1576746.03183616,0.507332232678323,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",40,18226.0229665594,17096.8198693257,16166.3027922062,17454.1488196509,2945.03706660897,-488.799272582873,1.25,28,4,69927.2277981434,69448.694202056,28020.9840266423,40539.539104316,-2289.83567646753,-7802.0992506984,0.18543017795018,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",8,13638.0783514709,6880.76175612018,15486.5139567885,27706.5789555704,5186.11233866934,16884.6115519196,0.340379751703503,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",28,2642.78660965886,2579.54891996194,2021.69207508893,2388.7443597438,1444.40372898274,1598.61876257455,3.03431163847094,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",8,37953.8545650647,15700.3625827091,55788.3375200858,54701.9236048307,-22664.876874439,-22189.5397472153,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",5,5950.39921339708,7966.6482829139,4402.4948298253,8627.63885841985,520.356613825514,440.398205820705,1.58940058603593,1,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",11,58705.0963183577,60479.6916288151,42076.3963237057,52315.4046103132,15785.8183487469,30585.1953802724,1.83091527695784,8,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",7,15826.3616489341,6311.58347642059,19195.0145591204,25960.3669268267,-2927.26616342074,-1877.20645820539,1.97477467137178,2,2,20570.882945046,20570.882945046,5497.14294464489,7774.13410662037,-3100.91866050588,-3100.91866050588,0.55625,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",30,27879.8411455887,16764.2982167029,32247.4695461426,44489.6306480275,4202.02883874331,2623.41726069172,0.543193873923175,51,23,27298.3564636129,21181.7776710032,20505.731321557,21295.1226703885,13557.1082298429,9155.17265256289,0.907317328249713,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",9,40826.310567857,18646.1806532904,48152.9703796116,45565.9908766459,-18153.8184785925,-15965.5050212902,2.32361548237995,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Cameroon","Cameroon2009",6,25888.7157701234,14541.1181048452,30561.3659508558,26495.907373178,-2291.64199283656,-6072.38477373677,1.24245218898443,5,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",109,20816.5383565272,18944.6918454578,11870.790665993,13281.2233929896,4013.31509624247,5340.54503917997,1.24409551560627,33,7,25829.9711770045,16259.5352536965,40990.9620886954,23560.9600756019,11913.7315678133,-610.791528611707,1.14875126221525,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",131,21726.8460350518,16976.4123321967,19374.4554030146,14823.7554970335,-4007.76634865284,-6066.9177397433,0.565135378847442,41,5,15094.2866108123,13134.8648941161,15272.575710519,20971.7130400137,6792.70939472754,10489.1257222283,1.87873708357409,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",95,12102.2736646467,9309.51941332609,9641.91088450924,11429.9081181654,4599.08897910799,4309.96544379465,0.5565942563937,28,2,25000.8969087375,25000.8969087375,1774.65597389099,2509.74254682307,-570.396033368879,-570.396033368879,0.6875,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",13,11862.7270235215,11787.5485414322,8840.76151462424,16357.710747781,-615.911318237495,-747.275889820241,0.223388145924727,15,6,15476.2452580186,15813.6166597852,3685.88674483838,4814.16699787556,1458.63792696341,1395.91010559026,1.77804643050184,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",5,871.080525452579,952.197215260625,409.147809774096,532.21003720926,-304.057799888048,-110.240595057834,0.791254585094385,1,1,834.551067169719,834.551067169719,NA,0,0,0,1,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",11,36325.9260418009,28977.0195296222,24052.1445540102,17330.4633926665,5531.92895632734,8587.75893113535,0.947368421052632,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",6,37934.2428356436,33964.1253869722,14853.8501031034,29117.8821121925,1895.75565556018,2064.77644458487,2.75047294779343,11,1,549450.760733285,549450.760733285,NA,0,0,0,1,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",6,23932.0858624139,23140.2819301888,11923.6698791931,15205.1114930302,-12074.5030133084,-3934.56971147323,0.0847202029588313,1,2,15917.4861014577,15917.4861014577,10353.4105960369,14641.9336817328,4469.71231487866,4862.83198918861,3.1996309846456,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",16,1025.57673832824,627.681835500001,1176.97646790671,997.577331397683,366.868045658046,385.764918767704,0.207454728981301,9,5,13356.6907128893,5856.84398550942,17636.0381011952,19351.8114063885,6138.37980695747,5689.61148779763,1.1386384608175,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",8,15751.8228915721,12033.2626215574,11048.4283118063,9846.15384615385,-2463.25140227184,-3303.68059781226,0.938775364316458,3,1,54250,54250,NA,0,0,0,1,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",66,6087.85502247399,5366.13436702583,5265.40842256035,6943.09381387777,931.837830722618,-671.919315180277,3.75905835039662,24,1,53694.2357204989,53694.2357204989,NA,0,0,0,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",4,985.920238639232,707.713944545829,4863.84476283196,5194.28571428571,2515.91491418388,4309.11967418546,1.38968592212659,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",2,44105.4872062384,44105.4872062384,498.922173740313,705.582504672217,-274.385446447297,-249.893803738077,0.519775697946786,7,1,184327.920644999,184327.920644999,NA,0,0,0,1,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",1,12465.8836127438,12465.8836127438,Inf,0,-3.49875588683623e-28,0,1,13,3,27785.6826928715,15212.4051165231,37081.206132256,60254.5943231983,21848.3932702505,23564.6404682966,17.4819923371648,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",13,10432.3012378036,10041.139085478,6043.93469933989,9061.71998388545,1469.90358054875,559.989983788195,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",5,20709.6763184251,10363.4982361518,24711.6507095726,31419.6683743034,-5816.25663407421,-6522.65470384859,0.75,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",38,3033.49260971673,2300.69082682429,2415.5412374676,4172.42219419836,848.715684783501,908.113254071519,1,30,2,10537.6381699974,10537.6381699974,5678.12246339783,8030.07779655253,808.726577983947,803.007779655253,1.21108055182165,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",12,13613.3683647851,11346.2866175686,11348.8581726089,0,-410.350707568632,268.070611137705,6.8805695774932,7,1,25105.6871738479,25105.6871738479,NA,0,0,0,1,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",2,898.645680626194,898.645680626194,285.909881835249,404.337632507898,0,0,1,13,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"Hungary","Hungary2013",5,31810.8400467054,17925.2925973066,29531.2759215682,60444.6234282006,1758.34120944887,1357.66447029615,1.31238080398352,9,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",384,8629.28873921392,5613.82301701101,8287.24438633232,8843.90430825652,-494.254325564167,-122.788311198693,0.952268697356352,197,1,22383.2558115623,22383.2558115623,NA,0,0,0,1,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",2,1741.51380316603,1741.51380316603,6.29828724970687,8.90712324825699,-1.80657194584379,-1.7814246496514,0.703302008845287,17,2,36876.474759239,36876.474759239,1827.75461776277,2584.83536913016,446.654932323645,434.618336402416,1.44268830613701,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",32,17005.8202823688,12740.3632313658,15651.0231438059,14022.9504232595,-1091.82970322931,-852.14411071524,0.90195538445205,2,1,95411.4521813777,95411.4521813777,NA,0,0,0,1,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",7,79993.7656282688,73448.2332981991,20752.1080192438,22670.7049507922,-6359.97148325367,-5017.96388580679,0.301863520906944,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",9,9744.15112606572,9967.86130259995,2828.09954824523,4080.07860803546,35.7570025095355,76.9541336821918,2.66513355185159,10,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",12,45655.0975979507,12192.9322100876,52355.5104535738,95065.9836013065,52664.9323419773,54556.21096493,2.0630386576665,3,1,15795.2759777718,15795.2759777718,NA,0,0,0,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",1,5045.73535317924,5045.73535317924,NA,0,0,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Lithuania","Lithuania2013",1,31648.0576662968,31648.0576662968,NA,0,0,0,1,12,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Lithuania","High income"
"Mexico","Mexico2010",132,17194.7931128561,11819.4694579246,15503.9915899815,20310.0274073876,5742.07986223721,6603.36835359714,0.922013233121862,19,15,22577.3673675784,18828.2583884855,14704.8224123351,5632.46170468977,-2257.67737864132,-4622.79886679889,0.132102324959243,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",6,20048.062265433,13560.9067417778,19742.5255802534,12912.98026967,-8699.12873340393,-8468.87478929996,1.80486582234638,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Morocco","Morocco2013",3,9303.42607913204,8344.42992682406,9710.83802588908,9220.08855263604,6100.90443124291,4787.38363123339,5.27155643546914,6,1,27958.7403629981,27958.7403629981,NA,0,0,0,1,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",15,4021.04527519531,2767.02985213842,2414.03925739107,3888.05962172578,1320.39541144048,2556.93598416943,2.15773023098751,4,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",15,2672.68623693367,2003.84230597584,1508.47104304296,717.436518735271,593.016275164832,435.361427006457,0.550163550792123,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",4,7632.48871170727,4796.61057409802,9482.87951295613,15091.6113554146,3644.61842238106,3193.64188517713,1.05524334242746,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",50,1517.78162839638,653.16817758947,1839.68958235621,1923.61635225892,-499.017942098242,-506.750761749428,0.888567690860044,94,8,5283.96408753533,183.295380429772,7611.30253376735,10342.1674831588,-3395.26771122677,-2548.34804273877,0.273059744722899,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",14,10413.4341523351,4785.66023393009,12514.8312354257,10953.9668512736,-3033.44544212492,-2714.99206265903,0.5,21,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Panama","Panama2010",6,140036.184944866,6430.13563237502,219094.45744262,399452.380952381,70584.5724946999,11384.1305657889,3.54220085288257,5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Panama","Upper middle income"
"Peru","Peru2010",92,16232.3169585792,11735.4253499506,13927.6939727462,20580.1000685071,-288.18387712784,-591.707515657375,1.2251642396305,32,1,25236.5232261796,25236.5232261796,NA,-3.63797880709171e-12,0,0,1,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",9,3210.50635789741,1951.67744502348,3732.9415722086,2709.55274766341,-459.505154155372,-1460.03350460848,0.375,7,4,11387125.101892,6178.09184115301,16289612.4149629,24760153.180218,-5652493.38294155,-3154019.22741616,0.41396628112972,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",11,14712.1725802163,11418.7849055671,9803.66401935212,7472.7797736334,-1374.64242020329,307.836661545188,0.643526566342372,3,2,93875.6845122016,93875.6845122016,166058.11032919,234841.631769588,75720.9010734123,68592.3577940876,1.96041125277453,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",56,17204.6389131864,14266.8848901278,15317.4471060704,15163.5499588651,-507.796746340497,1576.73289594417,10.1130960925347,90,1,9704.98178953288,9704.98178953288,NA,0,0,0,1,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",4,1807.55055029999,1531.50544679089,1840.00299033501,1920.35375548226,-284.801956522854,-261.987507434069,0.6,10,1,-75.8533412303724,-75.8533412303724,NA,0,0,0,1,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",4,13411.773329532,13466.8942150277,768.734156633938,1341.69831308791,-622.596636248629,-1290.2504459324,NA,9,1,5953.7780878585,5953.7780878585,NA,0,0,0,1,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovenia","Slovenia2013",16,58904.7772569534,44071.0475053314,37762.3674160478,66985.7473174182,-8054.85192972744,-5050.6421479841,0.740813927390261,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",7,3997.19866848526,3075.4591840783,3610.16694207464,7068.19000048531,-811.829631598914,-811.829631598914,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","South Sudan","Low income"
"Sweden","Sweden2014",80,117164.433848496,99826.6495808955,41149.4211910467,35272.8069178184,2657.09027318207,2275.06852591758,1.4431814590978,24,11,189815.417921196,214515.196307695,74645.7139511045,87761.1041495226,-21735.7384809477,7970.65201034703,0.396268622462009,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",2,3566.31794778324,3566.31794778324,142.27865084866,201.212397666322,-45.205852841735,-43.1169423570689,0.646109311943803,30,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Tanzania","Low income"
