"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",10,55519.5926404521,57698.640120259,41689.7247125591,65496.5228112745,29926.7435463111,54631.6612403029,0.973224679019073,1,48232.4031612355,48232.4031612355,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",8,87776.0387069496,42892.0403160667,91526.2779369326,155565.788567373,30561.194653027,16817.3794147926,2.43204218273547,2,2092.04609925943,2092.04609925943,6077.4652906921,0,6217.54433489615,4087.78682584136,7.3307261705225,3,1,38661.2179944223,38661.2179944223,NA,0,0,0,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",15,51591.5711805321,60614.1118448108,20687.5438050667,28793.5370852805,14739.3818215655,62119.3878758082,0.916212846099991,2,187438.782401219,187438.782401219,15480.5789373478,21892.8446865845,-7196.27980278621,-7970.69588103805,0.631021297698488,3,1,131907.565181259,131907.565181259,NA,0,0,0,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",3,271793.481580308,287333.998768302,109252.519902759,0,-84876.2147459612,-35479.3081577525,0.236359153361104,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",23,44009.8529067032,40539.4689799583,23576.6412114283,20892.8720135475,-8543.46294853978,-10228.8366734308,0.0657695874370734,60,40018.5761036803,39460.7420863755,23737.6865698469,31301.4614396678,1700.23378303807,2851.26654098366,2.52530552169631,7,14,48074.4548677181,37554.1706056857,28797.7788068217,43338.9796339722,-19090.2734016557,-24793.3226330394,0.0357893927696675,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",6,95750.6794825262,80997.584419845,87145.6519305523,108268.392503707,39719.1584789883,41665.8621995991,6.5728054426475,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",2,45264.2635236359,45264.2635236359,8101.78730663077,11457.6574884994,3361.7647557106,3391.69462968018,2.47251047986848,2,13614.1555868394,13614.1555868394,22700.7999095016,32103.7791087351,3697.15255794304,3704.28220485405,1.22848043779301,1,1,40727.2352985222,40727.2352985222,NA,0,0,0,1,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Egypt","Egypt2013",14,8957.53421514047,5731.40694891624,8993.42912818361,12111.4817414659,-4295.12929308284,-3567.68604911189,0.996310041484751,9,12346.0611445088,15700.0689241225,5307.07876452604,7579.34361854189,-1151.30995704751,-1301.54747006217,0.629122064190579,15,14,16049.0876913113,16431.5616160888,8392.34533930002,7850.03446206124,1586.0513908169,-2795.2869520059,1.66666666666667,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",2,7841.88152989199,7841.88152989199,7983.13921001311,11289.863741113,-2752.84313073849,-2699.75002504875,0.66211812142307,3,17306.8592385115,17377.5749621583,12045.8459693071,22608.1439527548,-7544.70937592507,-6873.51167735096,0.175182481751825,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",248,30225.1399359682,19724.2097454434,31402.4671393597,30826.6128123758,1309.91059331601,5553.99978452195,0.636911208409714,142,32558.0804635238,20591.0347188716,32384.902157522,41093.0691302407,1638.28643697001,8820.52663914749,1.08525232084363,54,107,33556.6794334979,14841.9336089781,41748.6727360074,54359.3355423657,-5492.86305856046,-4811.73727204875,1.0173614009348,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",4,19589.4514341174,16774.836371476,14823.6537927815,12371.0045114691,-4909.46494284295,-4599.98662210558,0.335785263010314,2,15237.4732981661,15237.4732981661,26893.6865562506,38033.4162700606,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",1,3377.3965373939,3377.3965373939,NA,0,0,0,1,2,13215.1174504382,13215.1174504382,238.817999434718,0,33.4424854141052,56.2899422898981,1.12811926027304,3,1,14072.4855724746,14072.4855724746,NA,0,0,0,1,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",3,99077.544049681,98485.6286185353,6496.25144686709,0,3812.49928699249,3838.54994302598,0.585285288562185,1,347042.945485649,347042.945485649,NA,0,0,0,1,5,1,102034.405024819,102034.405024819,Inf,0,0,0,NA,"2013","Middle East and North Africa","Israel","High income"
"Kazakhstan","Kazakhstan2013",3,12913.4828080214,11773.0508115194,9181.90148855118,19290.0222947052,-6825.22068185686,-7348.05133148479,0.0876671703612579,2,24653.0083080575,24653.0083080575,2568.33290488749,3632.17122678098,1975.13820238077,1629.53905491533,7.51117782600856,3,1,11002.4571606837,11002.4571606837,NA,0,0,0,1,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",3,64408.8344825441,70046.8940559505,15211.9226045204,28694.7590719879,-997.531045030638,-1015.95060205278,1.00157557751935,3,54041.3676162114,65768.6228445697,40871.0235676621,80612.0547200982,10672.5644360361,12335.7849858663,2.75513282499812,3,1,192826.177403557,192826.177403557,NA,0,0,0,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",1,42047.7758946776,42047.7758946776,NA,0,0,0,1,1,124709.880778532,124709.880778532,NA,0,0,0,1,2,1,113528.994915629,113528.994915629,Inf,0,0,0,1,"2013","Middle East and North Africa","Lebanon","Upper middle income"
