"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",44,0.49504726814674,0.399591948261085,0.194326616815205,0.236125,-0.0149676986185868,-0.0764634629332653,0.534553428809155,1,0.896176470588235,0.896176470588235,NA,0,0,0,1,1,0.3848,0.3848,NA,0,0,0,1,1,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",1,0.288888888888889,0.288888888888889,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,0.350097096122065,0.313678024709028,0.136218854595585,0.230769230769231,-0.0143632606784462,0.00231157731157731,1.53708522251467,0,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",15,0.526217923038536,0.4993149543219,0.234963579869083,0.466666666666667,0.0210042379462615,0.0105994772439831,NA,3,0.324147324302053,0.346568903014358,0.210560103827195,0.423664122137405,-0.0895734972728952,-0.0911997324309436,0.988784094286564,18,0.526639774659142,0.58247505998141,0.231992324362577,0.282051282051282,0.055596683039389,0.0743206665205006,1.49110997293393,0,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",2,0.579931355218939,0.579931355218939,0.122081438460788,0.172649225985263,0.0440825364526728,0.0439766896377557,0.660894308137741,1,0.75,0.75,NA,0,0,0,1,2,0.199206602876261,0.199206602876261,0.0362471258399255,0.0512611769598669,0.0163669001880155,0.0242696722774591,0.676374006221915,1,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",3,0.586360026963769,0.587352479860596,0.119190850321222,0.162666666666667,0.0290856183077992,0.0497152166829586,0.757331681328311,NA,NA,NA,NA,NA,NA,NA,NA,7,0.45454122335579,0.398695750133073,0.18277936020661,0.138196480938416,-0.0667502829994724,-0.170464100500147,0.854137979139453,0,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",1,0.666666666666667,0.666666666666667,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,0.407177840247367,0.450062556531941,0.405733662664433,0.581425130930082,0.32217397302636,0.174988895904737,0.104592930356945,0,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Brazil","Brazil2009",4,0.346434543981722,0.383936834380745,0.123758481783932,0.23557168784029,-0.0181094629024405,-0.0181560440347693,1.5680730236255,NA,NA,NA,NA,NA,NA,NA,NA,1,0.330812854442344,0.330812854442344,NA,0,0,0,1,4,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",NA,NA,NA,NA,NA,NA,NA,NA,1,0.594110115236876,0.594110115236876,NA,0,0,0,1,1,0.559401309635173,0.559401309635173,NA,0,0,0,1,3,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",57,0.437580093841961,0.452614120136935,0.206338213984489,0.243386243386243,-0.014979500351878,-0.016200967745512,0.154008391381219,NA,NA,NA,NA,NA,NA,NA,NA,15,0.371539009451389,0.361604240135911,0.206461714047749,0.186941580756014,-0.0443478913103637,-0.0436117665875441,2.77114371477066,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",31,0.345672350162162,0.283889776322202,0.146168680598903,0.193939393939394,0.00196113566119725,-0.0592419088338059,0.736465315715227,10,0.633995978421993,0.803215459821591,0.300195103286513,0.315934790848265,-0.230890345249521,-0.115646276804027,1.31723613427998,98,0.379101784868492,0.35383739529329,0.191287870373315,0.288345506510004,-0.0937302631972393,-0.0766909242381529,2.56004461901722,0,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",35,0.420996741177547,0.4,0.17914650698738,0.292143066549399,0.00663189644189882,-0.00549345871628612,1.71510640364528,2,0.6,0.6,0.282842712474619,0.4,0.04,0.04,0.833333333333333,14,0.267012005835457,0.16687111439692,0.166267159878233,0.215682091018741,0.0978582353043085,0.124435818802721,0.514825143195299,0,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",10,0.368305521461725,0.28570702425356,0.187432128607605,0.320526315789474,0.110998324080429,0.120083745205848,0.434936039648788,1,0.303076923076923,0.303076923076923,NA,0,0,0,1,2,0.557769180115815,0.557769180115815,0.0559792868439351,0.0791666666666668,0.0149446157422954,0.0146404109589041,0.711941354895244,0,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",6,0.133058227437493,0.0641804318113234,0.138481727199708,0.263333333333333,-0.0840632793690589,-0.0988346086151548,1.92996743225534,NA,NA,NA,NA,NA,NA,NA,NA,1,0.05,0.05,NA,0,0,0,1,4,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",4,0.390087377343911,0.366036226639836,0.182779960204193,0.161904761904762,0.10181591149106,0.0212593467138922,0.112840346703295,NA,NA,NA,NA,NA,NA,NA,NA,3,0.502009766305909,0.474107142857143,0.0862833046433612,0.166666666666667,0.0138556247142853,0.0139484126984127,0.69041047311796,0,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",4,0.468792856978837,0.412641322787536,0.1606720045067,0.16175225,0.219035613890033,0.221500051599555,0.124164058123279,NA,NA,NA,NA,NA,NA,NA,NA,1,0.582010582010582,0.582010582010582,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",6,0.531638328120379,0.645533324199634,0.205687055705504,0.178861788617886,0.100612771264383,0.123182975061999,0.663295065171179,NA,NA,NA,NA,NA,NA,NA,NA,1,0.65,0.65,Inf,0,0,0,1,1,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",27,0.567605780891996,0.431388107619423,0.297838955621324,0.459154929577465,0.0736985141895223,0.0235116315855401,0.961384090481072,33,0.553265349318705,0.548374804477986,0.2238114520253,0.2,0.0265606876500438,0.220914774792263,0.714285714285714,34,0.522608824833779,0.625222773048204,0.209697049041652,0.256578947368421,0.0109816227098187,0.0490603163176332,0.785249986999587,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
